merchant_id,doc_id
M48373,D015711
M02806,D015712
M04200,D015713
M27443,D015714
M31495,D015715
M46001,D015716
M24935,D015717
M40163,D015718
M09559,D015719
M21327,D015720
M09303,D015721
M15940,D015722
M17241,D015723
M36113,D015724
M25264,D015725
M29626,D015726
M41305,D015727
M00061,D015728
M05467,D015729
M03767,D015730
M43127,D015731
M20398,D015732
M47984,D015733
M04146,D015734
M45037,D015735
M27588,D015736
M06531,D015737
M21915,D015738
M44180,D015739
M25511,D015740
M26655,D015741
M03887,D015742
M11494,D015743
M16286,D015744
M27984,D015745
M21104,D015746
M24361,D015747
M12374,D015748
M40308,D015749
M27354,D015750
M24336,D015751
M27709,D015752
M00137,D015753
M10929,D015754
M09880,D015755
M47288,D015756
M44275,D015757
M35233,D015758
M01143,D015759
M14296,D015760
M46539,D015761
M39714,D015762
M05984,D015763
M31778,D015764
M41618,D015765
M46000,D015766
M29267,D015767
M20469,D015768
M07759,D015769
M24386,D015770
M48479,D015771
M03939,D015772
M24712,D015773
M45115,D015774
M18828,D015775
M26825,D015776
M33610,D015777
M38596,D015778
M13448,D015779
M03426,D015780
M35777,D015781
M34001,D015782
M18022,D015783
M44997,D015784
M30217,D015785
M00800,D015786
M42263,D015787
M01795,D015788
M11792,D015789
M48907,D015790
M39354,D015791
M17657,D015792
M18349,D015793
M26334,D015794
M06117,D015795
M18344,D015796
M22282,D015797
M13257,D015798
M12319,D015799
M43412,D015800
M21016,D015801
M10293,D015802
M33464,D015803
M29001,D015804
M25023,D015805
M47271,D015806
M41695,D015807
M14749,D015808
M24185,D015809
M38106,D015810
M21262,D015811
M29052,D015812
M05973,D015813
M31429,D015814
M39041,D015815
M15429,D015816
M03131,D015817
M02943,D015818
M28455,D015819
M44041,D015820
M00201,D015821
M00447,D015822
M06211,D015823
M42874,D015824
M37319,D015825
M12863,D015826
M13132,D015827
M32140,D015828
M49072,D015829
M39665,D015830
M32647,D015831
M47023,D015832
M16035,D015833
M14708,D015834
M03248,D015835
M13206,D015836
M25095,D015837
M36047,D015838
M38511,D015839
M16667,D015840
M12260,D015841
M38827,D015842
M42010,D015843
M11727,D015844
M08164,D015845
M11824,D015846
M32170,D015847
M13920,D015848
M05574,D015849
M14973,D015850
M30997,D015851
M32501,D015852
M30795,D015853
M11958,D015854
M46155,D015855
M17319,D015856
M01483,D015857
M07116,D015858
M35843,D015859
M45428,D015860
M25754,D015861
M07612,D015862
M32861,D015863
M47811,D015864
M48041,D015865
M20092,D015866
M43572,D015867
M40704,D015868
M48459,D015869
M16996,D015870
M14310,D015871
M33714,D015872
M15269,D015873
M31762,D015874
M06578,D015875
M16806,D015876
M14968,D015877
M30325,D015878
M00589,D015879
M47534,D015880
M20070,D015881
M31717,D015882
M04343,D015883
M14169,D015884
M14035,D015885
M33307,D015886
M01062,D015887
M36891,D015888
M03615,D015889
M33763,D015890
M05151,D015891
M44454,D015892
M34343,D015893
M12086,D015894
M11320,D015895
M22047,D015896
M41243,D015897
M17393,D015898
M28435,D015899
M44674,D015900
M24573,D015901
M26556,D015902
M40935,D015903
M36096,D015904
M10472,D015905
M14668,D015906
M31115,D015907
M32127,D015908
M10850,D015909
M41675,D015910
M45554,D015911
M24874,D015912
M25882,D015913
M31474,D015914
M19539,D015915
M11645,D015916
M44109,D015917
M09586,D015918
M03826,D015919
M36458,D015920
M07115,D015921
M49948,D015922
M05975,D015923
M03941,D015924
M37872,D015925
M22800,D015926
M06741,D015927
M26366,D015928
M20190,D015929
M30493,D015930
M33460,D015931
M30271,D015932
M06422,D015933
M49631,D015934
M43013,D015935
M31394,D015936
M32494,D015937
M40685,D015938
M04587,D015939
M14269,D015940
M32846,D015941
M11555,D015942
M43845,D015943
M00071,D015944
M38030,D015945
M08869,D015946
M17555,D015947
M33798,D015948
M38952,D015949
M30566,D015950
M45361,D015951
M25287,D015952
M49515,D015953
M35287,D015954
M42243,D015955
M17618,D015956
M04381,D015957
M24148,D015958
M29248,D015959
M16586,D015960
M05836,D015961
M12390,D015962
M19175,D015963
M15091,D015964
M29851,D015965
M19845,D015966
M38611,D015967
M01581,D015968
M16622,D015969
M45975,D015970
M43669,D015971
M26584,D015972
M01527,D015973
M24894,D015974
M30250,D015975
M37147,D015976
M00441,D015977
M26541,D015978
M31989,D015979
M35119,D015980
M09455,D015981
M42033,D015982
M37625,D015983
M43761,D015984
M19442,D015985
M10380,D015986
M35665,D015987
M22274,D015988
M44243,D015989
M47212,D015990
M25009,D015991
M24543,D015992
M12056,D015993
M06180,D015994
M13166,D015995
M01326,D015996
M04412,D015997
M20744,D015998
M13612,D015999
M33318,D016000
M07974,D016001
M48334,D016002
M49980,D016003
M23327,D016004
M45330,D016005
M38708,D016006
M48260,D016007
M49425,D016008
M22598,D016009
M11889,D016010
M48372,D016011
M43372,D016012
M08039,D016013
M10630,D016014
M41500,D016015
M46198,D016016
M46253,D016017
M21899,D016018
M43976,D016019
M26629,D016020
M30892,D016021
M26236,D016022
M48707,D016023
M06789,D016024
M28465,D016025
M24825,D016026
M01964,D016027
M00009,D016028
M32027,D016029
M16670,D016030
M28167,D016031
M28242,D016032
M34388,D016033
M31885,D016034
M05326,D016035
M38370,D016036
M45357,D016037
M47749,D016038
M35526,D016039
M42863,D016040
M09279,D016041
M45541,D016042
M29721,D016043
M02151,D016044
M43311,D016045
M24452,D016046
M41907,D016047
M35542,D016048
M45313,D016049
M29382,D016050
M07846,D016051
M49295,D016052
M35627,D016053
M27900,D016054
M06076,D016055
M29142,D016056
M30165,D016057
M42357,D016058
M00802,D016059
M30039,D016060
M06699,D016061
M14905,D016062
M45840,D016063
M31061,D016064
M13802,D016065
M49128,D016066
M22020,D016067
M39029,D016068
M21486,D016069
M44816,D016070
M28429,D016071
M31680,D016072
M17833,D016073
M02960,D016074
M24749,D016075
M00647,D016076
M08850,D016077
M33301,D016078
M24028,D016079
M14557,D016080
M04639,D016081
M20993,D016082
M30377,D016083
M46000,D016084
M46457,D016085
M11566,D016086
M14763,D016087
M01262,D016088
M38292,D016089
M02512,D016090
M21486,D016091
M05887,D016092
M09935,D016093
M12064,D016094
M05237,D016095
M44502,D016096
M12252,D016097
M41211,D016098
M35641,D016099
M16857,D016100
M11794,D016101
M04681,D016102
M29673,D016103
M05044,D016104
M07208,D016105
M39985,D016106
M12045,D016107
M44313,D016108
M37857,D016109
M48957,D016110
M29882,D016111
M07343,D016112
M16830,D016113
M30214,D016114
M33733,D016115
M23927,D016116
M28456,D016117
M22463,D016118
M38940,D016119
M23830,D016120
M20992,D016121
M14497,D016122
M07500,D016123
M34844,D016124
M36321,D016125
M06068,D016126
M23234,D016127
M28852,D016128
M37709,D016129
M41017,D016130
M47776,D016131
M09896,D016132
M21220,D016133
M29906,D016134
M10802,D016135
M09200,D016136
M41049,D016137
M40848,D016138
M24205,D016139
M48272,D016140
M31605,D016141
M07284,D016142
M34147,D016143
M37096,D016144
M32078,D016145
M19732,D016146
M09825,D016147
M30144,D016148
M46848,D016149
M35924,D016150
M19652,D016151
M05416,D016152
M39304,D016153
M28343,D016154
M36688,D016155
M33062,D016156
M37717,D016157
M20750,D016158
M34139,D016159
M20098,D016160
M24996,D016161
M03395,D016162
M17645,D016163
M15511,D016164
M15444,D016165
M01201,D016166
M23050,D016167
M26412,D016168
M24916,D016169
M44566,D016170
M43852,D016171
M34524,D016172
M07066,D016173
M29111,D016174
M17213,D016175
M45505,D016176
M11761,D016177
M09116,D016178
M23175,D016179
M29432,D016180
M04802,D016181
M15631,D016182
M47204,D016183
M02099,D016184
M22539,D016185
M23289,D016186
M26114,D016187
M40281,D016188
M18548,D016189
M31509,D016190
M19602,D016191
M09309,D016192
M26925,D016193
M44963,D016194
M28810,D016195
M01497,D016196
M07609,D016197
M02588,D016198
M00979,D016199
M36046,D016200
M20166,D016201
M26973,D016202
M12647,D016203
M03319,D016204
M15003,D016205
M07690,D016206
M39795,D016207
M42257,D016208
M22858,D016209
M29965,D016210
M26851,D016211
M27409,D016212
M22718,D016213
M28854,D016214
M00333,D016215
M20915,D016216
M14317,D016217
M00329,D016218
M24662,D016219
M26203,D016220
M47333,D016221
M11436,D016222
M35601,D016223
M27263,D016224
M46403,D016225
M39732,D016226
M43999,D016227
M21857,D016228
M21031,D016229
M44072,D016230
M47875,D016231
M34567,D016232
M15024,D016233
M08065,D016234
M29671,D016235
M12906,D016236
M19646,D016237
M05766,D016238
M49198,D016239
M09748,D016240
M29337,D016241
M44892,D016242
M49636,D016243
M32316,D016244
M35550,D016245
M43266,D016246
M00740,D016247
M09697,D016248
M26485,D016249
M14647,D016250
M21353,D016251
M22595,D016252
M15334,D016253
M32554,D016254
M26450,D016255
M03583,D016256
M15837,D016257
M29238,D016258
M20806,D016259
M17859,D016260
M35692,D016261
M15546,D016262
M06806,D016263
M31260,D016264
M28900,D016265
M26869,D016266
M19023,D016267
M24277,D016268
M42603,D016269
M48824,D016270
M38250,D016271
M20191,D016272
M12029,D016273
M00072,D016274
M42059,D016275
M00426,D016276
M18689,D016277
M25444,D016278
M40868,D016279
M11655,D016280
M24310,D016281
M19576,D016282
M42964,D016283
M42145,D016284
M49100,D016285
M36731,D016286
M37630,D016287
M43350,D016288
M49958,D016289
M48714,D016290
M05639,D016291
M32163,D016292
M11893,D016293
M38409,D016294
M42783,D016295
M10711,D016296
M05077,D016297
M35590,D016298
M38990,D016299
M09680,D016300
M41631,D016301
M39578,D016302
M25367,D016303
M03923,D016304
M42418,D016305
M41313,D016306
M44924,D016307
M37801,D016308
M06503,D016309
M42435,D016310
M32526,D016311
M47022,D016312
M34702,D016313
M22863,D016314
M37137,D016315
M28339,D016316
M34328,D016317
M35422,D016318
M22992,D016319
M23432,D016320
M12669,D016321
M07591,D016322
M45744,D016323
M02142,D016324
M32142,D016325
M19659,D016326
M48503,D016327
M45943,D016328
M22912,D016329
M33175,D016330
M37169,D016331
M49336,D016332
M45443,D016333
M42012,D016334
M05229,D016335
M00214,D016336
M18628,D016337
M22335,D016338
M10237,D016339
M01081,D016340
M02416,D016341
M19593,D016342
M35261,D016343
M32847,D016344
M25982,D016345
M32108,D016346
M02328,D016347
M10689,D016348
M04869,D016349
M21841,D016350
M21737,D016351
M36079,D016352
M09311,D016353
M48101,D016354
M27018,D016355
M38186,D016356
M35816,D016357
M12665,D016358
M45302,D016359
M36311,D016360
M21982,D016361
M17291,D016362
M25605,D016363
M21864,D016364
M09689,D016365
M25726,D016366
M24150,D016367
M14889,D016368
M15581,D016369
M15559,D016370
M04459,D016371
M34799,D016372
M22265,D016373
M17707,D016374
M22841,D016375
M29866,D016376
M07174,D016377
M25812,D016378
M12519,D016379
M14510,D016380
M41698,D016381
M49570,D016382
M37630,D016383
M38990,D016384
M39349,D016385
M21556,D016386
M13716,D016387
M14955,D016388
M19020,D016389
M45641,D016390
M32533,D016391
M07943,D016392
M38737,D016393
M35120,D016394
M49448,D016395
M38473,D016396
M48076,D016397
M06155,D016398
M39239,D016399
M18117,D016400
M48182,D016401
M48383,D016402
M35824,D016403
M17927,D016404
M10708,D016405
M18257,D016406
M31604,D016407
M39877,D016408
M29121,D016409
M49921,D016410
M29462,D016411
M46416,D016412
M33968,D016413
M27456,D016414
M43950,D016415
M23204,D016416
M26268,D016417
M00537,D016418
M44787,D016419
M36231,D016420
M46869,D016421
M36855,D016422
M10417,D016423
M26741,D016424
M32278,D016425
M39342,D016426
M01900,D016427
M23511,D016428
M24026,D016429
M26649,D016430
M10120,D016431
M33077,D016432
M28832,D016433
M31817,D016434
M30438,D016435
M19970,D016436
M40983,D016437
M36983,D016438
M27905,D016439
M03058,D016440
M33593,D016441
M26410,D016442
M01812,D016443
M06722,D016444
M25088,D016445
M24537,D016446
M18294,D016447
M02421,D016448
M44380,D016449
M13939,D016450
M20934,D016451
M12470,D016452
M21004,D016453
M05429,D016454
M24081,D016455
M18601,D016456
M22594,D016457
M34041,D016458
M08400,D016459
M17307,D016460
M48856,D016461
M34538,D016462
M19916,D016463
M43669,D016464
M42679,D016465
M24433,D016466
M37492,D016467
M46681,D016468
M38588,D016469
M10262,D016470
M42260,D016471
M37548,D016472
M20093,D016473
M42239,D016474
M05959,D016475
M32738,D016476
M34420,D016477
M34095,D016478
M45468,D016479
M32083,D016480
M03702,D016481
M25015,D016482
M13025,D016483
M37909,D016484
M01334,D016485
M14284,D016486
M15278,D016487
M00842,D016488
M00273,D016489
M06143,D016490
M14645,D016491
M10825,D016492
M44624,D016493
M23199,D016494
M20236,D016495
M12021,D016496
M41902,D016497
M45971,D016498
M07172,D016499
M03099,D016500
M19443,D016501
M29682,D016502
M26185,D016503
M23691,D016504
M01620,D016505
M37542,D016506
M09482,D016507
M47468,D016508
M09343,D016509
M07511,D016510
M31373,D016511
M23996,D016512
M17431,D016513
M17625,D016514
M37201,D016515
M20291,D016516
M10205,D016517
M18586,D016518
M00118,D016519
M32532,D016520
M16718,D016521
M07156,D016522
M09740,D016523
M02504,D016524
M06311,D016525
M18316,D016526
M48342,D016527
M01087,D016528
M07377,D016529
M29269,D016530
M26110,D016531
M31463,D016532
M16105,D016533
M10597,D016534
M09862,D016535
M08110,D016536
M28283,D016537
M08517,D016538
M47905,D016539
M40263,D016540
M15666,D016541
M20786,D016542
M18180,D016543
M10042,D016544
M41636,D016545
M05032,D016546
M00880,D016547
M48085,D016548
M09346,D016549
M18098,D016550
M39352,D016551
M36364,D016552
M16570,D016553
M08965,D016554
M25225,D016555
M19286,D016556
M44871,D016557
M48161,D016558
M27372,D016559
M44290,D016560
M49882,D016561
M46676,D016562
M04354,D016563
M41165,D016564
M46335,D016565
M22874,D016566
M00059,D016567
M40359,D016568
M08415,D016569
M37562,D016570
M18507,D016571
M00164,D016572
M21778,D016573
M28073,D016574
M00493,D016575
M05106,D016576
M33458,D016577
M49131,D016578
M43879,D016579
M31189,D016580
M31656,D016581
M07210,D016582
M03861,D016583
M22260,D016584
M25106,D016585
M46714,D016586
M31917,D016587
M00991,D016588
M47575,D016589
M28401,D016590
M00176,D016591
M39198,D016592
M30699,D016593
M15110,D016594
M13710,D016595
M37605,D016596
M34087,D016597
M03210,D016598
M41417,D016599
M10248,D016600
M21283,D016601
M15874,D016602
M26956,D016603
M49803,D016604
M24728,D016605
M04034,D016606
M03302,D016607
M42625,D016608
M41490,D016609
M33350,D016610
M37180,D016611
M35528,D016612
M29126,D016613
M47302,D016614
M25186,D016615
M49690,D016616
M09002,D016617
M43982,D016618
M45968,D016619
M03198,D016620
M10205,D016621
M22247,D016622
M48907,D016623
M28200,D016624
M33828,D016625
M24871,D016626
M22827,D016627
M18659,D016628
M19341,D016629
M32917,D016630
M11118,D016631
M41460,D016632
M09350,D016633
M12618,D016634
M37763,D016635
M15711,D016636
M26682,D016637
M42768,D016638
M31544,D016639
M02178,D016640
M26113,D016641
M35418,D016642
M48078,D016643
M12972,D016644
M47157,D016645
M05030,D016646
M06978,D016647
M45741,D016648
M27064,D016649
M24015,D016650
M10790,D016651
M19530,D016652
M17000,D016653
M29049,D016654
M22914,D016655
M26575,D016656
M34784,D016657
M05693,D016658
M33793,D016659
M41622,D016660
M00622,D016661
M23435,D016662
M22890,D016663
M36464,D016664
M42750,D016665
M49427,D016666
M34497,D016667
M06337,D016668
M42805,D016669
M35784,D016670
M16750,D016671
M26298,D016672
M02286,D016673
M24020,D016674
M14977,D016675
M42486,D016676
M17614,D016677
M29786,D016678
M02254,D016679
M39756,D016680
M49188,D016681
M35075,D016682
M25861,D016683
M11289,D016684
M33575,D016685
M00730,D016686
M02639,D016687
M03037,D016688
M16210,D016689
M29878,D016690
M43243,D016691
M18702,D016692
M13418,D016693
M02055,D016694
M05446,D016695
M41944,D016696
M48539,D016697
M41559,D016698
M35437,D016699
M34974,D016700
M22378,D016701
M31645,D016702
M32597,D016703
M12046,D016704
M22591,D016705
M25157,D016706
M13735,D016707
M34116,D016708
M27508,D016709
M04831,D016710
M24690,D016711
M10396,D016712
M13958,D016713
M07972,D016714
M30639,D016715
M45031,D016716
M41415,D016717
M09899,D016718
M16342,D016719
M17005,D016720
M34899,D016721
M26214,D016722
M33268,D016723
M28461,D016724
M00443,D016725
M05714,D016726
M43482,D016727
M45506,D016728
M29423,D016729
M39073,D016730
M15530,D016731
M45474,D016732
M00091,D016733
M03146,D016734
M22123,D016735
M21863,D016736
M00903,D016737
M05052,D016738
M05414,D016739
M44274,D016740
M39336,D016741
M07542,D016742
M08249,D016743
M48674,D016744
M12786,D016745
M31292,D016746
M41183,D016747
M23739,D016748
M49321,D016749
M03860,D016750
M02722,D016751
M17804,D016752
M14114,D016753
M41989,D016754
M17463,D016755
M30133,D016756
M25520,D016757
M11072,D016758
M23030,D016759
M33306,D016760
M03386,D016761
M32917,D016762
M39357,D016763
M19865,D016764
M29866,D016765
M20147,D016766
M36363,D016767
M34065,D016768
M16333,D016769
M48590,D016770
M07494,D016771
M43440,D016772
M42443,D016773
M32848,D016774
M14458,D016775
M00550,D016776
M23334,D016777
M18337,D016778
M35051,D016779
M25136,D016780
M00609,D016781
M05520,D016782
M16355,D016783
M40334,D016784
M04772,D016785
M13444,D016786
M17744,D016787
M04720,D016788
M01164,D016789
M22104,D016790
M01799,D016791
M44319,D016792
M07293,D016793
M20468,D016794
M00149,D016795
M10577,D016796
M34035,D016797
M41487,D016798
M39943,D016799
M04525,D016800
M36906,D016801
M25263,D016802
M16665,D016803
M45420,D016804
M25445,D016805
M31296,D016806
M06551,D016807
M10320,D016808
M45212,D016809
M04983,D016810
M26282,D016811
M35247,D016812
M10998,D016813
M39557,D016814
M47651,D016815
M26184,D016816
M02247,D016817
M35005,D016818
M12739,D016819
M06928,D016820
M47545,D016821
M39340,D016822
M46317,D016823
M39393,D016824
M14848,D016825
M21754,D016826
M42635,D016827
M12111,D016828
M24493,D016829
M35140,D016830
M03944,D016831
M01615,D016832
M23542,D016833
M43853,D016834
M06443,D016835
M28254,D016836
M26323,D016837
M22549,D016838
M07472,D016839
M16946,D016840
M31729,D016841
M22749,D016842
M07091,D016843
M17417,D016844
M01681,D016845
M49156,D016846
M47219,D016847
M14889,D016848
M25272,D016849
M04971,D016850
M24658,D016851
M18058,D016852
M39487,D016853
M44928,D016854
M16630,D016855
M28576,D016856
M12386,D016857
M43240,D016858
M19129,D016859
M15450,D016860
M01933,D016861
M33511,D016862
M09471,D016863
M48631,D016864
M46680,D016865
M34002,D016866
M41748,D016867
M29846,D016868
M16883,D016869
M48212,D016870
M27649,D016871
M36249,D016872
M42202,D016873
M07032,D016874
M18799,D016875
M24842,D016876
M36179,D016877
M33566,D016878
M23675,D016879
M25619,D016880
M14522,D016881
M31100,D016882
M45195,D016883
M01964,D016884
M23164,D016885
M00037,D016886
M31661,D016887
M49702,D016888
M18870,D016889
M22135,D016890
M37378,D016891
M33423,D016892
M00179,D016893
M21906,D016894
M46780,D016895
M04315,D016896
M48752,D016897
M24837,D016898
M28235,D016899
M33909,D016900
M25615,D016901
M15171,D016902
M29551,D016903
M15516,D016904
M43258,D016905
M05585,D016906
M37447,D016907
M45043,D016908
M22000,D016909
M10494,D016910
M46086,D016911
M01101,D016912
M49014,D016913
M01467,D016914
M04896,D016915
M11112,D016916
M37166,D016917
M38498,D016918
M24920,D016919
M48228,D016920
M03254,D016921
M14706,D016922
M42093,D016923
M45089,D016924
M39932,D016925
M27939,D016926
M49836,D016927
M01645,D016928
M18351,D016929
M29662,D016930
M29531,D016931
M38843,D016932
M36467,D016933
M41443,D016934
M01565,D016935
M38823,D016936
M06117,D016937
M09551,D016938
M21821,D016939
M04821,D016940
M44387,D016941
M18274,D016942
M34335,D016943
M13586,D016944
M22546,D016945
M16201,D016946
M39575,D016947
M18418,D016948
M03425,D016949
M35841,D016950
M01980,D016951
M41960,D016952
M06098,D016953
M06962,D016954
M21110,D016955
M31974,D016956
M33478,D016957
M01404,D016958
M07579,D016959
M09497,D016960
M34257,D016961
M37107,D016962
M13448,D016963
M26051,D016964
M34097,D016965
M05001,D016966
M19838,D016967
M34761,D016968
M12373,D016969
M48119,D016970
M33337,D016971
M43873,D016972
M28604,D016973
M29702,D016974
M23710,D016975
M25441,D016976
M45321,D016977
M15244,D016978
M39380,D016979
M17156,D016980
M20112,D016981
M11137,D016982
M30914,D016983
M28152,D016984
M23664,D016985
M38778,D016986
M47742,D016987
M23872,D016988
M34972,D016989
M29856,D016990
M48573,D016991
M11631,D016992
M40568,D016993
M35348,D016994
M01638,D016995
M08824,D016996
M29224,D016997
M11566,D016998
M19902,D016999
M01536,D017000
M44560,D017001
M48561,D017002
M42327,D017003
M37305,D017004
M10038,D017005
M27444,D017006
M27634,D017007
M03221,D017008
M19112,D017009
M07653,D017010
M35575,D017011
M26643,D017012
M12209,D017013
M05275,D017014
M11471,D017015
M13991,D017016
M14449,D017017
M21336,D017018
M28855,D017019
M41963,D017020
M33545,D017021
M28941,D017022
M24888,D017023
M33893,D017024
M24438,D017025
M28558,D017026
M43112,D017027
M18189,D017028
M39980,D017029
M37334,D017030
M27675,D017031
M23960,D017032
M42957,D017033
M40855,D017034
M47024,D017035
M10242,D017036
M37152,D017037
M46019,D017038
M02373,D017039
M14513,D017040
M12403,D017041
M38722,D017042
M06236,D017043
M22073,D017044
M17729,D017045
M47719,D017046
M15516,D017047
M29406,D017048
M49679,D017049
M16489,D017050
M10640,D017051
M45319,D017052
M49274,D017053
M11182,D017054
M21389,D017055
M17874,D017056
M33233,D017057
M25845,D017058
M19597,D017059
M25605,D017060
M28114,D017061
M47717,D017062
M17581,D017063
M13674,D017064
M02022,D017065
M16052,D017066
M48636,D017067
M01620,D017068
M06385,D017069
M30276,D017070
M34477,D017071
M29225,D017072
M15773,D017073
M36894,D017074
M03765,D017075
M47209,D017076
M25286,D017077
M47642,D017078
M14946,D017079
M34952,D017080
M25485,D017081
M49873,D017082
M24954,D017083
M05954,D017084
M48025,D017085
M42839,D017086
M04613,D017087
M03834,D017088
M24506,D017089
M35239,D017090
M45371,D017091
M12745,D017092
M10992,D017093
M16250,D017094
M01185,D017095
M18935,D017096
M22761,D017097
M36661,D017098
M37546,D017099
M05952,D017100
M17029,D017101
M39323,D017102
M27409,D017103
M18119,D017104
M16623,D017105
M10377,D017106
M23632,D017107
M01661,D017108
M42066,D017109
M45879,D017110
M40962,D017111
M44655,D017112
M31292,D017113
M26043,D017114
M34084,D017115
M08907,D017116
M34335,D017117
M29971,D017118
M16120,D017119
M02477,D017120
M02512,D017121
M20384,D017122
M04046,D017123
M37798,D017124
M46660,D017125
M05485,D017126
M12760,D017127
M37789,D017128
M45251,D017129
M35810,D017130
M18339,D017131
M32718,D017132
M37064,D017133
M23309,D017134
M49025,D017135
M26533,D017136
M10996,D017137
M48360,D017138
M43872,D017139
M41366,D017140
M41205,D017141
M49501,D017142
M16830,D017143
M05449,D017144
M18252,D017145
M20954,D017146
M32042,D017147
M25156,D017148
M28168,D017149
M39696,D017150
M10688,D017151
M09894,D017152
M28251,D017153
M32840,D017154
M08928,D017155
M04055,D017156
M49431,D017157
M46628,D017158
M22658,D017159
M00694,D017160
M40683,D017161
M38299,D017162
M01948,D017163
M24161,D017164
M11890,D017165
M13527,D017166
M23141,D017167
M48038,D017168
M01793,D017169
M37937,D017170
M18285,D017171
M08723,D017172
M44303,D017173
M29011,D017174
M36911,D017175
M47901,D017176
M32191,D017177
M12206,D017178
M04858,D017179
M25851,D017180
M45489,D017181
M47537,D017182
M31731,D017183
M37434,D017184
M26561,D017185
M17292,D017186
M32609,D017187
M37111,D017188
M46026,D017189
M06171,D017190
M22679,D017191
M06255,D017192
M32859,D017193
M37856,D017194
M43515,D017195
M38742,D017196
M38621,D017197
M12930,D017198
M18759,D017199
M34782,D017200
M22757,D017201
M12547,D017202
M20888,D017203
M16656,D017204
M36189,D017205
M47241,D017206
M47101,D017207
M32911,D017208
M11896,D017209
M11116,D017210
M22491,D017211
M03163,D017212
M22377,D017213
M33342,D017214
M15489,D017215
M02705,D017216
M41103,D017217
M29572,D017218
M41479,D017219
M33141,D017220
M03514,D017221
M35559,D017222
M33831,D017223
M01656,D017224
M41832,D017225
M03407,D017226
M43149,D017227
M13374,D017228
M01487,D017229
M25453,D017230
M38722,D017231
M45686,D017232
M32697,D017233
M29913,D017234
M26011,D017235
M04789,D017236
M49470,D017237
M21906,D017238
M07820,D017239
M25948,D017240
M39766,D017241
M27289,D017242
M20736,D017243
M42236,D017244
M19410,D017245
M00227,D017246
M38613,D017247
M35691,D017248
M04876,D017249
M45479,D017250
M26940,D017251
M47628,D017252
M43026,D017253
M35375,D017254
M13432,D017255
M09284,D017256
M32582,D017257
M43590,D017258
M05123,D017259
M44771,D017260
M30074,D017261
M47465,D017262
M35567,D017263
M22837,D017264
M23544,D017265
M23011,D017266
M08091,D017267
M14808,D017268
M21132,D017269
M05201,D017270
M30203,D017271
M12233,D017272
M29180,D017273
M21524,D017274
M08471,D017275
M09314,D017276
M17789,D017277
M22801,D017278
M27691,D017279
M29021,D017280
M05525,D017281
M05478,D017282
M49676,D017283
M45915,D017284
M43401,D017285
M03886,D017286
M21071,D017287
M42499,D017288
M12347,D017289
M13434,D017290
M45117,D017291
M13976,D017292
M44549,D017293
M11189,D017294
M18122,D017295
M31404,D017296
M49475,D017297
M31073,D017298
M14741,D017299
M27818,D017300
M33863,D017301
M27365,D017302
M27218,D017303
M24228,D017304
M40419,D017305
M33132,D017306
M46694,D017307
M46706,D017308
M44907,D017309
M08442,D017310
M22384,D017311
M10776,D017312
M08210,D017313
M46691,D017314
M07429,D017315
M18381,D017316
M06733,D017317
M41661,D017318
M37666,D017319
M15034,D017320
M04186,D017321
M16450,D017322
M25539,D017323
M29829,D017324
M42614,D017325
M26701,D017326
M26684,D017327
M02415,D017328
M39375,D017329
M46771,D017330
M47113,D017331
M33883,D017332
M27299,D017333
M39578,D017334
M13532,D017335
M02138,D017336
M13255,D017337
M05435,D017338
M01063,D017339
M35741,D017340
M32820,D017341
M02864,D017342
M35394,D017343
M28812,D017344
M01886,D017345
M09448,D017346
M11813,D017347
M03149,D017348
M31162,D017349
M05593,D017350
M45895,D017351
M38360,D017352
M24126,D017353
M48728,D017354
M24489,D017355
M09465,D017356
M16754,D017357
M04115,D017358
M47644,D017359
M26704,D017360
M20503,D017361
M45647,D017362
M15721,D017363
M00364,D017364
M27119,D017365
M13818,D017366
M14239,D017367
M34636,D017368
M49500,D017369
M49391,D017370
M19382,D017371
M13666,D017372
M39964,D017373
M46713,D017374
M05167,D017375
M39473,D017376
M05630,D017377
M04107,D017378
M02298,D017379
M32630,D017380
M19575,D017381
M03270,D017382
M02659,D017383
M00199,D017384
M03519,D017385
M32698,D017386
M48549,D017387
M40440,D017388
M19301,D017389
M23989,D017390
M04116,D017391
M42060,D017392
M40221,D017393
M43555,D017394
M41411,D017395
M26278,D017396
M04349,D017397
M08941,D017398
M26777,D017399
M43628,D017400
M40759,D017401
M46205,D017402
M24187,D017403
M31508,D017404
M22984,D017405
M12272,D017406
M13908,D017407
M39121,D017408
M44733,D017409
M43061,D017410
M18976,D017411
M16008,D017412
M45920,D017413
M29814,D017414
M39584,D017415
M44346,D017416
M06809,D017417
M21798,D017418
M16478,D017419
M20729,D017420
M11266,D017421
M08269,D017422
M47588,D017423
M00019,D017424
M19803,D017425
M49107,D017426
M49175,D017427
M19968,D017428
M49739,D017429
M04995,D017430
M41008,D017431
M34852,D017432
M28199,D017433
M37823,D017434
M10047,D017435
M17163,D017436
M10480,D017437
M24892,D017438
M48539,D017439
M42903,D017440
M38284,D017441
M13107,D017442
M44485,D017443
M08547,D017444
M36816,D017445
M09085,D017446
M38300,D017447
M29661,D017448
M34191,D017449
M04745,D017450
M10015,D017451
M19883,D017452
M00599,D017453
M09451,D017454
M30365,D017455
M38983,D017456
M37249,D017457
M06345,D017458
