merchant_id,application_id
M08137,A038541
M08138,A021776
M08139,A035962
M08140,A024806
M08141,A025879
M08142,A011859
M08143,A031247
M08144,A025884
M08145,A037111
M08146,A027880
M08147,A020646
M08148,A038605
M08149,A044776
M08150,A027388
M08151,A024542
M08152,A028950
M08153,A042688
M08154,A030320
M08155,A033445
M08156,A020491
M08157,A002661
M08158,A040165
M08159,A008610
M08160,A043994
M08161,A010619
M08162,A004114
M08163,A027524
M08164,A029238
M08165,A007544
M08166,A032857
M08167,A036279
M08168,A021382
M08169,A008661
M08170,A001355
M08171,A027866
M08172,A013914
M08173,A025876
M08174,A017441
M08175,A018554
M08176,A039247
M08177,A021091
M08178,A015537
M08179,A045391
M08180,A015414
M08181,A003060
M08182,A012482
M08183,A046464
M08184,A011959
M08185,A017130
M08186,A028879
M08187,A010696
M08188,A033193
M08189,A023136
M08190,A021068
M08191,A049790
M08192,A019201
M08193,A018628
M08194,A011574
M08195,A034067
M08196,A013322
M08197,A005545
M08198,A045980
M08199,A044982
M08200,A002599
M08201,A018177
M08202,A038661
M08203,A021234
M08204,A045211
M08205,A013760
M08206,A047050
M08207,A044503
M08208,A018725
M08209,A007544
M08210,A041417
M08211,A013036
M08212,A037341
M08213,A006302
M08214,A043918
M08215,A003947
M08216,A024032
M08217,A036171
M08218,A001114
M08219,A026078
M08220,A042221
M08221,A015210
M08222,A031321
M08223,A000982
M08224,A009440
M08225,A027098
M08226,A000745
M08227,A008771
M08228,A040976
M08229,A034642
M08230,A034279
M08231,A004028
M08232,A004746
M08233,A045845
M08234,A035319
M08235,A026807
M08236,A017016
M08237,A032459
M08238,A028200
M08239,A047838
M08240,A035963
M08241,A036713
M08242,A043037
M08243,A004622
M08244,A022299
M08245,A011445
M08246,A048472
M08247,A037623
M08248,A049599
M08249,A007949
M08250,A031897
M08251,A047287
M08252,A028997
M08253,A041550
M08254,A004633
M08255,A029036
M08256,A046103
M08257,A043267
M08258,A030559
M08259,A039514
M08260,A040153
M08261,A003424
M08262,A020966
M08263,A026921
M08264,A045205
M08265,A043820
M08266,A021861
M08267,A029454
M08268,A045010
M08269,A012930
M08270,A025622
M08271,A005437
M08272,A015829
M08273,A049390
M08274,A033797
M08275,A034740
M08276,A009318
M08277,A027119
M08278,A043580
M08279,A022921
M08280,A033084
M08281,A016214
M08282,A019245
M08283,A001647
M08284,A031609
M08285,A003489
M08286,A047170
M08287,A016325
M08288,A006773
M08289,A036095
M08290,A019270
M08291,A043117
M08292,A003248
M08293,A007906
M08294,A006231
M08295,A015369
M08296,A016289
M08297,A048781
M08298,A046233
M08299,A046337
M08300,A039356
M08301,A006241
M08302,A034155
M08303,A041489
M08304,A036617
M08305,A041997
M08306,A037877
M08307,A027173
M08308,A010933
M08309,A036160
M08310,A032566
M08311,A040013
M08312,A047489
M08313,A025338
M08314,A045739
M08315,A024312
M08316,A004602
M08317,A017182
M08318,A040769
M08319,A048877
M08320,A018470
M08321,A039745
M08322,A048260
M08323,A042374
M08324,A022592
M08325,A011912
M08326,A033543
M08327,A003637
M08328,A021387
M08329,A014261
M08330,A037051
M08331,A048395
M08332,A004202
M08333,A039717
M08334,A013109
M08335,A030762
M08336,A020746
M08337,A049378
M08338,A046464
M08339,A019323
M08340,A025904
M08341,A001121
M08342,A037971
M08343,A028935
M08344,A001111
M08345,A024044
M08346,A016849
M08347,A011014
M08348,A032728
M08349,A009029
M08350,A044670
M08351,A048080
M08352,A029673
M08353,A020496
M08354,A042423
M08355,A035767
M08356,A008059
M08357,A021014
M08358,A010663
M08359,A035723
M08360,A014777
M08361,A024142
M08362,A035627
M08363,A016347
M08364,A025095
M08365,A011515
M08366,A022526
M08367,A043581
M08368,A012982
M08369,A037261
M08370,A013115
M08371,A007796
M08372,A040357
M08373,A005689
M08374,A009615
M08375,A012019
M08376,A019057
M08377,A019343
M08378,A025811
M08379,A020794
M08380,A020169
M08381,A006495
M08382,A012379
M08383,A039213
M08384,A011963
M08385,A010991
M08386,A022735
M08387,A045336
M08388,A001795
M08389,A044398
M08390,A018490
M08391,A029290
M08392,A025046
M08393,A042810
M08394,A047675
M08395,A017667
M08396,A049390
M08397,A041901
M08398,A040791
M08399,A024763
M08400,A003749
M08401,A038449
M08402,A012130
M08403,A030570
M08404,A046502
M08405,A009546
M08406,A005298
M08407,A016811
M08408,A049873
M08409,A037251
M08410,A022467
M08411,A033470
M08412,A026779
M08413,A031399
M08414,A026049
M08415,A001938
M08416,A029319
M08417,A019212
M08418,A017085
M08419,A017630
M08420,A039936
M08421,A014072
M08422,A005750
M08423,A042031
M08424,A023883
M08425,A005749
M08426,A007673
M08427,A040115
M08428,A045621
M08429,A034675
M08430,A035279
M08431,A024674
M08432,A018413
M08433,A040830
M08434,A043894
M08435,A020687
M08436,A012764
M08437,A038000
M08438,A015161
M08439,A049248
M08440,A003713
M08441,A019158
M08442,A028900
M08443,A000999
M08444,A003797
M08445,A037416
M08446,A030353
M08447,A040070
M08448,A008795
M08449,A011654
M08450,A040062
M08451,A024708
M08452,A040915
M08453,A038270
M08454,A011039
M08455,A043567
M08456,A008043
M08457,A002828
M08458,A010037
M08459,A014315
M08460,A012703
M08461,A021230
M08462,A015401
M08463,A037150
M08464,A005647
M08465,A011071
M08466,A025677
M08467,A016389
M08468,A002141
M08469,A045517
M08470,A035749
M08471,A022012
M08472,A031855
M08473,A042943
M08474,A019048
M08475,A047482
M08476,A010059
M08477,A024834
M08478,A005548
M08479,A009975
M08480,A005224
M08481,A031313
M08482,A033272
M08483,A011725
M08484,A039888
M08485,A009827
M08486,A007178
M08487,A031297
M08488,A002404
M08489,A039097
M08490,A010881
M08491,A018284
M08492,A033291
M08493,A024710
M08494,A018682
M08495,A035256
M08496,A009687
M08497,A013127
M08498,A011973
M08499,A039462
M08500,A015025
M08501,A017575
M08502,A033074
M08503,A049911
M08504,A027670
M08505,A002111
M08506,A033918
M08507,A024552
M08508,A000905
M08509,A011883
M08510,A007104
M08511,A033927
M08512,A011787
M08513,A037821
M08514,A033857
M08515,A026740
M08516,A022380
M08517,A017623
M08518,A019396
M08519,A017082
M08520,A021309
M08521,A044789
M08522,A017770
M08523,A017839
M08524,A010548
M08525,A022464
M08526,A029176
M08527,A037297
M08528,A023635
M08529,A016237
M08530,A041621
M08531,A035067
M08532,A012911
M08533,A000525
M08534,A009645
M08535,A047321
M08536,A003011
M08537,A014737
M08538,A019676
M08539,A016307
M08540,A014787
M08541,A011641
M08542,A004722
M08543,A003371
M08544,A029299
M08545,A049300
M08546,A014427
M08547,A001815
M08548,A004491
M08549,A041462
M08550,A017533
M08551,A001262
M08552,A015454
M08553,A008103
M08554,A045265
M08555,A020738
M08556,A030892
M08557,A007436
M08558,A049922
M08559,A020101
M08560,A045901
M08561,A049695
M08562,A040902
M08563,A033118
M08564,A038390
M08565,A016775
M08566,A047853
M08567,A027519
M08568,A021952
M08569,A004446
M08570,A011369
M08571,A033665
M08572,A024237
M08573,A032401
M08574,A030240
M08575,A027397
M08576,A011119
M08577,A039466
M08578,A028764
M08579,A008083
M08580,A000559
M08581,A003159
M08582,A034450
M08583,A010861
M08584,A025040
M08585,A029823
M08586,A012123
M08587,A037095
M08588,A020249
M08589,A009854
M08590,A014979
M08591,A002849
M08592,A029836
M08593,A016148
M08594,A032341
M08595,A034997
M08596,A007126
M08597,A029625
M08598,A031128
M08599,A001586
M08600,A000166
M08601,A021220
M08602,A008956
M08603,A016510
M08604,A018756
M08605,A033214
M08606,A015278
M08607,A002165
M08608,A029617
M08609,A011883
M08610,A013852
M08611,A037347
M08612,A042161
M08613,A016129
M08614,A035095
M08615,A035949
M08616,A043370
M08617,A042587
M08618,A039558
M08619,A011558
M08620,A009346
M08621,A012418
M08622,A013772
M08623,A024421
M08624,A037952
M08625,A028660
M08626,A040039
M08627,A017157
M08628,A047240
M08629,A022421
M08630,A039946
M08631,A042976
M08632,A000643
M08633,A034321
M08634,A042321
M08635,A013626
M08636,A046251
M08637,A023138
M08638,A015025
M08639,A006540
M08640,A005680
M08641,A047240
M08642,A016882
M08643,A008028
M08644,A023350
M08645,A013719
M08646,A045859
M08647,A026043
M08648,A008375
M08649,A011669
M08650,A039617
M08651,A020115
M08652,A026336
M08653,A014901
M08654,A021225
M08655,A035737
M08656,A008735
M08657,A000314
M08658,A017059
M08659,A008688
M08660,A033896
M08661,A009321
M08662,A027295
M08663,A000644
M08664,A043732
M08665,A005816
M08666,A025707
M08667,A027629
M08668,A010474
M08669,A015100
M08670,A026719
M08671,A007611
M08672,A010516
M08673,A037730
M08674,A005697
M08675,A035319
M08676,A013652
M08677,A016142
M08678,A048700
M08679,A002087
M08680,A046573
M08681,A045388
M08682,A004485
M08683,A000461
M08684,A006997
M08685,A016500
M08686,A045767
M08687,A005147
M08688,A044579
M08689,A025115
M08690,A033241
M08691,A016967
M08692,A045790
M08693,A041134
M08694,A048480
M08695,A001105
M08696,A003627
M08697,A049083
M08698,A027198
M08699,A020103
M08700,A001333
M08701,A010135
M08702,A007937
M08703,A043664
M08704,A004531
M08705,A018389
M08706,A028072
M08707,A014952
M08708,A035714
M08709,A048183
M08710,A036725
M08711,A020128
M08712,A040725
M08713,A009829
M08714,A031414
M08715,A035369
M08716,A019864
M08717,A002608
M08718,A010169
M08719,A004910
M08720,A017443
M08721,A005662
M08722,A028861
M08723,A045001
M08724,A008035
M08725,A029861
M08726,A009750
M08727,A004459
M08728,A022838
M08729,A026756
M08730,A007728
M08731,A030442
M08732,A033363
M08733,A010050
M08734,A039417
M08735,A035456
M08736,A005172
M08737,A019032
M08738,A006658
M08739,A043357
M08740,A020716
M08741,A027224
M08742,A011101
M08743,A029853
M08744,A016636
M08745,A010204
M08746,A008299
M08747,A010690
M08748,A012170
M08749,A042389
M08750,A036472
M08751,A030132
M08752,A012146
M08753,A021748
M08754,A047722
M08755,A028997
M08756,A017208
M08757,A020283
M08758,A020948
M08759,A028680
M08760,A006417
M08761,A013135
M08762,A010756
M08763,A026029
M08764,A011974
M08765,A012305
M08766,A025262
M08767,A010920
M08768,A027756
M08769,A026803
M08770,A047827
M08771,A014329
M08772,A041537
M08773,A036599
M08774,A015937
M08775,A002350
M08776,A037434
M08777,A039960
M08778,A013437
M08779,A025297
M08780,A006041
M08781,A040578
M08782,A033316
M08783,A002846
M08784,A027800
M08785,A040925
M08786,A036716
M08787,A013213
M08788,A046184
M08789,A027111
M08790,A008735
M08791,A006333
M08792,A005961
M08793,A022060
M08794,A037971
M08795,A004911
M08796,A035064
M08797,A046776
M08798,A012732
M08799,A003320
M08800,A049349
M08801,A041303
M08802,A026006
M08803,A048747
M08804,A037634
M08805,A023352
M08806,A040949
M08807,A021454
M08808,A033493
M08809,A008337
M08810,A042829
M08811,A043001
M08812,A044545
M08813,A040147
M08814,A037262
M08815,A019159
M08816,A009305
M08817,A030877
M08818,A049749
M08819,A023547
M08820,A005101
M08821,A003075
M08822,A029806
M08823,A011160
M08824,A017677
M08825,A049591
M08826,A014062
M08827,A001053
M08828,A049634
M08829,A043995
M08830,A032963
M08831,A020772
M08832,A029185
M08833,A023216
M08834,A028375
M08835,A014576
M08836,A008742
M08837,A032433
M08838,A047631
M08839,A025964
M08840,A025408
M08841,A027564
M08842,A010730
M08843,A040023
M08844,A045544
M08845,A001967
M08846,A009858
M08847,A022089
M08848,A045553
M08849,A025075
M08850,A011118
M08851,A025209
M08852,A002013
M08853,A035018
M08854,A018434
M08855,A044399
M08856,A004180
M08857,A007138
M08858,A049929
M08859,A038659
M08860,A013543
M08861,A000251
M08862,A047441
M08863,A026797
M08864,A049269
M08865,A009716
M08866,A009936
M08867,A040613
M08868,A032297
M08869,A045326
M08870,A000661
M08871,A009696
M08872,A024289
M08873,A047936
M08874,A002647
M08875,A036484
M08876,A005088
M08877,A041792
M08878,A010533
M08879,A047767
M08880,A008483
M08881,A034575
M08882,A039329
M08883,A018077
M08884,A018819
M08885,A018960
M08886,A008857
M08887,A024818
M08888,A020924
M08889,A012387
M08890,A044858
M08891,A023382
M08892,A037068
M08893,A044127
M08894,A004501
M08895,A002415
M08896,A046199
M08897,A024935
M08898,A027732
M08899,A037551
M08900,A003580
M08901,A010662
M08902,A033603
M08903,A030429
M08904,A043236
M08905,A027279
M08906,A038094
M08907,A039580
M08908,A037948
M08909,A009423
M08910,A001803
M08911,A008437
M08912,A028010
M08913,A026122
M08914,A008174
M08915,A011852
M08916,A002257
M08917,A033417
M08918,A027883
M08919,A001277
M08920,A001801
M08921,A048966
M08922,A026909
M08923,A030510
M08924,A004190
M08925,A021590
M08926,A019569
M08927,A048403
M08928,A001187
M08929,A047622
M08930,A018624
M08931,A025673
M08932,A002936
M08933,A012275
M08934,A000203
M08935,A011939
M08936,A037659
M08937,A049074
M08938,A039015
M08939,A043295
M08940,A022178
M08941,A001629
M08942,A025412
M08943,A009723
M08944,A031286
M08945,A041176
M08946,A000930
M08947,A020628
M08948,A023396
M08949,A034392
M08950,A014820
M08951,A015155
M08952,A038451
M08953,A007720
M08954,A027556
M08955,A027275
M08956,A034734
M08957,A025079
M08958,A025463
M08959,A006402
M08960,A020473
M08961,A005345
M08962,A045081
M08963,A037473
M08964,A044750
M08965,A036433
M08966,A023950
M08967,A003908
M08968,A028131
M08969,A036449
M08970,A020118
M08971,A024849
M08972,A041505
M08973,A018362
M08974,A015440
M08975,A026493
M08976,A043374
M08977,A030160
M08978,A029469
M08979,A035181
M08980,A049467
M08981,A043510
M08982,A043635
M08983,A006203
M08984,A020812
M08985,A037926
M08986,A027089
M08987,A038552
M08988,A031196
M08989,A046991
M08990,A022869
M08991,A015562
M08992,A001793
M08993,A029965
M08994,A031314
M08995,A029903
M08996,A044741
M08997,A049634
M08998,A021712
M08999,A020834
M09000,A024125
M09001,A026970
M09002,A004845
M09003,A015292
M09004,A045161
M09005,A005262
M09006,A042786
M09007,A018451
M09008,A026200
M09009,A007386
M09010,A037237
M09011,A007421
M09012,A040714
M09013,A035903
M09014,A017142
M09015,A046029
M09016,A001698
M09017,A031325
M09018,A003252
M09019,A031154
M09020,A036836
M09021,A006485
M09022,A043825
M09023,A017742
M09024,A026079
M09025,A029470
M09026,A000024
M09027,A032390
M09028,A044577
M09029,A034010
M09030,A003565
M09031,A042073
M09032,A015815
M09033,A027701
M09034,A034587
M09035,A004440
M09036,A025539
M09037,A043418
M09038,A018502
M09039,A049337
M09040,A028304
M09041,A027644
M09042,A024421
M09043,A026788
M09044,A047604
M09045,A044995
M09046,A012389
M09047,A013510
M09048,A002736
M09049,A020272
M09050,A010309
M09051,A036800
M09052,A007152
M09053,A032482
M09054,A022367
M09055,A016277
M09056,A011727
M09057,A011580
M09058,A027698
M09059,A029858
M09060,A017920
M09061,A008894
M09062,A043749
M09063,A009948
M09064,A047598
M09065,A039651
M09066,A006120
M09067,A014657
M09068,A036841
M09069,A001909
M09070,A039093
M09071,A009477
M09072,A019426
M09073,A016212
M09074,A020911
M09075,A016559
M09076,A005428
M09077,A049705
M09078,A013041
M09079,A004270
M09080,A049226
M09081,A049322
M09082,A021454
M09083,A027499
M09084,A029924
M09085,A003398
M09086,A042253
M09087,A007054
M09088,A049734
M09089,A009905
M09090,A033375
M09091,A012454
M09092,A014060
M09093,A026657
M09094,A021627
M09095,A013940
M09096,A039702
M09097,A043448
M09098,A017590
M09099,A007159
M09100,A015053
M09101,A017003
M09102,A014029
M09103,A023754
M09104,A028106
M09105,A018564
M09106,A006034
M09107,A046294
M09108,A015331
M09109,A008442
M09110,A044926
M09111,A045290
M09112,A045026
M09113,A034379
M09114,A049806
M09115,A022531
M09116,A009916
M09117,A008686
M09118,A018943
M09119,A005096
M09120,A018625
M09121,A019077
M09122,A031129
M09123,A042124
M09124,A008723
M09125,A039098
M09126,A049393
M09127,A011583
M09128,A042668
M09129,A000759
M09130,A034565
M09131,A037980
M09132,A045433
M09133,A020605
M09134,A045681
M09135,A045538
M09136,A024356
M09137,A035197
M09138,A008383
M09139,A001324
M09140,A022188
M09141,A003958
M09142,A049844
M09143,A049953
M09144,A003007
M09145,A037762
M09146,A042579
M09147,A014769
M09148,A032987
M09149,A031591
M09150,A032743
M09151,A048563
M09152,A048789
M09153,A034309
M09154,A010960
M09155,A022253
M09156,A022620
M09157,A045641
M09158,A048962
M09159,A013387
M09160,A000396
M09161,A035027
M09162,A021017
M09163,A040296
M09164,A044616
M09165,A004402
M09166,A037690
M09167,A035833
M09168,A012230
M09169,A004020
M09170,A000768
M09171,A040655
M09172,A044045
M09173,A035655
M09174,A020089
M09175,A034028
M09176,A023483
M09177,A045368
M09178,A037989
M09179,A010675
M09180,A012847
M09181,A016233
M09182,A003139
M09183,A044334
M09184,A019173
M09185,A033417
M09186,A007358
M09187,A021265
M09188,A017942
M09189,A011409
M09190,A021782
M09191,A044704
M09192,A041590
M09193,A001212
M09194,A004780
M09195,A015079
M09196,A041831
M09197,A039300
M09198,A039812
M09199,A004789
M09200,A049807
M09201,A048599
M09202,A019925
M09203,A034733
M09204,A023311
M09205,A038564
M09206,A041671
M09207,A002848
M09208,A011211
M09209,A010872
M09210,A018889
M09211,A036567
M09212,A007073
M09213,A047564
M09214,A035244
M09215,A045319
M09216,A031016
M09217,A022301
M09218,A036134
M09219,A037694
M09220,A028097
M09221,A004972
M09222,A028008
M09223,A031970
M09224,A006153
M09225,A003340
M09226,A016909
M09227,A034328
M09228,A030441
M09229,A020950
M09230,A022056
M09231,A016804
M09232,A016323
M09233,A037859
M09234,A028698
M09235,A030066
M09236,A031359
M09237,A044213
M09238,A006622
M09239,A049120
M09240,A043315
M09241,A028647
M09242,A030260
M09243,A024178
M09244,A038637
M09245,A000652
M09246,A006388
M09247,A036158
M09248,A026531
M09249,A005940
M09250,A041122
M09251,A044264
M09252,A004196
M09253,A024157
M09254,A022593
M09255,A035391
M09256,A041464
M09257,A046068
M09258,A049401
M09259,A005458
M09260,A035689
M09261,A046502
M09262,A024242
M09263,A041475
M09264,A036970
M09265,A003896
M09266,A032398
M09267,A035004
M09268,A021103
M09269,A043963
M09270,A010105
M09271,A006918
M09272,A026407
M09273,A016820
M09274,A027237
M09275,A010181
M09276,A002462
M09277,A007580
M09278,A005781
M09279,A015600
M09280,A013549
M09281,A048944
M09282,A048751
M09283,A044261
M09284,A008059
M09285,A028962
M09286,A046183
M09287,A004212
M09288,A039766
M09289,A048222
M09290,A027210
M09291,A016136
M09292,A039687
M09293,A025030
M09294,A005788
M09295,A029750
M09296,A021445
M09297,A002957
M09298,A021687
M09299,A003002
M09300,A017159
M09301,A015886
M09302,A012465
M09303,A024405
M09304,A049138
M09305,A004179
M09306,A027058
M09307,A036392
M09308,A040710
M09309,A026281
M09310,A008761
M09311,A037376
M09312,A033241
M09313,A032271
M09314,A045082
M09315,A020324
M09316,A033316
M09317,A001569
M09318,A031793
M09319,A012714
M09320,A027999
M09321,A045962
M09322,A036802
M09323,A004720
M09324,A002592
M09325,A031978
M09326,A041585
M09327,A032696
M09328,A009245
M09329,A001446
M09330,A006058
M09331,A007710
M09332,A022063
M09333,A046650
M09334,A002217
M09335,A010351
M09336,A008633
M09337,A025247
M09338,A002620
M09339,A038040
M09340,A014624
M09341,A013669
M09342,A000038
M09343,A021645
M09344,A023268
M09345,A030955
M09346,A034487
M09347,A031511
M09348,A030689
M09349,A030591
M09350,A007799
M09351,A005053
M09352,A005836
M09353,A031284
M09354,A017893
M09355,A025557
M09356,A021395
M09357,A012469
M09358,A011871
M09359,A032454
M09360,A045327
M09361,A010943
M09362,A025177
M09363,A009814
M09364,A037499
M09365,A044519
M09366,A015453
M09367,A001101
M09368,A019510
M09369,A033725
M09370,A017466
M09371,A036679
M09372,A025288
M09373,A047998
M09374,A030092
M09375,A037733
M09376,A044879
M09377,A030317
M09378,A019731
M09379,A010447
M09380,A035632
M09381,A016768
M09382,A019459
M09383,A012130
M09384,A046273
M09385,A017205
M09386,A010182
M09387,A021183
M09388,A012099
M09389,A039152
M09390,A012549
M09391,A001092
M09392,A043763
M09393,A029360
M09394,A042685
M09395,A023548
M09396,A009098
M09397,A020070
M09398,A011564
M09399,A015996
M09400,A007812
M09401,A004079
M09402,A023940
M09403,A009380
M09404,A027391
M09405,A010449
M09406,A038438
M09407,A009666
M09408,A000697
M09409,A007890
M09410,A021858
M09411,A046911
M09412,A025747
M09413,A020386
M09414,A043517
M09415,A022219
M09416,A039333
M09417,A043680
M09418,A024593
M09419,A019465
M09420,A028592
M09421,A009292
M09422,A043777
M09423,A034926
M09424,A030382
M09425,A035178
M09426,A027493
M09427,A026665
M09428,A013896
M09429,A034759
M09430,A026952
M09431,A010072
M09432,A038400
M09433,A026103
M09434,A000257
M09435,A013932
M09436,A022421
M09437,A021554
M09438,A040753
M09439,A002219
M09440,A028118
M09441,A008205
M09442,A048417
M09443,A005844
M09444,A030120
M09445,A048196
M09446,A000111
M09447,A042116
M09448,A045528
M09449,A035695
M09450,A006495
M09451,A027381
M09452,A013379
M09453,A004853
M09454,A015734
M09455,A018770
M09456,A048228
M09457,A036472
M09458,A018806
M09459,A045086
M09460,A010316
M09461,A019421
M09462,A010467
M09463,A029084
M09464,A036210
M09465,A035268
M09466,A004552
M09467,A030078
M09468,A020583
M09469,A049375
M09470,A020321
M09471,A024476
M09472,A049245
M09473,A049300
M09474,A046239
M09475,A015508
M09476,A009187
M09477,A023446
M09478,A048356
M09479,A005131
M09480,A043666
M09481,A003397
M09482,A030995
M09483,A025602
M09484,A003575
M09485,A033124
M09486,A010440
M09487,A010852
M09488,A048618
M09489,A000974
M09490,A041426
M09491,A010642
M09492,A007344
M09493,A043129
M09494,A041826
M09495,A049333
M09496,A046096
M09497,A039283
M09498,A027544
M09499,A009736
M09500,A047199
M09501,A027971
M09502,A023873
M09503,A047855
M09504,A027041
M09505,A042052
M09506,A027283
M09507,A036613
M09508,A016701
M09509,A029271
M09510,A049616
M09511,A018740
M09512,A015651
M09513,A006016
M09514,A049438
M09515,A039447
M09516,A028558
M09517,A039324
M09518,A022826
M09519,A006853
M09520,A013388
M09521,A039426
M09522,A005223
M09523,A003049
M09524,A037044
M09525,A009224
M09526,A039778
M09527,A015119
M09528,A037531
M09529,A048179
M09530,A013904
M09531,A013580
M09532,A023137
M09533,A019632
M09534,A037590
M09535,A048324
M09536,A046899
M09537,A027950
M09538,A028941
M09539,A035604
M09540,A006010
M09541,A030116
M09542,A046086
M09543,A004198
M09544,A005541
M09545,A012661
M09546,A022112
M09547,A042592
M09548,A004459
M09549,A021752
M09550,A035938
M09551,A030788
M09552,A025839
M09553,A022062
M09554,A046754
M09555,A025764
M09556,A038103
M09557,A019958
M09558,A009078
M09559,A040486
M09560,A003003
M09561,A005276
M09562,A049557
M09563,A011365
M09564,A005469
M09565,A006047
M09566,A028516
M09567,A012024
M09568,A035843
M09569,A049766
M09570,A038097
M09571,A045078
M09572,A027908
M09573,A039544
M09574,A028792
M09575,A007993
M09576,A041182
M09577,A017438
M09578,A028328
M09579,A007521
M09580,A041750
M09581,A001545
M09582,A025474
M09583,A031546
M09584,A026667
M09585,A043468
M09586,A001632
M09587,A016499
M09588,A010399
M09589,A026745
M09590,A001734
M09591,A035836
M09592,A011435
M09593,A004029
M09594,A006959
M09595,A030942
M09596,A004850
M09597,A045454
M09598,A019583
M09599,A033859
M09600,A039895
M09601,A047468
M09602,A043012
M09603,A029897
M09604,A011788
M09605,A008690
M09606,A049100
M09607,A011251
M09608,A032367
M09609,A024929
M09610,A009226
M09611,A002111
M09612,A032246
M09613,A003487
M09614,A024822
M09615,A028896
M09616,A042547
M09617,A043419
M09618,A001315
M09619,A014590
M09620,A032101
M09621,A007341
M09622,A009850
M09623,A046807
M09624,A038016
M09625,A028918
M09626,A010661
M09627,A030081
M09628,A002465
M09629,A025010
M09630,A001392
M09631,A035672
M09632,A047485
M09633,A043479
M09634,A004592
M09635,A019863
M09636,A043699
M09637,A043928
M09638,A028316
M09639,A010323
M09640,A022287
M09641,A016878
M09642,A037160
M09643,A039324
M09644,A018691
M09645,A000739
M09646,A000693
M09647,A048722
M09648,A010650
M09649,A031520
M09650,A028025
M09651,A012151
M09652,A038436
M09653,A007467
M09654,A017982
M09655,A009695
M09656,A035798
M09657,A035091
M09658,A038537
M09659,A020583
M09660,A000498
M09661,A031057
M09662,A044097
M09663,A047281
M09664,A044495
M09665,A006397
M09666,A024473
M09667,A032141
M09668,A029198
M09669,A010909
M09670,A022430
M09671,A024314
M09672,A012066
M09673,A034581
M09674,A008927
M09675,A019024
M09676,A040894
M09677,A018869
M09678,A008206
M09679,A026532
M09680,A027670
M09681,A037102
M09682,A009807
M09683,A035725
M09684,A043143
M09685,A027595
M09686,A028340
M09687,A008458
M09688,A015248
M09689,A039644
M09690,A041532
M09691,A015014
M09692,A041247
M09693,A019791
M09694,A011671
M09695,A006888
M09696,A048844
M09697,A034565
M09698,A009893
M09699,A031183
M09700,A009281
M09701,A045050
M09702,A017791
M09703,A045219
M09704,A035724
M09705,A044927
M09706,A001275
M09707,A043068
M09708,A044899
M09709,A003603
M09710,A016597
M09711,A030458
M09712,A035091
M09713,A045772
M09714,A006671
M09715,A010112
M09716,A005254
M09717,A034841
M09718,A037621
M09719,A000940
M09720,A042653
M09721,A039404
M09722,A038400
M09723,A008111
M09724,A019864
M09725,A007107
M09726,A006417
M09727,A031685
M09728,A013834
M09729,A042123
M09730,A008816
M09731,A020776
M09732,A000171
M09733,A014044
M09734,A020309
M09735,A039691
M09736,A031474
M09737,A001867
M09738,A028447
M09739,A008256
M09740,A037776
M09741,A038152
M09742,A042807
M09743,A041520
M09744,A024375
M09745,A005913
M09746,A041916
M09747,A016357
M09748,A008587
M09749,A041682
M09750,A049128
M09751,A048388
M09752,A042737
M09753,A043299
M09754,A036981
M09755,A026108
M09756,A019670
M09757,A017469
M09758,A041579
M09759,A018485
M09760,A020782
M09761,A011171
M09762,A000851
M09763,A020666
M09764,A007940
M09765,A044088
M09766,A014972
M09767,A031042
M09768,A037113
M09769,A031291
M09770,A035670
M09771,A023401
M09772,A036320
M09773,A034121
M09774,A001847
M09775,A022054
M09776,A036159
M09777,A042310
M09778,A042657
M09779,A003245
M09780,A028789
M09781,A016829
M09782,A049765
M09783,A035394
M09784,A044024
M09785,A012102
M09786,A043996
M09787,A037786
M09788,A036962
M09789,A025415
M09790,A034343
M09791,A017769
M09792,A003926
M09793,A014738
M09794,A012306
M09795,A048456
M09796,A041005
M09797,A035710
M09798,A017560
M09799,A049086
M09800,A031531
M09801,A007619
M09802,A031928
M09803,A025190
M09804,A046857
M09805,A025272
M09806,A024921
M09807,A030776
M09808,A004979
M09809,A041743
M09810,A039646
M09811,A025412
M09812,A025617
M09813,A008584
M09814,A038467
M09815,A045871
M09816,A041788
M09817,A017914
M09818,A034681
M09819,A016993
M09820,A003803
M09821,A048535
M09822,A010315
M09823,A008949
M09824,A005154
M09825,A021413
M09826,A041312
M09827,A008398
M09828,A018912
M09829,A007095
M09830,A045573
M09831,A036711
M09832,A035409
M09833,A034050
M09834,A000590
M09835,A036667
M09836,A028124
M09837,A047800
M09838,A006531
M09839,A004385
M09840,A041793
M09841,A027878
M09842,A029574
M09843,A016393
M09844,A034684
M09845,A016838
M09846,A033476
M09847,A031721
M09848,A019961
M09849,A007466
M09850,A008769
M09851,A045079
M09852,A002288
M09853,A004095
M09854,A046113
M09855,A003430
M09856,A035325
M09857,A033796
M09858,A037320
M09859,A021039
M09860,A033993
M09861,A009340
M09862,A040173
M09863,A030509
M09864,A017689
M09865,A034232
M09866,A042437
M09867,A010134
M09868,A042044
M09869,A000573
M09870,A013768
M09871,A007265
M09872,A020979
M09873,A001985
M09874,A031603
M09875,A031253
M09876,A038768
M09877,A011910
M09878,A013515
M09879,A047899
M09880,A019847
M09881,A048853
M09882,A004435
M09883,A003886
M09884,A018760
