merchant_id,bank_id
M11975,B097
M11976,B054
M11977,B057
M11978,B087
M11979,B013
M11980,B090
M11981,B068
M11982,B024
M11983,B084
M11984,B009
M11985,B059
M11986,B084
M11987,B002
M11988,B032
M11989,B038
M11990,B062
M11991,B050
M11992,B066
M11993,B002
M11994,B094
M11995,B019
M11996,B004
M11997,B060
M11998,B046
M11999,B086
M12000,B049
M12001,B096
M12002,B008
M12003,B075
M12004,B044
M12005,B089
M12006,B084
M12007,B070
M12008,B011
M12009,B020
M12010,B018
M12011,B006
M12012,B072
M12013,B078
M12014,B047
M12015,B044
M12016,B083
M12017,B028
M12018,B043
M12019,B030
M12020,B051
M12021,B003
M12022,B019
M12023,B075
M12024,B024
M12025,B007
M12026,B050
M12027,B059
M12028,B045
M12029,B096
M12030,B095
M12031,B015
M12032,B086
M12033,B063
M12034,B065
M12035,B096
M12036,B019
M12037,B055
M12038,B010
M12039,B084
M12040,B002
M12041,B002
M12042,B007
M12043,B059
M12044,B025
M12045,B032
M12046,B018
M12047,B056
M12048,B094
M12049,B062
M12050,B013
M12051,B028
M12052,B064
M12053,B052
M12054,B034
M12055,B028
M12056,B090
M12057,B067
M12058,B096
M12059,B007
M12060,B040
M12061,B012
M12062,B081
M12063,B066
M12064,B021
M12065,B048
M12066,B031
M12067,B049
M12068,B031
M12069,B099
M12070,B042
M12071,B010
M12072,B075
M12073,B050
M12074,B075
M12075,B091
M12076,B027
M12077,B014
M12078,B076
M12079,B053
M12080,B057
M12081,B079
M12082,B050
M12083,B001
M12084,B046
M12085,B020
M12086,B081
M12087,B094
M12088,B047
M12089,B069
M12090,B012
M12091,B027
M12092,B051
M12093,B089
M12094,B088
M12095,B027
M12096,B081
M12097,B075
M12098,B078
M12099,B065
M12100,B043
M12101,B014
M12102,B033
M12103,B003
M12104,B073
M12105,B082
M12106,B014
M12107,B086
M12108,B021
M12109,B100
M12110,B084
M12111,B085
M12112,B056
M12113,B002
M12114,B090
M12115,B068
M12116,B045
M12117,B018
M12118,B069
M12119,B048
M12120,B013
M12121,B099
M12122,B044
M12123,B004
M12124,B088
M12125,B003
M12126,B040
M12127,B078
M12128,B069
M12129,B070
M12130,B016
M12131,B025
M12132,B064
M12133,B077
M12134,B041
M12135,B021
M12136,B081
M12137,B018
M12138,B073
M12139,B073
M12140,B038
M12141,B088
M12142,B051
M12143,B066
M12144,B033
M12145,B091
M12146,B061
M12147,B071
M12148,B096
M12149,B024
M12150,B098
M12151,B038
M12152,B021
M12153,B027
M12154,B004
M12155,B035
M12156,B047
M12157,B074
M12158,B032
M12159,B054
M12160,B042
M12161,B066
M12162,B058
M12163,B059
M12164,B058
M12165,B045
M12166,B060
M12167,B093
M12168,B014
M12169,B060
M12170,B074
M12171,B078
M12172,B059
M12173,B019
M12174,B028
M12175,B043
M12176,B072
M12177,B084
M12178,B021
M12179,B076
M12180,B074
M12181,B039
M12182,B042
M12183,B022
M12184,B009
M12185,B017
M12186,B020
M12187,B041
M12188,B006
M12189,B081
M12190,B098
M12191,B019
M12192,B100
M12193,B094
M12194,B095
M12195,B035
M12196,B043
M12197,B049
M12198,B083
M12199,B026
M12200,B092
M12201,B073
M12202,B053
M12203,B063
M12204,B065
M12205,B024
M12206,B097
M12207,B070
M12208,B100
M12209,B038
M12210,B040
M12211,B024
M12212,B039
M12213,B034
M12214,B004
M12215,B013
M12216,B036
M12217,B004
M12218,B036
M12219,B014
M12220,B025
M12221,B002
M12222,B046
M12223,B003
M12224,B087
M12225,B020
M12226,B022
M12227,B095
M12228,B022
M12229,B067
M12230,B015
M12231,B009
M12232,B004
M12233,B091
M12234,B004
M12235,B011
M12236,B050
M12237,B051
M12238,B039
M12239,B077
M12240,B001
M12241,B091
M12242,B092
M12243,B054
M12244,B037
M12245,B100
M12246,B084
M12247,B009
M12248,B079
M12249,B073
M12250,B050
M12251,B044
M12252,B035
M12253,B014
M12254,B062
M12255,B077
M12256,B033
M12257,B044
M12258,B001
M12259,B094
M12260,B070
M12261,B009
M12262,B021
M12263,B096
M12264,B033
M12265,B026
M12266,B009
M12267,B069
M12268,B041
M12269,B058
M12270,B010
M12271,B018
M12272,B008
M12273,B002
M12274,B041
M12275,B074
M12276,B084
M12277,B042
M12278,B074
M12279,B003
M12280,B052
M12281,B094
M12282,B059
M12283,B091
M12284,B092
M12285,B063
M12286,B025
M12287,B086
M12288,B038
M12289,B065
M12290,B044
M12291,B072
M12292,B058
M12293,B090
M12294,B037
M12295,B098
M12296,B023
M12297,B052
M12298,B074
M12299,B027
M12300,B074
M12301,B044
M12302,B044
M12303,B036
M12304,B024
M12305,B014
M12306,B018
M12307,B027
M12308,B014
M12309,B057
M12310,B070
M12311,B051
M12312,B085
M12313,B041
M12314,B098
M12315,B004
M12316,B046
M12317,B073
M12318,B063
M12319,B038
M12320,B050
M12321,B027
M12322,B100
M12323,B074
M12324,B094
M12325,B064
M12326,B001
M12327,B019
M12328,B099
M12329,B099
M12330,B018
M12331,B026
M12332,B054
M12333,B074
M12334,B082
M12335,B011
M12336,B015
M12337,B002
M12338,B035
M12339,B049
M12340,B089
M12341,B003
M12342,B055
M12343,B038
M12344,B037
M12345,B062
M12346,B027
M12347,B033
M12348,B088
M12349,B096
M12350,B007
M12351,B022
M12352,B084
M12353,B092
M12354,B039
M12355,B057
M12356,B089
M12357,B033
M12358,B088
M12359,B064
M12360,B077
M12361,B016
M12362,B015
M12363,B099
M12364,B074
M12365,B018
M12366,B059
M12367,B013
M12368,B033
M12369,B052
M12370,B031
M12371,B056
M12372,B100
M12373,B061
M12374,B084
M12375,B020
M12376,B005
M12377,B099
M12378,B051
M12379,B071
M12380,B040
M12381,B079
M12382,B055
M12383,B008
M12384,B095
M12385,B094
M12386,B098
M12387,B041
M12388,B047
M12389,B100
M12390,B090
M12391,B039
M12392,B061
M12393,B090
M12394,B024
M12395,B082
M12396,B020
M12397,B002
M12398,B004
M12399,B042
M12400,B021
M12401,B020
M12402,B071
M12403,B015
M12404,B032
M12405,B031
M12406,B014
M12407,B010
M12408,B037
M12409,B007
M12410,B082
M12411,B033
M12412,B078
M12413,B040
M12414,B041
M12415,B054
M12416,B034
M12417,B099
M12418,B014
M12419,B093
M12420,B053
M12421,B079
M12422,B025
M12423,B030
M12424,B002
M12425,B040
M12426,B036
M12427,B082
M12428,B096
M12429,B032
M12430,B092
M12431,B099
M12432,B052
M12433,B069
M12434,B016
M12435,B093
M12436,B075
M12437,B036
M12438,B020
M12439,B090
M12440,B053
M12441,B016
M12442,B012
M12443,B008
M12444,B092
M12445,B098
M12446,B001
M12447,B054
M12448,B059
M12449,B014
M12450,B090
M12451,B002
M12452,B023
M12453,B067
M12454,B055
M12455,B097
M12456,B004
M12457,B065
M12458,B067
M12459,B064
M12460,B037
M12461,B056
M12462,B068
M12463,B075
M12464,B018
M12465,B035
M12466,B059
M12467,B050
M12468,B052
M12469,B024
M12470,B092
M12471,B080
M12472,B001
M12473,B008
M12474,B007
M12475,B022
M12476,B002
M12477,B055
M12478,B031
M12479,B063
M12480,B088
M12481,B049
M12482,B095
M12483,B076
M12484,B024
M12485,B064
M12486,B036
M12487,B087
M12488,B008
M12489,B063
M12490,B031
M12491,B095
M12492,B093
M12493,B060
M12494,B030
M12495,B100
M12496,B091
M12497,B072
M12498,B037
M12499,B004
M12500,B034
M12501,B085
M12502,B049
M12503,B040
M12504,B077
M12505,B055
M12506,B070
M12507,B044
M12508,B015
M12509,B012
M12510,B091
M12511,B074
M12512,B084
M12513,B066
M12514,B067
M12515,B049
M12516,B028
M12517,B021
M12518,B027
M12519,B022
M12520,B010
M12521,B049
M12522,B100
M12523,B075
M12524,B087
M12525,B069
M12526,B031
M12527,B038
M12528,B007
M12529,B013
M12530,B035
M12531,B088
M12532,B018
M12533,B023
M12534,B066
M12535,B082
M12536,B091
M12537,B040
M12538,B066
M12539,B075
M12540,B034
M12541,B024
M12542,B052
M12543,B077
M12544,B072
M12545,B054
M12546,B029
M12547,B022
M12548,B079
M12549,B063
M12550,B039
M12551,B030
M12552,B077
M12553,B052
M12554,B051
M12555,B034
M12556,B016
M12557,B066
M12558,B096
M12559,B056
M12560,B086
M12561,B031
M12562,B055
M12563,B080
M12564,B090
M12565,B092
M12566,B020
M12567,B016
M12568,B056
M12569,B079
M12570,B081
M12571,B054
M12572,B076
M12573,B033
M12574,B040
M12575,B028
M12576,B035
M12577,B024
M12578,B024
M12579,B094
M12580,B088
M12581,B039
M12582,B066
M12583,B048
M12584,B011
M12585,B081
M12586,B080
M12587,B085
M12588,B034
M12589,B009
M12590,B080
M12591,B018
M12592,B055
M12593,B030
M12594,B059
M12595,B063
M12596,B012
M12597,B056
M12598,B095
M12599,B023
M12600,B037
M12601,B094
M12602,B029
M12603,B078
M12604,B078
M12605,B035
M12606,B049
M12607,B020
M12608,B083
M12609,B068
M12610,B033
M12611,B035
M12612,B019
M12613,B035
M12614,B080
M12615,B061
M12616,B046
M12617,B016
M12618,B085
M12619,B056
M12620,B008
M12621,B065
M12622,B030
M12623,B046
M12624,B027
M12625,B001
M12626,B004
M12627,B072
M12628,B004
M12629,B011
M12630,B065
M12631,B022
M12632,B018
M12633,B018
M12634,B067
M12635,B050
M12636,B066
M12637,B006
M12638,B020
M12639,B087
M12640,B047
M12641,B073
M12642,B067
M12643,B038
M12644,B001
M12645,B067
M12646,B020
M12647,B067
M12648,B074
M12649,B004
M12650,B002
M12651,B059
M12652,B076
M12653,B014
M12654,B085
M12655,B071
M12656,B042
M12657,B006
M12658,B071
M12659,B060
M12660,B061
M12661,B049
M12662,B040
M12663,B010
M12664,B037
M12665,B022
M12666,B017
M12667,B048
M12668,B007
M12669,B075
M12670,B027
M12671,B058
M12672,B005
M12673,B065
M12674,B067
M12675,B001
M12676,B067
M12677,B065
M12678,B013
M12679,B016
M12680,B021
M12681,B001
M12682,B008
M12683,B073
M12684,B030
M12685,B053
M12686,B043
M12687,B038
M12688,B077
M12689,B031
M12690,B061
M12691,B076
M12692,B083
M12693,B034
M12694,B094
M12695,B085
M12696,B061
M12697,B056
M12698,B091
M12699,B094
M12700,B089
M12701,B052
M12702,B031
M12703,B089
M12704,B035
M12705,B024
M12706,B069
M12707,B041
M12708,B032
M12709,B067
M12710,B090
M12711,B037
M12712,B022
M12713,B011
M12714,B059
M12715,B060
M12716,B019
M12717,B025
M12718,B081
M12719,B005
M12720,B074
M12721,B036
M12722,B027
M12723,B070
M12724,B065
M12725,B028
M12726,B017
M12727,B065
M12728,B057
M12729,B037
M12730,B100
M12731,B062
M12732,B012
M12733,B004
M12734,B047
M12735,B094
M12736,B066
M12737,B032
M12738,B065
M12739,B022
M12740,B067
M12741,B003
M12742,B067
M12743,B025
M12744,B100
M12745,B064
M12746,B080
M12747,B009
M12748,B099
M12749,B069
M12750,B098
M12751,B027
M12752,B042
M12753,B033
M12754,B034
M12755,B059
M12756,B046
M12757,B052
M12758,B008
M12759,B001
M12760,B055
M12761,B058
M12762,B046
M12763,B087
M12764,B005
M12765,B080
M12766,B015
M12767,B063
M12768,B059
M12769,B050
M12770,B045
M12771,B039
M12772,B096
M12773,B075
M12774,B075
M12775,B074
M12776,B036
M12777,B040
M12778,B048
M12779,B072
M12780,B082
M12781,B082
M12782,B029
M12783,B098
M12784,B095
M12785,B022
M12786,B024
M12787,B009
M12788,B094
M12789,B076
M12790,B097
M12791,B068
M12792,B023
M12793,B004
M12794,B079
M12795,B031
M12796,B020
M12797,B065
M12798,B045
M12799,B086
M12800,B042
M12801,B030
M12802,B013
M12803,B099
M12804,B039
M12805,B037
M12806,B053
M12807,B055
M12808,B003
M12809,B012
M12810,B076
M12811,B025
M12812,B015
M12813,B058
M12814,B080
M12815,B025
M12816,B100
M12817,B024
M12818,B058
M12819,B096
M12820,B026
M12821,B007
M12822,B079
M12823,B020
M12824,B051
M12825,B007
M12826,B064
M12827,B010
M12828,B061
M12829,B099
M12830,B068
M12831,B041
M12832,B017
M12833,B018
M12834,B057
M12835,B059
M12836,B084
M12837,B089
M12838,B014
M12839,B067
M12840,B084
M12841,B079
M12842,B029
M12843,B059
M12844,B043
M12845,B008
M12846,B079
M12847,B088
M12848,B064
M12849,B038
M12850,B059
M12851,B072
M12852,B015
M12853,B011
M12854,B099
M12855,B002
M12856,B032
M12857,B026
M12858,B068
M12859,B069
M12860,B070
M12861,B076
M12862,B013
M12863,B038
M12864,B056
M12865,B064
M12866,B025
M12867,B007
M12868,B076
M12869,B081
M12870,B026
M12871,B099
M12872,B062
M12873,B051
M12874,B092
M12875,B060
M12876,B037
M12877,B091
M12878,B028
M12879,B059
M12880,B022
M12881,B077
M12882,B085
M12883,B084
M12884,B092
M12885,B045
M12886,B071
M12887,B095
M12888,B074
M12889,B008
M12890,B063
M12891,B007
M12892,B082
M12893,B044
M12894,B041
M12895,B068
M12896,B066
M12897,B011
M12898,B024
M12899,B042
M12900,B033
M12901,B099
M12902,B071
M12903,B029
M12904,B076
M12905,B061
M12906,B035
M12907,B098
M12908,B087
M12909,B075
M12910,B032
M12911,B089
M12912,B002
M12913,B049
M12914,B065
M12915,B065
M12916,B100
M12917,B054
M12918,B058
M12919,B014
M12920,B043
M12921,B009
M12922,B082
M12923,B010
M12924,B080
M12925,B029
M12926,B074
M12927,B090
M12928,B014
M12929,B014
M12930,B068
M12931,B016
M12932,B027
M12933,B074
M12934,B007
M12935,B080
M12936,B052
M12937,B015
M12938,B014
M12939,B064
M12940,B083
M12941,B069
M12942,B042
M12943,B087
M12944,B049
M12945,B034
M12946,B078
M12947,B040
M12948,B056
M12949,B024
M12950,B089
M12951,B014
M12952,B059
M12953,B049
M12954,B083
M12955,B015
M12956,B056
M12957,B063
M12958,B082
M12959,B010
M12960,B075
M12961,B077
M12962,B007
M12963,B048
M12964,B021
M12965,B067
M12966,B044
M12967,B061
M12968,B076
M12969,B055
M12970,B088
M12971,B088
M12972,B086
M12973,B063
M12974,B021
M12975,B022
M12976,B087
M12977,B005
M12978,B015
M12979,B047
M12980,B060
M12981,B067
M12982,B080
M12983,B070
M12984,B060
M12985,B015
M12986,B066
M12987,B092
M12988,B012
M12989,B047
M12990,B024
M12991,B038
M12992,B004
M12993,B020
M12994,B028
M12995,B075
M12996,B079
M12997,B098
M12998,B065
M12999,B083
M13000,B050
M13001,B083
M13002,B032
M13003,B028
M13004,B078
M13005,B046
M13006,B018
M13007,B036
M13008,B071
M13009,B049
M13010,B050
M13011,B016
M13012,B045
M13013,B033
M13014,B018
M13015,B094
M13016,B023
M13017,B068
M13018,B057
M13019,B067
M13020,B026
M13021,B029
M13022,B004
M13023,B073
M13024,B072
M13025,B030
M13026,B019
M13027,B064
M13028,B037
M13029,B086
M13030,B026
M13031,B035
M13032,B053
M13033,B005
M13034,B060
M13035,B097
M13036,B017
M13037,B063
M13038,B050
M13039,B041
M13040,B045
M13041,B081
M13042,B093
M13043,B015
M13044,B070
M13045,B029
M13046,B084
M13047,B034
M13048,B032
M13049,B064
M13050,B082
M13051,B067
M13052,B087
M13053,B036
M13054,B098
M13055,B047
M13056,B069
M13057,B065
M13058,B038
M13059,B066
M13060,B084
M13061,B080
M13062,B086
M13063,B052
M13064,B051
M13065,B038
M13066,B037
M13067,B036
M13068,B029
M13069,B081
M13070,B059
M13071,B022
M13072,B032
M13073,B084
M13074,B041
M13075,B018
M13076,B005
M13077,B086
M13078,B070
M13079,B015
M13080,B020
M13081,B018
M13082,B039
M13083,B001
M13084,B014
M13085,B073
M13086,B091
M13087,B052
M13088,B073
M13089,B031
M13090,B082
M13091,B004
M13092,B063
M13093,B085
M13094,B052
M13095,B006
M13096,B041
M13097,B014
M13098,B062
M13099,B052
M13100,B093
M13101,B018
M13102,B078
M13103,B028
M13104,B077
M13105,B026
M13106,B073
M13107,B006
M13108,B082
M13109,B078
M13110,B075
M13111,B065
M13112,B100
M13113,B085
M13114,B048
M13115,B092
M13116,B009
M13117,B076
M13118,B020
M13119,B033
M13120,B063
M13121,B073
M13122,B030
M13123,B050
M13124,B084
M13125,B045
M13126,B067
M13127,B069
M13128,B060
M13129,B027
M13130,B044
M13131,B029
M13132,B006
M13133,B091
M13134,B040
M13135,B060
M13136,B030
M13137,B032
M13138,B019
M13139,B091
M13140,B038
M13141,B078
M13142,B069
M13143,B081
M13144,B051
M13145,B052
M13146,B014
M13147,B092
M13148,B021
M13149,B076
M13150,B014
M13151,B026
M13152,B030
M13153,B034
M13154,B086
M13155,B086
M13156,B072
M13157,B074
M13158,B015
M13159,B032
M13160,B087
M13161,B096
M13162,B074
M13163,B094
M13164,B016
M13165,B022
M13166,B071
M13167,B001
M13168,B059
M13169,B089
M13170,B091
M13171,B029
M13172,B075
M13173,B067
M13174,B021
M13175,B034
M13176,B042
M13177,B082
M13178,B046
M13179,B013
M13180,B053
M13181,B075
M13182,B047
M13183,B085
M13184,B030
M13185,B061
M13186,B059
M13187,B016
M13188,B003
M13189,B018
M13190,B067
M13191,B057
M13192,B094
M13193,B078
M13194,B002
M13195,B076
M13196,B065
M13197,B031
M13198,B062
M13199,B048
M13200,B025
M13201,B038
M13202,B046
M13203,B067
M13204,B062
M13205,B093
M13206,B019
M13207,B035
M13208,B082
M13209,B058
M13210,B072
M13211,B021
M13212,B050
M13213,B024
M13214,B065
M13215,B062
M13216,B037
M13217,B026
M13218,B054
M13219,B082
M13220,B028
M13221,B080
M13222,B029
M13223,B044
M13224,B069
M13225,B078
M13226,B011
M13227,B057
M13228,B061
M13229,B019
M13230,B030
M13231,B042
M13232,B081
M13233,B034
M13234,B027
M13235,B091
M13236,B055
M13237,B073
M13238,B058
M13239,B030
M13240,B041
M13241,B078
M13242,B044
M13243,B093
M13244,B056
M13245,B082
M13246,B045
M13247,B086
M13248,B065
M13249,B097
M13250,B014
M13251,B003
M13252,B051
M13253,B017
M13254,B038
M13255,B066
M13256,B050
M13257,B074
M13258,B099
M13259,B051
M13260,B067
M13261,B076
M13262,B086
M13263,B061
M13264,B001
M13265,B094
M13266,B034
M13267,B068
M13268,B027
M13269,B082
M13270,B099
M13271,B053
M13272,B094
M13273,B077
M13274,B042
M13275,B039
M13276,B054
M13277,B094
M13278,B089
M13279,B026
M13280,B029
M13281,B032
M13282,B086
M13283,B097
M13284,B067
M13285,B044
M13286,B037
M13287,B005
M13288,B065
M13289,B041
M13290,B048
M13291,B056
M13292,B091
M13293,B023
M13294,B051
M13295,B077
M13296,B037
M13297,B093
M13298,B041
M13299,B010
M13300,B015
M13301,B096
M13302,B004
M13303,B041
M13304,B087
M13305,B089
M13306,B098
M13307,B058
M13308,B030
M13309,B036
M13310,B032
M13311,B018
M13312,B050
M13313,B010
M13314,B086
M13315,B002
M13316,B077
M13317,B084
M13318,B040
M13319,B052
M13320,B080
M13321,B005
M13322,B099
M13323,B053
M13324,B013
M13325,B043
M13326,B002
M13327,B074
M13328,B012
M13329,B002
M13330,B047
M13331,B074
M13332,B023
M13333,B002
M13334,B073
M13335,B070
M13336,B009
M13337,B032
M13338,B037
M13339,B085
M13340,B009
M13341,B056
M13342,B054
M13343,B062
M13344,B042
M13345,B066
M13346,B094
M13347,B083
M13348,B068
M13349,B022
M13350,B066
M13351,B075
M13352,B022
M13353,B041
M13354,B026
M13355,B016
M13356,B065
M13357,B088
M13358,B050
M13359,B013
M13360,B061
M13361,B023
M13362,B046
M13363,B077
M13364,B004
M13365,B070
M13366,B089
M13367,B012
M13368,B064
M13369,B008
M13370,B054
M13371,B001
M13372,B003
M13373,B009
M13374,B088
M13375,B020
M13376,B064
M13377,B018
M13378,B035
M13379,B070
M13380,B019
M13381,B005
M13382,B036
M13383,B089
M13384,B045
M13385,B003
M13386,B080
M13387,B072
M13388,B096
M13389,B055
M13390,B086
M13391,B077
M13392,B089
M13393,B023
M13394,B063
M13395,B064
M13396,B032
M13397,B091
M13398,B002
M13399,B078
M13400,B049
M13401,B077
M13402,B034
M13403,B014
M13404,B084
M13405,B077
M13406,B099
M13407,B034
M13408,B069
M13409,B035
M13410,B024
M13411,B093
M13412,B044
M13413,B058
M13414,B021
M13415,B020
M13416,B036
M13417,B076
M13418,B056
M13419,B037
M13420,B035
M13421,B036
M13422,B065
M13423,B022
M13424,B022
M13425,B060
M13426,B080
M13427,B027
M13428,B099
M13429,B061
M13430,B067
M13431,B081
M13432,B025
M13433,B003
M13434,B069
M13435,B073
M13436,B010
M13437,B060
M13438,B056
M13439,B045
M13440,B037
M13441,B057
M13442,B097
M13443,B026
M13444,B091
M13445,B006
M13446,B018
M13447,B098
M13448,B083
M13449,B071
M13450,B019
M13451,B011
M13452,B035
M13453,B019
M13454,B005
M13455,B049
M13456,B020
M13457,B044
M13458,B031
M13459,B026
M13460,B004
M13461,B097
M13462,B063
M13463,B099
M13464,B096
M13465,B096
M13466,B021
M13467,B010
M13468,B073
M13469,B099
M13470,B027
M13471,B088
M13472,B040
M13473,B086
M13474,B046
M13475,B093
M13476,B067
M13477,B019
M13478,B100
M13479,B053
M13480,B065
M13481,B049
M13482,B089
M13483,B047
M13484,B082
M13485,B066
M13486,B087
M13487,B065
M13488,B040
M13489,B012
M13490,B094
M13491,B030
M13492,B032
M13493,B095
M13494,B009
M13495,B002
M13496,B058
M13497,B085
M13498,B022
M13499,B071
M13500,B083
M13501,B020
M13502,B049
M13503,B098
M13504,B002
M13505,B037
M13506,B043
M13507,B013
M13508,B091
M13509,B003
M13510,B092
M13511,B028
M13512,B045
M13513,B079
M13514,B026
M13515,B098
M13516,B054
M13517,B055
M13518,B078
M13519,B021
M13520,B007
M13521,B016
M13522,B062
M13523,B084
M13524,B058
M13525,B008
M13526,B018
M13527,B026
M13528,B039
M13529,B011
M13530,B038
M13531,B059
M13532,B086
M13533,B052
M13534,B058
M13535,B089
M13536,B074
M13537,B018
M13538,B058
M13539,B018
M13540,B015
M13541,B063
M13542,B045
M13543,B053
M13544,B072
M13545,B021
M13546,B032
M13547,B092
M13548,B047
M13549,B036
M13550,B016
M13551,B091
M13552,B061
M13553,B098
M13554,B091
M13555,B090
M13556,B089
M13557,B024
M13558,B034
M13559,B066
M13560,B040
M13561,B090
M13562,B019
M13563,B097
M13564,B081
M13565,B087
M13566,B016
M13567,B087
M13568,B092
M13569,B031
M13570,B064
M13571,B003
M13572,B037
M13573,B065
M13574,B044
M13575,B099
M13576,B035
M13577,B007
M13578,B012
M13579,B060
M13580,B046
M13581,B005
M13582,B029
M13583,B008
M13584,B094
M13585,B008
M13586,B060
M13587,B044
M13588,B038
M13589,B020
M13590,B002
M13591,B068
M13592,B099
M13593,B081
M13594,B036
M13595,B054
M13596,B088
M13597,B037
M13598,B009
M13599,B032
M13600,B024
M13601,B038
M13602,B071
M13603,B048
M13604,B030
M13605,B049
M13606,B042
M13607,B032
M13608,B084
M13609,B061
M13610,B090
M13611,B051
M13612,B034
M13613,B045
M13614,B002
M13615,B043
M13616,B008
M13617,B030
M13618,B002
M13619,B026
M13620,B012
M13621,B003
M13622,B099
M13623,B062
M13624,B004
M13625,B086
M13626,B062
M13627,B079
M13628,B053
M13629,B005
M13630,B041
M13631,B028
M13632,B032
M13633,B057
M13634,B023
M13635,B060
M13636,B029
M13637,B088
M13638,B048
M13639,B071
M13640,B004
M13641,B061
M13642,B091
M13643,B053
M13644,B029
M13645,B032
M13646,B050
M13647,B009
M13648,B034
M13649,B044
M13650,B038
M13651,B090
M13652,B046
M13653,B087
M13654,B056
M13655,B020
M13656,B097
M13657,B073
M13658,B088
M13659,B026
M13660,B049
M13661,B031
M13662,B090
M13663,B006
M13664,B078
M13665,B030
M13666,B022
M13667,B037
M13668,B057
M13669,B082
M13670,B034
M13671,B044
M13672,B073
M13673,B008
M13674,B001
M13675,B069
M13676,B076
M13677,B027
M13678,B028
M13679,B025
M13680,B075
M13681,B060
M13682,B023
M13683,B027
M13684,B100
M13685,B067
M13686,B018
M13687,B023
M13688,B032
M13689,B095
M13690,B070
M13691,B050
M13692,B037
M13693,B005
M13694,B097
M13695,B003
M13696,B038
M13697,B048
M13698,B039
M13699,B071
M13700,B071
M13701,B074
M13702,B048
M13703,B085
M13704,B020
M13705,B017
M13706,B033
M13707,B068
M13708,B094
M13709,B010
M13710,B007
M13711,B010
M13712,B082
M13713,B068
M13714,B032
M13715,B006
M13716,B087
M13717,B054
M13718,B052
M13719,B092
M13720,B067
M13721,B100
M13722,B051
M13723,B074
M13724,B009
M13725,B003
M13726,B001
M13727,B079
M13728,B070
M13729,B083
M13730,B074
M13731,B065
M13732,B041
M13733,B012
M13734,B060
M13735,B051
M13736,B042
M13737,B057
M13738,B004
M13739,B047
M13740,B074
M13741,B023
M13742,B077
M13743,B035
M13744,B066
M13745,B004
M13746,B027
M13747,B094
M13748,B067
M13749,B052
M13750,B093
M13751,B059
M13752,B017
M13753,B074
M13754,B074
M13755,B011
M13756,B042
M13757,B078
M13758,B039
M13759,B088
M13760,B001
M13761,B025
M13762,B055
M13763,B049
M13764,B018
M13765,B092
M13766,B009
M13767,B083
M13768,B023
M13769,B067
M13770,B084
M13771,B098
M13772,B082
M13773,B082
M13774,B026
M13775,B072
M13776,B005
M13777,B050
M13778,B035
M13779,B063
M13780,B037
M13781,B045
M13782,B039
M13783,B077
M13784,B087
M13785,B088
M13786,B049
M13787,B050
M13788,B092
M13789,B090
M13790,B061
M13791,B088
M13792,B051
M13793,B067
M13794,B014
M13795,B045
M13796,B063
M13797,B082
M13798,B002
M13799,B100
M13800,B066
M13801,B014
M13802,B037
M13803,B023
M13804,B064
M13805,B084
M13806,B004
M13807,B003
M13808,B043
M13809,B022
M13810,B040
M13811,B051
M13812,B050
M13813,B025
M13814,B052
M13815,B001
M13816,B010
M13817,B058
M13818,B029
M13819,B075
M13820,B072
M13821,B013
M13822,B059
M13823,B059
M13824,B052
M13825,B077
M13826,B098
M13827,B089
M13828,B070
M13829,B050
M13830,B017
M13831,B024
M13832,B052
M13833,B026
M13834,B067
M13835,B014
M13836,B041
M13837,B027
M13838,B072
M13839,B043
M13840,B032
M13841,B073
M13842,B044
M13843,B052
M13844,B059
M13845,B001
M13846,B011
M13847,B085
M13848,B022
M13849,B029
M13850,B082
M13851,B038
M13852,B017
M13853,B097
M13854,B036
M13855,B064
M13856,B050
M13857,B067
M13858,B070
M13859,B049
M13860,B065
M13861,B090
M13862,B006
M13863,B034
M13864,B092
M13865,B069
M13866,B080
M13867,B047
M13868,B048
M13869,B082
M13870,B027
M13871,B013
M13872,B075
M13873,B091
M13874,B021
M13875,B088
M13876,B048
M13877,B092
M13878,B100
M13879,B008
M13880,B006
M13881,B032
M13882,B041
M13883,B056
M13884,B043
M13885,B057
M13886,B031
M13887,B079
M13888,B049
M13889,B025
M13890,B063
M13891,B017
M13892,B028
M13893,B050
M13894,B001
M13895,B035
M13896,B005
M13897,B025
M13898,B064
M13899,B009
M13900,B018
M13901,B036
M13902,B075
M13903,B045
M13904,B054
M13905,B055
M13906,B017
M13907,B008
M13908,B031
M13909,B094
M13910,B082
M13911,B046
M13912,B008
M13913,B099
M13914,B006
M13915,B043
M13916,B001
M13917,B047
M13918,B069
M13919,B016
M13920,B033
M13921,B100
M13922,B050
M13923,B097
M13924,B081
M13925,B015
M13926,B033
M13927,B097
M13928,B088
M13929,B018
M13930,B069
M13931,B050
M13932,B033
M13933,B089
M13934,B024
M13935,B085
M13936,B083
M13937,B061
M13938,B060
M13939,B029
M13940,B004
M13941,B047
M13942,B041
M13943,B075
M13944,B005
M13945,B001
M13946,B062
M13947,B056
M13948,B005
M13949,B076
M13950,B003
M13951,B028
M13952,B064
M13953,B047
M13954,B080
M13955,B011
M13956,B066
M13957,B087
M13958,B039
M13959,B016
M13960,B083
M13961,B017
M13962,B062
M13963,B066
M13964,B020
M13965,B065
M13966,B026
M13967,B075
M13968,B061
M13969,B089
M13970,B025
M13971,B053
M13972,B070
