merchant_id,industry_id
M11571,I009
M11572,I010
M11573,I010
M11574,I005
M11575,I004
M11576,I002
M11577,I001
M11578,I004
M11579,I003
M11580,I006
M11581,I004
M11582,I008
M11583,I010
M11584,I003
M11585,I001
M11586,I009
M11587,I006
M11588,I008
M11589,I010
M11590,I001
M11591,I006
M11592,I002
M11593,I004
M11594,I008
M11595,I008
M11596,I002
M11597,I003
M11598,I009
M11599,I002
M11600,I001
M11601,I004
M11602,I005
M11603,I003
M11604,I008
M11605,I001
M11606,I004
M11607,I008
M11608,I002
M11609,I003
M11610,I001
M11611,I001
M11612,I010
M11613,I008
M11614,I003
M11615,I001
M11616,I002
M11617,I006
M11618,I005
M11619,I005
M11620,I007
M11621,I006
M11622,I010
M11623,I007
M11624,I007
M11625,I005
M11626,I007
M11627,I008
M11628,I007
M11629,I004
M11630,I008
M11631,I003
M11632,I003
M11633,I003
M11634,I006
M11635,I009
M11636,I004
M11637,I005
M11638,I001
M11639,I001
M11640,I003
M11641,I008
M11642,I009
M11643,I009
M11644,I001
M11645,I008
M11646,I008
M11647,I002
M11648,I003
M11649,I008
M11650,I004
M11651,I005
M11652,I007
M11653,I006
M11654,I001
M11655,I007
M11656,I008
M11657,I004
M11658,I006
M11659,I008
M11660,I009
M11661,I007
M11662,I010
M11663,I001
M11664,I003
M11665,I009
M11666,I006
M11667,I010
M11668,I003
M11669,I004
M11670,I006
M11671,I008
M11672,I007
M11673,I010
M11674,I001
M11675,I009
M11676,I007
M11677,I009
M11678,I004
M11679,I006
M11680,I009
M11681,I008
M11682,I006
M11683,I009
M11684,I001
M11685,I002
M11686,I005
M11687,I010
M11688,I002
M11689,I009
M11690,I007
M11691,I010
M11692,I009
M11693,I005
M11694,I002
M11695,I004
M11696,I004
M11697,I007
M11698,I004
M11699,I008
M11700,I010
M11701,I003
M11702,I007
M11703,I001
M11704,I003
M11705,I001
M11706,I010
M11707,I008
M11708,I003
M11709,I002
M11710,I005
M11711,I010
M11712,I008
M11713,I004
M11714,I004
M11715,I001
M11716,I009
M11717,I001
M11718,I008
M11719,I006
M11720,I001
M11721,I008
M11722,I004
M11723,I009
M11724,I009
M11725,I003
M11726,I006
M11727,I004
M11728,I004
M11729,I009
M11730,I010
M11731,I010
M11732,I004
M11733,I007
M11734,I004
M11735,I003
M11736,I004
M11737,I006
M11738,I006
M11739,I001
M11740,I003
M11741,I004
M11742,I005
M11743,I004
M11744,I008
M11745,I003
M11746,I001
M11747,I006
M11748,I003
M11749,I009
M11750,I003
M11751,I004
M11752,I010
M11753,I006
M11754,I005
M11755,I006
M11756,I007
M11757,I001
M11758,I010
M11759,I008
M11760,I006
M11761,I007
M11762,I004
M11763,I006
M11764,I001
M11765,I007
M11766,I003
M11767,I007
M11768,I004
M11769,I006
M11770,I003
M11771,I003
M11772,I005
M11773,I001
M11774,I005
M11775,I002
M11776,I010
M11777,I002
M11778,I010
M11779,I008
M11780,I005
M11781,I001
M11782,I004
M11783,I007
M11784,I008
M11785,I007
M11786,I008
M11787,I009
M11788,I006
M11789,I010
M11790,I001
M11791,I007
M11792,I007
M11793,I008
M11794,I002
M11795,I006
M11796,I002
M11797,I006
M11798,I010
M11799,I008
M11800,I004
M11801,I002
M11802,I004
M11803,I004
M11804,I008
M11805,I007
M11806,I005
M11807,I007
M11808,I008
M11809,I007
M11810,I001
M11811,I005
M11812,I007
M11813,I006
M11814,I009
M11815,I003
M11816,I005
M11817,I004
M11818,I002
M11819,I008
M11820,I007
M11821,I005
M11822,I009
M11823,I004
M11824,I010
M11825,I007
M11826,I005
M11827,I004
M11828,I004
M11829,I010
M11830,I009
M11831,I008
M11832,I009
M11833,I010
M11834,I008
M11835,I009
M11836,I007
M11837,I009
M11838,I001
M11839,I003
M11840,I007
M11841,I002
M11842,I007
M11843,I004
M11844,I008
M11845,I003
M11846,I002
M11847,I004
M11848,I001
M11849,I007
M11850,I005
M11851,I009
M11852,I009
M11853,I005
M11854,I006
M11855,I005
M11856,I007
M11857,I002
M11858,I006
M11859,I004
M11860,I004
M11861,I008
M11862,I010
M11863,I007
M11864,I006
M11865,I007
M11866,I009
M11867,I003
M11868,I004
M11869,I009
M11870,I008
M11871,I010
M11872,I005
M11873,I005
M11874,I008
M11875,I006
M11876,I003
M11877,I004
M11878,I002
M11879,I005
M11880,I005
M11881,I010
M11882,I006
M11883,I002
M11884,I007
M11885,I008
M11886,I002
M11887,I005
M11888,I002
M11889,I004
M11890,I002
M11891,I001
M11892,I007
M11893,I010
M11894,I008
M11895,I008
M11896,I010
M11897,I007
M11898,I002
M11899,I009
M11900,I002
M11901,I008
M11902,I001
M11903,I006
M11904,I004
M11905,I010
M11906,I009
M11907,I001
M11908,I008
M11909,I002
M11910,I003
M11911,I007
M11912,I004
M11913,I004
M11914,I008
M11915,I008
M11916,I010
M11917,I001
M11918,I008
M11919,I010
M11920,I001
M11921,I007
M11922,I007
M11923,I009
M11924,I006
M11925,I003
M11926,I010
M11927,I007
M11928,I009
M11929,I002
M11930,I010
M11931,I006
M11932,I003
M11933,I002
M11934,I006
M11935,I007
M11936,I005
M11937,I010
M11938,I004
M11939,I008
M11940,I005
M11941,I009
M11942,I005
M11943,I001
M11944,I008
M11945,I001
M11946,I003
M11947,I008
M11948,I001
M11949,I005
M11950,I001
M11951,I008
M11952,I004
M11953,I009
M11954,I008
M11955,I004
M11956,I008
M11957,I005
M11958,I002
M11959,I007
M11960,I007
M11961,I007
M11962,I004
M11963,I006
M11964,I001
M11965,I004
M11966,I006
M11967,I008
M11968,I008
M11969,I010
M11970,I002
M11971,I004
M11972,I008
M11973,I002
M11974,I001
M11975,I003
M11976,I006
M11977,I005
M11978,I003
M11979,I009
M11980,I002
M11981,I003
M11982,I007
M11983,I004
M11984,I005
M11985,I007
M11986,I009
M11987,I008
M11988,I001
M11989,I003
M11990,I006
M11991,I001
M11992,I007
M11993,I007
M11994,I008
M11995,I006
M11996,I001
M11997,I006
M11998,I004
M11999,I002
M12000,I005
M12001,I006
M12002,I004
M12003,I003
M12004,I001
M12005,I008
M12006,I007
M12007,I004
M12008,I005
M12009,I005
M12010,I007
M12011,I009
M12012,I002
M12013,I006
M12014,I006
M12015,I004
M12016,I009
M12017,I003
M12018,I007
M12019,I005
M12020,I009
M12021,I008
M12022,I008
M12023,I003
M12024,I007
M12025,I006
M12026,I002
M12027,I010
M12028,I007
M12029,I002
M12030,I007
M12031,I005
M12032,I001
M12033,I010
M12034,I003
M12035,I004
M12036,I001
M12037,I003
M12038,I008
M12039,I003
M12040,I008
M12041,I008
M12042,I007
M12043,I010
M12044,I001
M12045,I008
M12046,I004
M12047,I005
M12048,I008
M12049,I007
M12050,I001
M12051,I002
M12052,I008
M12053,I006
M12054,I001
M12055,I003
M12056,I002
M12057,I009
M12058,I007
M12059,I004
M12060,I008
M12061,I010
M12062,I001
M12063,I003
M12064,I002
M12065,I002
M12066,I002
M12067,I005
M12068,I009
M12069,I006
M12070,I010
M12071,I006
M12072,I009
M12073,I005
M12074,I010
M12075,I010
M12076,I005
M12077,I007
M12078,I003
M12079,I010
M12080,I005
M12081,I004
M12082,I002
M12083,I010
M12084,I008
M12085,I008
M12086,I008
M12087,I002
M12088,I004
M12089,I010
M12090,I008
M12091,I004
M12092,I006
M12093,I002
M12094,I005
M12095,I007
M12096,I003
M12097,I001
M12098,I007
M12099,I008
M12100,I007
M12101,I008
M12102,I007
M12103,I005
M12104,I005
M12105,I004
M12106,I004
M12107,I009
M12108,I003
M12109,I002
M12110,I008
M12111,I010
M12112,I007
M12113,I007
M12114,I002
M12115,I007
M12116,I005
M12117,I001
M12118,I010
M12119,I003
M12120,I005
M12121,I010
M12122,I006
M12123,I007
M12124,I005
M12125,I004
M12126,I010
M12127,I004
M12128,I008
M12129,I003
M12130,I010
M12131,I004
M12132,I004
M12133,I008
M12134,I002
M12135,I002
M12136,I004
M12137,I005
M12138,I010
M12139,I005
M12140,I004
M12141,I010
M12142,I010
M12143,I006
M12144,I002
M12145,I003
M12146,I003
M12147,I001
M12148,I005
M12149,I004
M12150,I007
M12151,I010
M12152,I008
M12153,I001
M12154,I004
M12155,I002
M12156,I007
M12157,I008
M12158,I003
M12159,I002
M12160,I009
M12161,I007
M12162,I006
M12163,I003
M12164,I003
M12165,I008
M12166,I006
M12167,I007
M12168,I003
M12169,I004
M12170,I006
M12171,I008
M12172,I010
M12173,I008
M12174,I009
M12175,I006
M12176,I002
M12177,I001
M12178,I001
M12179,I008
M12180,I004
M12181,I008
M12182,I006
M12183,I009
M12184,I008
M12185,I005
M12186,I004
M12187,I008
M12188,I002
M12189,I003
M12190,I010
M12191,I005
M12192,I009
M12193,I004
M12194,I006
M12195,I003
M12196,I010
M12197,I006
M12198,I001
M12199,I005
M12200,I003
M12201,I009
M12202,I002
M12203,I005
M12204,I005
M12205,I009
M12206,I001
M12207,I009
M12208,I007
M12209,I009
M12210,I003
M12211,I010
M12212,I004
M12213,I008
M12214,I005
M12215,I002
M12216,I007
M12217,I004
M12218,I001
M12219,I007
M12220,I008
M12221,I002
M12222,I009
M12223,I004
M12224,I010
M12225,I003
M12226,I006
M12227,I009
M12228,I005
M12229,I007
M12230,I005
M12231,I008
M12232,I005
M12233,I001
M12234,I009
M12235,I008
M12236,I006
M12237,I005
M12238,I008
M12239,I006
M12240,I002
M12241,I005
M12242,I005
M12243,I006
M12244,I007
M12245,I007
M12246,I009
M12247,I002
M12248,I008
M12249,I009
M12250,I003
M12251,I010
M12252,I009
M12253,I007
M12254,I006
M12255,I005
M12256,I003
M12257,I009
M12258,I008
M12259,I003
M12260,I007
M12261,I007
M12262,I005
M12263,I004
M12264,I008
M12265,I010
M12266,I004
M12267,I004
M12268,I008
M12269,I003
M12270,I005
M12271,I007
M12272,I003
M12273,I007
M12274,I006
M12275,I009
M12276,I004
M12277,I006
M12278,I007
M12279,I007
M12280,I004
M12281,I003
M12282,I009
M12283,I006
M12284,I008
M12285,I001
M12286,I006
M12287,I001
M12288,I008
M12289,I001
M12290,I006
M12291,I008
M12292,I003
M12293,I003
M12294,I007
M12295,I001
M12296,I005
M12297,I003
M12298,I001
M12299,I004
M12300,I009
M12301,I010
M12302,I008
M12303,I003
M12304,I005
M12305,I001
M12306,I003
M12307,I004
M12308,I005
M12309,I001
M12310,I002
M12311,I007
M12312,I005
M12313,I003
M12314,I010
M12315,I006
M12316,I005
M12317,I007
M12318,I007
M12319,I007
M12320,I004
M12321,I002
M12322,I009
M12323,I001
M12324,I006
M12325,I004
M12326,I005
M12327,I006
M12328,I010
M12329,I006
M12330,I001
M12331,I010
M12332,I005
M12333,I010
M12334,I003
M12335,I006
M12336,I003
M12337,I003
M12338,I001
M12339,I003
M12340,I006
M12341,I002
M12342,I005
M12343,I007
M12344,I010
M12345,I006
M12346,I004
M12347,I002
M12348,I006
M12349,I007
M12350,I006
M12351,I001
M12352,I001
M12353,I008
M12354,I001
M12355,I004
M12356,I009
M12357,I004
M12358,I008
M12359,I002
M12360,I004
M12361,I007
M12362,I009
M12363,I007
M12364,I001
M12365,I006
M12366,I007
M12367,I004
M12368,I008
M12369,I008
M12370,I008
M12371,I008
M12372,I003
M12373,I010
M12374,I004
M12375,I004
M12376,I003
M12377,I002
M12378,I003
M12379,I006
M12380,I007
M12381,I002
M12382,I001
M12383,I001
M12384,I001
M12385,I005
M12386,I002
M12387,I002
M12388,I003
M12389,I007
M12390,I003
M12391,I007
M12392,I005
M12393,I003
M12394,I008
M12395,I002
M12396,I008
M12397,I003
M12398,I004
M12399,I009
M12400,I009
M12401,I009
M12402,I001
M12403,I010
M12404,I006
M12405,I006
M12406,I005
M12407,I001
M12408,I004
M12409,I007
M12410,I005
M12411,I003
M12412,I010
M12413,I001
M12414,I007
M12415,I002
M12416,I007
M12417,I005
M12418,I002
M12419,I007
M12420,I006
M12421,I001
M12422,I005
M12423,I009
M12424,I009
M12425,I003
M12426,I010
M12427,I008
M12428,I009
M12429,I010
M12430,I002
M12431,I001
M12432,I003
M12433,I002
M12434,I008
M12435,I001
M12436,I002
M12437,I004
M12438,I009
M12439,I006
M12440,I001
M12441,I004
M12442,I010
M12443,I007
M12444,I001
M12445,I003
M12446,I010
M12447,I007
M12448,I009
M12449,I003
M12450,I005
M12451,I002
M12452,I005
M12453,I007
M12454,I010
M12455,I009
M12456,I010
M12457,I007
M12458,I004
M12459,I008
M12460,I001
M12461,I004
M12462,I009
M12463,I006
M12464,I005
M12465,I008
M12466,I008
M12467,I008
M12468,I003
M12469,I007
M12470,I009
M12471,I003
M12472,I002
M12473,I004
M12474,I003
M12475,I002
M12476,I010
M12477,I001
M12478,I002
M12479,I006
M12480,I002
M12481,I002
M12482,I007
M12483,I002
M12484,I007
M12485,I010
M12486,I002
M12487,I005
M12488,I003
M12489,I009
M12490,I006
M12491,I009
M12492,I002
M12493,I002
M12494,I005
M12495,I007
M12496,I008
M12497,I006
M12498,I007
M12499,I006
M12500,I006
M12501,I001
M12502,I003
M12503,I004
M12504,I008
M12505,I005
M12506,I005
M12507,I006
M12508,I010
M12509,I003
M12510,I001
M12511,I008
M12512,I004
M12513,I008
M12514,I005
M12515,I004
M12516,I001
M12517,I004
M12518,I006
M12519,I004
M12520,I010
M12521,I007
M12522,I006
M12523,I010
M12524,I005
M12525,I003
M12526,I009
M12527,I010
M12528,I006
M12529,I008
M12530,I009
M12531,I001
M12532,I005
M12533,I003
M12534,I010
M12535,I001
M12536,I005
M12537,I007
M12538,I001
M12539,I006
M12540,I009
M12541,I006
M12542,I003
M12543,I009
M12544,I009
M12545,I010
M12546,I009
M12547,I010
M12548,I010
M12549,I006
M12550,I005
M12551,I008
M12552,I003
M12553,I006
M12554,I008
M12555,I002
M12556,I010
M12557,I002
M12558,I010
M12559,I001
M12560,I005
M12561,I007
M12562,I003
M12563,I010
M12564,I002
M12565,I010
M12566,I003
M12567,I009
M12568,I010
M12569,I005
M12570,I001
M12571,I003
M12572,I008
M12573,I010
M12574,I002
M12575,I010
M12576,I007
M12577,I009
M12578,I006
M12579,I004
M12580,I001
M12581,I001
M12582,I004
M12583,I009
M12584,I003
M12585,I005
M12586,I007
M12587,I010
M12588,I002
M12589,I006
M12590,I002
M12591,I003
M12592,I002
M12593,I004
M12594,I008
M12595,I006
M12596,I006
M12597,I008
M12598,I004
M12599,I009
M12600,I008
M12601,I005
M12602,I010
M12603,I001
M12604,I003
M12605,I002
M12606,I008
M12607,I004
M12608,I002
M12609,I003
M12610,I009
M12611,I005
M12612,I008
M12613,I010
M12614,I003
M12615,I005
M12616,I004
M12617,I004
M12618,I009
M12619,I004
M12620,I004
M12621,I010
M12622,I010
M12623,I001
M12624,I001
M12625,I007
M12626,I002
M12627,I003
M12628,I010
M12629,I007
M12630,I010
M12631,I007
M12632,I004
M12633,I008
M12634,I002
M12635,I010
M12636,I007
M12637,I005
M12638,I007
M12639,I010
M12640,I007
M12641,I010
M12642,I008
M12643,I007
M12644,I008
M12645,I001
M12646,I005
M12647,I002
M12648,I009
M12649,I010
M12650,I004
M12651,I004
M12652,I007
M12653,I007
M12654,I009
M12655,I003
M12656,I010
M12657,I009
M12658,I003
M12659,I006
M12660,I008
M12661,I009
M12662,I007
M12663,I005
M12664,I005
M12665,I010
M12666,I007
M12667,I003
M12668,I004
M12669,I008
M12670,I001
M12671,I003
M12672,I010
M12673,I002
M12674,I002
M12675,I003
M12676,I009
M12677,I002
M12678,I005
M12679,I006
M12680,I008
M12681,I008
M12682,I005
M12683,I007
M12684,I010
M12685,I003
M12686,I004
M12687,I002
M12688,I003
M12689,I001
M12690,I010
M12691,I008
M12692,I004
M12693,I003
M12694,I005
M12695,I003
M12696,I002
M12697,I009
M12698,I003
M12699,I003
M12700,I001
M12701,I009
M12702,I001
M12703,I003
M12704,I008
M12705,I008
M12706,I006
M12707,I001
M12708,I003
M12709,I006
M12710,I008
M12711,I003
M12712,I002
M12713,I003
M12714,I010
M12715,I006
M12716,I008
M12717,I008
M12718,I009
M12719,I008
M12720,I007
M12721,I010
M12722,I001
M12723,I004
M12724,I001
M12725,I009
M12726,I006
M12727,I005
M12728,I005
M12729,I009
M12730,I010
M12731,I008
M12732,I004
M12733,I005
M12734,I009
M12735,I007
M12736,I002
M12737,I004
M12738,I002
M12739,I006
M12740,I010
M12741,I001
M12742,I001
M12743,I009
M12744,I003
M12745,I006
M12746,I008
M12747,I006
M12748,I007
M12749,I007
M12750,I010
M12751,I006
M12752,I003
M12753,I008
M12754,I001
M12755,I003
M12756,I010
M12757,I005
M12758,I003
M12759,I003
M12760,I010
M12761,I007
M12762,I003
M12763,I003
M12764,I010
M12765,I001
M12766,I005
M12767,I009
M12768,I002
M12769,I007
M12770,I003
M12771,I007
M12772,I004
M12773,I008
M12774,I002
M12775,I010
M12776,I002
M12777,I009
M12778,I002
M12779,I001
M12780,I003
M12781,I004
M12782,I006
M12783,I002
M12784,I001
M12785,I006
M12786,I009
M12787,I005
M12788,I001
M12789,I010
M12790,I002
M12791,I007
M12792,I004
M12793,I008
M12794,I002
M12795,I009
M12796,I009
M12797,I007
M12798,I008
M12799,I010
M12800,I010
M12801,I001
M12802,I007
M12803,I006
M12804,I005
M12805,I001
M12806,I003
M12807,I002
M12808,I010
M12809,I001
M12810,I008
M12811,I005
M12812,I009
M12813,I010
M12814,I005
M12815,I001
M12816,I006
M12817,I007
M12818,I006
M12819,I008
M12820,I007
M12821,I005
M12822,I006
M12823,I005
M12824,I002
M12825,I007
M12826,I002
M12827,I003
M12828,I010
M12829,I010
M12830,I005
M12831,I006
M12832,I005
M12833,I008
M12834,I004
M12835,I004
M12836,I010
M12837,I001
M12838,I010
M12839,I009
M12840,I010
M12841,I008
M12842,I006
M12843,I009
M12844,I001
M12845,I003
M12846,I003
M12847,I002
M12848,I002
M12849,I008
M12850,I003
M12851,I002
M12852,I002
M12853,I003
M12854,I005
M12855,I010
M12856,I009
M12857,I010
M12858,I010
M12859,I007
M12860,I005
M12861,I001
M12862,I007
M12863,I009
M12864,I008
M12865,I001
M12866,I002
M12867,I008
M12868,I003
M12869,I008
M12870,I004
M12871,I009
M12872,I001
M12873,I004
M12874,I008
M12875,I010
M12876,I007
M12877,I009
M12878,I007
M12879,I001
M12880,I007
M12881,I005
M12882,I010
M12883,I010
M12884,I008
M12885,I003
M12886,I009
M12887,I009
M12888,I005
M12889,I006
M12890,I003
M12891,I002
M12892,I009
M12893,I003
M12894,I009
M12895,I003
M12896,I007
M12897,I006
M12898,I006
M12899,I002
M12900,I003
M12901,I003
M12902,I004
M12903,I009
M12904,I004
M12905,I009
M12906,I002
M12907,I001
M12908,I001
M12909,I009
M12910,I006
M12911,I009
M12912,I006
M12913,I007
M12914,I002
M12915,I006
M12916,I009
M12917,I003
M12918,I002
M12919,I006
M12920,I008
M12921,I003
M12922,I002
M12923,I004
M12924,I010
M12925,I005
M12926,I004
M12927,I004
M12928,I004
M12929,I006
M12930,I001
M12931,I005
M12932,I006
M12933,I005
M12934,I007
M12935,I009
M12936,I001
M12937,I001
M12938,I007
M12939,I008
M12940,I010
M12941,I003
M12942,I010
M12943,I010
M12944,I001
M12945,I010
M12946,I002
M12947,I009
M12948,I002
M12949,I001
M12950,I008
M12951,I001
M12952,I001
M12953,I006
M12954,I002
M12955,I002
M12956,I006
M12957,I001
M12958,I009
M12959,I004
M12960,I002
M12961,I004
M12962,I001
M12963,I001
M12964,I009
M12965,I005
M12966,I003
M12967,I008
M12968,I006
M12969,I005
M12970,I010
M12971,I002
M12972,I001
M12973,I010
M12974,I006
M12975,I008
M12976,I005
M12977,I005
M12978,I002
M12979,I003
M12980,I007
M12981,I001
M12982,I002
M12983,I003
M12984,I001
M12985,I008
M12986,I004
M12987,I010
M12988,I001
M12989,I002
M12990,I008
M12991,I007
M12992,I006
M12993,I002
M12994,I003
M12995,I001
M12996,I004
M12997,I008
M12998,I001
M12999,I005
M13000,I001
M13001,I002
M13002,I001
M13003,I010
M13004,I009
M13005,I006
M13006,I002
M13007,I009
M13008,I004
M13009,I001
M13010,I009
M13011,I002
M13012,I009
M13013,I005
M13014,I008
M13015,I008
M13016,I001
M13017,I005
M13018,I009
M13019,I004
M13020,I007
M13021,I001
M13022,I005
M13023,I009
M13024,I004
M13025,I005
M13026,I003
M13027,I004
M13028,I005
M13029,I005
M13030,I007
M13031,I005
M13032,I008
M13033,I008
M13034,I001
M13035,I009
M13036,I001
M13037,I008
M13038,I009
M13039,I004
M13040,I004
M13041,I004
M13042,I008
M13043,I009
M13044,I005
M13045,I009
M13046,I001
M13047,I010
M13048,I008
M13049,I001
M13050,I003
M13051,I004
M13052,I010
M13053,I007
M13054,I006
M13055,I004
M13056,I010
M13057,I005
M13058,I003
M13059,I007
M13060,I009
M13061,I008
M13062,I007
M13063,I010
M13064,I001
M13065,I003
M13066,I004
M13067,I001
M13068,I009
M13069,I010
M13070,I002
M13071,I002
M13072,I009
M13073,I003
M13074,I009
M13075,I008
M13076,I004
M13077,I008
M13078,I009
M13079,I002
M13080,I002
M13081,I006
M13082,I001
M13083,I005
M13084,I009
M13085,I005
M13086,I004
M13087,I006
M13088,I005
M13089,I005
M13090,I001
M13091,I008
M13092,I005
M13093,I005
M13094,I006
M13095,I005
M13096,I004
M13097,I003
M13098,I008
M13099,I003
M13100,I006
M13101,I009
M13102,I009
M13103,I007
M13104,I001
M13105,I005
M13106,I007
M13107,I001
M13108,I004
M13109,I007
M13110,I002
M13111,I002
M13112,I002
M13113,I004
M13114,I001
M13115,I002
M13116,I010
M13117,I007
M13118,I007
M13119,I010
M13120,I003
M13121,I004
M13122,I006
M13123,I006
M13124,I009
M13125,I001
M13126,I005
M13127,I001
M13128,I006
M13129,I007
M13130,I006
M13131,I004
M13132,I005
M13133,I006
M13134,I004
M13135,I001
M13136,I001
M13137,I004
M13138,I003
M13139,I008
M13140,I003
M13141,I002
M13142,I008
M13143,I009
M13144,I001
M13145,I002
M13146,I008
M13147,I005
M13148,I004
M13149,I002
M13150,I006
M13151,I004
M13152,I004
M13153,I006
M13154,I004
M13155,I003
M13156,I004
M13157,I008
M13158,I003
M13159,I005
M13160,I005
M13161,I002
M13162,I006
M13163,I010
M13164,I007
M13165,I009
M13166,I004
M13167,I001
M13168,I005
M13169,I001
M13170,I006
M13171,I009
M13172,I006
M13173,I009
M13174,I002
M13175,I010
M13176,I008
M13177,I010
M13178,I001
M13179,I005
M13180,I007
M13181,I004
M13182,I006
M13183,I003
M13184,I002
M13185,I006
M13186,I009
M13187,I006
M13188,I007
M13189,I003
M13190,I005
M13191,I007
M13192,I008
M13193,I007
M13194,I006
M13195,I005
M13196,I001
M13197,I007
M13198,I004
M13199,I009
M13200,I010
M13201,I005
M13202,I003
M13203,I002
M13204,I003
M13205,I007
M13206,I003
M13207,I002
M13208,I003
M13209,I009
M13210,I010
M13211,I009
M13212,I001
M13213,I006
M13214,I004
M13215,I008
M13216,I006
M13217,I004
M13218,I005
M13219,I006
M13220,I010
M13221,I004
M13222,I009
M13223,I007
M13224,I001
M13225,I007
M13226,I002
M13227,I003
M13228,I008
M13229,I008
M13230,I009
M13231,I010
M13232,I007
M13233,I007
M13234,I007
M13235,I006
M13236,I003
M13237,I007
M13238,I003
M13239,I004
M13240,I006
M13241,I006
M13242,I009
M13243,I003
M13244,I006
M13245,I001
M13246,I002
M13247,I001
M13248,I007
M13249,I009
M13250,I001
M13251,I007
M13252,I005
M13253,I010
M13254,I004
M13255,I007
M13256,I002
M13257,I003
M13258,I005
M13259,I003
M13260,I010
M13261,I008
M13262,I009
M13263,I001
M13264,I010
M13265,I003
M13266,I001
M13267,I005
M13268,I007
M13269,I008
M13270,I005
M13271,I007
M13272,I007
M13273,I002
M13274,I004
M13275,I010
M13276,I004
M13277,I004
M13278,I002
M13279,I006
M13280,I005
M13281,I009
M13282,I009
M13283,I007
M13284,I009
M13285,I004
M13286,I002
M13287,I003
M13288,I005
M13289,I006
M13290,I007
M13291,I008
M13292,I009
M13293,I003
M13294,I007
M13295,I002
M13296,I006
M13297,I004
M13298,I007
M13299,I009
M13300,I007
M13301,I009
M13302,I002
M13303,I009
M13304,I008
M13305,I004
M13306,I008
M13307,I004
M13308,I006
M13309,I004
M13310,I003
M13311,I007
M13312,I002
M13313,I004
M13314,I010
M13315,I001
M13316,I002
M13317,I007
M13318,I010
M13319,I010
M13320,I001
M13321,I002
M13322,I003
M13323,I001
M13324,I005
M13325,I009
M13326,I001
M13327,I009
M13328,I002
M13329,I009
M13330,I007
M13331,I004
M13332,I003
M13333,I005
M13334,I003
M13335,I001
M13336,I008
M13337,I006
M13338,I006
M13339,I004
M13340,I002
M13341,I003
M13342,I002
M13343,I007
M13344,I002
M13345,I009
M13346,I010
M13347,I006
M13348,I001
M13349,I004
M13350,I002
M13351,I007
M13352,I004
M13353,I009
M13354,I006
M13355,I004
M13356,I005
M13357,I002
M13358,I004
M13359,I007
M13360,I010
M13361,I008
M13362,I007
M13363,I001
M13364,I006
M13365,I002
M13366,I002
M13367,I002
M13368,I002
M13369,I006
M13370,I007
M13371,I003
M13372,I001
M13373,I004
M13374,I009
M13375,I005
M13376,I001
M13377,I005
M13378,I004
M13379,I003
M13380,I001
M13381,I003
M13382,I004
M13383,I005
M13384,I005
M13385,I006
M13386,I006
M13387,I005
M13388,I003
M13389,I002
M13390,I006
M13391,I004
M13392,I009
M13393,I006
M13394,I002
M13395,I009
M13396,I010
M13397,I009
M13398,I005
M13399,I006
M13400,I002
M13401,I010
M13402,I009
M13403,I007
M13404,I007
M13405,I003
M13406,I010
M13407,I007
M13408,I003
M13409,I008
M13410,I005
M13411,I010
M13412,I002
M13413,I009
M13414,I004
M13415,I009
M13416,I005
M13417,I009
M13418,I008
M13419,I007
M13420,I005
M13421,I008
M13422,I001
M13423,I002
M13424,I002
M13425,I003
M13426,I003
M13427,I006
M13428,I009
M13429,I008
M13430,I003
M13431,I006
M13432,I004
M13433,I008
M13434,I009
M13435,I010
M13436,I003
M13437,I008
M13438,I008
M13439,I002
M13440,I007
M13441,I004
M13442,I004
M13443,I002
M13444,I001
M13445,I001
M13446,I009
M13447,I001
M13448,I008
M13449,I001
M13450,I002
M13451,I003
M13452,I009
M13453,I004
M13454,I007
M13455,I003
M13456,I001
M13457,I009
M13458,I001
M13459,I001
M13460,I008
M13461,I003
M13462,I004
M13463,I004
M13464,I002
M13465,I004
M13466,I004
M13467,I001
M13468,I008
M13469,I010
M13470,I001
M13471,I009
M13472,I007
M13473,I005
M13474,I006
M13475,I002
M13476,I007
M13477,I003
M13478,I004
M13479,I001
M13480,I008
M13481,I007
M13482,I002
M13483,I007
M13484,I007
M13485,I008
M13486,I008
M13487,I002
M13488,I010
M13489,I008
M13490,I009
M13491,I006
M13492,I007
M13493,I004
M13494,I006
M13495,I004
M13496,I006
M13497,I005
M13498,I005
M13499,I004
M13500,I001
M13501,I003
M13502,I010
M13503,I008
M13504,I010
M13505,I010
M13506,I004
M13507,I010
M13508,I003
M13509,I004
M13510,I003
M13511,I003
M13512,I001
M13513,I007
M13514,I004
M13515,I008
M13516,I007
M13517,I003
M13518,I007
M13519,I002
M13520,I005
M13521,I002
M13522,I010
M13523,I008
M13524,I008
M13525,I007
M13526,I006
M13527,I005
M13528,I003
M13529,I004
M13530,I010
M13531,I009
M13532,I004
M13533,I006
M13534,I006
M13535,I004
M13536,I010
M13537,I008
M13538,I008
M13539,I002
M13540,I001
M13541,I008
M13542,I005
M13543,I006
M13544,I003
M13545,I002
M13546,I003
M13547,I003
M13548,I007
M13549,I001
M13550,I003
M13551,I008
M13552,I008
M13553,I008
M13554,I002
M13555,I006
M13556,I006
M13557,I003
M13558,I008
M13559,I008
M13560,I009
M13561,I004
M13562,I010
M13563,I002
M13564,I006
M13565,I010
M13566,I002
M13567,I003
M13568,I007
