doc_id,officer_id
D011671,C0458
D011672,C0182
D011673,C0094
D011674,C0451
D011675,C0145
D011676,C0434
D011677,C0427
D011678,C0146
D011679,C0243
D011680,C0249
D011681,C0301
D011682,C0420
D011683,C0346
D011684,C0322
D011685,C0083
D011686,C0317
D011687,C0162
D011688,C0272
D011689,C0446
D011690,C0477
D011691,C0149
D011692,C0047
D011693,C0104
D011694,C0189
D011695,C0206
D011696,C0126
D011697,C0389
D011698,C0102
D011699,C0178
D011700,C0379
D011701,C0061
D011702,C0165
D011703,C0434
D011704,C0426
D011705,C0342
D011706,C0133
D011707,C0160
D011708,C0466
D011709,C0493
D011710,C0219
D011711,C0206
D011712,C0063
D011713,C0155
D011714,C0011
D011715,C0458
D011716,C0118
D011717,C0411
D011718,C0293
D011719,C0011
D011720,C0396
D011721,C0312
D011722,C0468
D011723,C0207
D011724,C0354
D011725,C0013
D011726,C0208
D011727,C0219
D011728,C0410
D011729,C0405
D011730,C0165
D011731,C0310
D011732,C0232
D011733,C0139
D011734,C0492
D011735,C0338
D011736,C0223
D011737,C0070
D011738,C0409
D011739,C0250
D011740,C0475
D011741,C0109
D011742,C0397
D011743,C0168
D011744,C0403
D011745,C0338
D011746,C0399
D011747,C0252
D011748,C0065
D011749,C0416
D011750,C0025
D011751,C0479
D011752,C0410
D011753,C0151
D011754,C0236
D011755,C0334
D011756,C0157
D011757,C0494
D011758,C0314
D011759,C0200
D011760,C0228
D011761,C0494
D011762,C0217
D011763,C0345
D011764,C0127
D011765,C0090
D011766,C0302
D011767,C0173
D011768,C0293
D011769,C0257
D011770,C0262
D011771,C0363
D011772,C0183
D011773,C0217
D011774,C0483
D011775,C0030
D011776,C0173
D011777,C0217
D011778,C0218
D011779,C0422
D011780,C0041
D011781,C0132
D011782,C0020
D011783,C0140
D011784,C0102
D011785,C0377
D011786,C0499
D011787,C0420
D011788,C0319
D011789,C0359
D011790,C0344
D011791,C0030
D011792,C0136
D011793,C0319
D011794,C0124
D011795,C0293
D011796,C0123
D011797,C0252
D011798,C0235
D011799,C0249
D011800,C0025
D011801,C0460
D011802,C0133
D011803,C0121
D011804,C0093
D011805,C0028
D011806,C0143
D011807,C0176
D011808,C0064
D011809,C0469
D011810,C0222
D011811,C0162
D011812,C0185
D011813,C0452
D011814,C0481
D011815,C0318
D011816,C0273
D011817,C0098
D011818,C0206
D011819,C0223
D011820,C0314
D011821,C0094
D011822,C0093
D011823,C0125
D011824,C0205
D011825,C0338
D011826,C0362
D011827,C0171
D011828,C0408
D011829,C0261
D011830,C0362
D011831,C0436
D011832,C0208
D011833,C0051
D011834,C0100
D011835,C0377
D011836,C0441
D011837,C0054
D011838,C0240
D011839,C0372
D011840,C0397
D011841,C0178
D011842,C0312
D011843,C0022
D011844,C0049
D011845,C0028
D011846,C0286
D011847,C0445
D011848,C0352
D011849,C0487
D011850,C0198
D011851,C0030
D011852,C0119
D011853,C0220
D011854,C0318
D011855,C0332
D011856,C0071
D011857,C0423
D011858,C0324
D011859,C0379
D011860,C0143
D011861,C0400
D011862,C0211
D011863,C0219
D011864,C0304
D011865,C0243
D011866,C0458
D011867,C0210
D011868,C0150
D011869,C0324
D011870,C0115
D011871,C0144
D011872,C0176
D011873,C0447
D011874,C0422
D011875,C0118
D011876,C0115
D011877,C0180
D011878,C0469
D011879,C0470
D011880,C0460
D011881,C0443
D011882,C0214
D011883,C0267
D011884,C0392
D011885,C0002
D011886,C0367
D011887,C0117
D011888,C0019
D011889,C0431
D011890,C0324
D011891,C0425
D011892,C0273
D011893,C0422
D011894,C0227
D011895,C0124
D011896,C0399
D011897,C0284
D011898,C0118
D011899,C0100
D011900,C0392
D011901,C0240
D011902,C0183
D011903,C0341
D011904,C0163
D011905,C0050
D011906,C0240
D011907,C0289
D011908,C0063
D011909,C0220
D011910,C0489
D011911,C0487
D011912,C0154
D011913,C0068
D011914,C0292
D011915,C0175
D011916,C0022
D011917,C0449
D011918,C0055
D011919,C0221
D011920,C0433
D011921,C0043
D011922,C0250
D011923,C0125
D011924,C0067
D011925,C0278
D011926,C0069
D011927,C0384
D011928,C0194
D011929,C0311
D011930,C0471
D011931,C0081
D011932,C0242
D011933,C0237
D011934,C0439
D011935,C0295
D011936,C0388
D011937,C0300
D011938,C0458
D011939,C0298
D011940,C0333
D011941,C0392
D011942,C0123
D011943,C0324
D011944,C0361
D011945,C0406
D011946,C0085
D011947,C0009
D011948,C0291
D011949,C0221
D011950,C0190
D011951,C0072
D011952,C0141
D011953,C0018
D011954,C0093
D011955,C0174
D011956,C0276
D011957,C0484
D011958,C0172
D011959,C0492
D011960,C0062
D011961,C0390
D011962,C0311
D011963,C0212
D011964,C0394
D011965,C0359
D011966,C0322
D011967,C0253
D011968,C0472
D011969,C0474
D011970,C0359
D011971,C0055
D011972,C0152
D011973,C0412
D011974,C0457
D011975,C0158
D011976,C0200
D011977,C0371
D011978,C0311
D011979,C0427
D011980,C0459
D011981,C0123
D011982,C0115
D011983,C0227
D011984,C0334
D011985,C0052
D011986,C0403
D011987,C0262
D011988,C0276
D011989,C0337
D011990,C0038
D011991,C0233
D011992,C0395
D011993,C0320
D011994,C0433
D011995,C0301
D011996,C0262
D011997,C0007
D011998,C0298
D011999,C0032
D012000,C0394
D012001,C0159
D012002,C0125
D012003,C0236
D012004,C0403
D012005,C0199
D012006,C0293
D012007,C0043
D012008,C0417
D012009,C0102
D012010,C0252
D012011,C0096
D012012,C0139
D012013,C0303
D012014,C0289
D012015,C0156
D012016,C0141
D012017,C0391
D012018,C0382
D012019,C0369
D012020,C0256
D012021,C0060
D012022,C0193
D012023,C0025
D012024,C0267
D012025,C0098
D012026,C0321
D012027,C0148
D012028,C0315
D012029,C0251
D012030,C0465
D012031,C0126
D012032,C0149
D012033,C0338
D012034,C0068
D012035,C0413
D012036,C0421
D012037,C0463
D012038,C0220
D012039,C0410
D012040,C0211
D012041,C0162
D012042,C0179
D012043,C0349
D012044,C0271
D012045,C0124
D012046,C0239
D012047,C0449
D012048,C0365
D012049,C0134
D012050,C0036
D012051,C0431
D012052,C0047
D012053,C0061
D012054,C0153
D012055,C0453
D012056,C0067
D012057,C0172
D012058,C0149
D012059,C0136
D012060,C0341
D012061,C0464
D012062,C0188
D012063,C0309
D012064,C0113
D012065,C0212
D012066,C0239
D012067,C0150
D012068,C0114
D012069,C0257
D012070,C0381
D012071,C0180
D012072,C0360
D012073,C0254
D012074,C0417
D012075,C0096
D012076,C0157
D012077,C0282
D012078,C0231
D012079,C0144
D012080,C0431
D012081,C0492
D012082,C0482
D012083,C0046
D012084,C0273
D012085,C0386
D012086,C0175
D012087,C0058
D012088,C0173
D012089,C0017
D012090,C0371
D012091,C0136
D012092,C0082
D012093,C0322
D012094,C0066
D012095,C0499
D012096,C0059
D012097,C0463
D012098,C0091
D012099,C0072
D012100,C0332
D012101,C0215
D012102,C0469
D012103,C0047
D012104,C0332
D012105,C0169
D012106,C0165
D012107,C0154
D012108,C0371
D012109,C0313
D012110,C0451
D012111,C0024
D012112,C0156
D012113,C0155
D012114,C0249
D012115,C0092
D012116,C0120
D012117,C0321
D012118,C0379
D012119,C0369
D012120,C0156
D012121,C0422
D012122,C0288
D012123,C0082
D012124,C0140
D012125,C0335
D012126,C0333
D012127,C0111
D012128,C0371
D012129,C0026
D012130,C0363
D012131,C0038
D012132,C0256
D012133,C0012
D012134,C0342
D012135,C0223
D012136,C0314
D012137,C0480
D012138,C0273
D012139,C0171
D012140,C0042
D012141,C0424
D012142,C0450
D012143,C0017
D012144,C0159
D012145,C0287
D012146,C0218
D012147,C0165
D012148,C0214
D012149,C0055
D012150,C0210
D012151,C0080
D012152,C0399
D012153,C0372
D012154,C0202
D012155,C0439
D012156,C0057
D012157,C0229
D012158,C0409
D012159,C0119
D012160,C0375
D012161,C0472
D012162,C0153
D012163,C0450
D012164,C0276
D012165,C0428
D012166,C0341
D012167,C0170
D012168,C0040
D012169,C0054
D012170,C0243
D012171,C0162
D012172,C0470
D012173,C0241
D012174,C0371
D012175,C0334
D012176,C0214
D012177,C0498
D012178,C0460
D012179,C0010
D012180,C0410
D012181,C0482
D012182,C0456
D012183,C0189
D012184,C0091
D012185,C0366
D012186,C0106
D012187,C0274
D012188,C0160
D012189,C0197
D012190,C0473
D012191,C0436
D012192,C0354
D012193,C0094
D012194,C0158
D012195,C0306
D012196,C0172
D012197,C0108
D012198,C0381
D012199,C0223
D012200,C0475
D012201,C0454
D012202,C0487
D012203,C0371
D012204,C0231
D012205,C0122
D012206,C0272
D012207,C0268
D012208,C0220
D012209,C0200
D012210,C0146
D012211,C0173
D012212,C0004
D012213,C0296
D012214,C0400
D012215,C0169
D012216,C0016
D012217,C0073
D012218,C0073
D012219,C0376
D012220,C0246
D012221,C0023
D012222,C0048
D012223,C0380
D012224,C0436
D012225,C0494
D012226,C0353
D012227,C0420
D012228,C0338
D012229,C0311
D012230,C0126
D012231,C0392
D012232,C0410
D012233,C0013
D012234,C0187
D012235,C0295
D012236,C0305
D012237,C0312
D012238,C0438
D012239,C0460
D012240,C0431
D012241,C0442
D012242,C0207
D012243,C0294
D012244,C0218
D012245,C0065
D012246,C0496
D012247,C0481
D012248,C0493
D012249,C0451
D012250,C0037
D012251,C0421
D012252,C0319
D012253,C0315
D012254,C0304
D012255,C0308
D012256,C0028
D012257,C0338
D012258,C0096
D012259,C0110
D012260,C0474
D012261,C0357
D012262,C0459
D012263,C0316
D012264,C0306
D012265,C0387
D012266,C0088
D012267,C0002
D012268,C0263
D012269,C0343
D012270,C0304
D012271,C0406
D012272,C0239
D012273,C0410
D012274,C0448
D012275,C0078
D012276,C0122
D012277,C0230
D012278,C0249
D012279,C0427
D012280,C0274
D012281,C0117
D012282,C0256
D012283,C0353
D012284,C0422
D012285,C0129
D012286,C0354
D012287,C0205
D012288,C0133
D012289,C0331
D012290,C0297
D012291,C0275
D012292,C0050
D012293,C0295
D012294,C0348
D012295,C0301
D012296,C0327
D012297,C0126
D012298,C0482
D012299,C0470
D012300,C0207
D012301,C0280
D012302,C0390
D012303,C0245
D012304,C0339
D012305,C0266
D012306,C0003
D012307,C0002
D012308,C0365
D012309,C0035
D012310,C0324
D012311,C0079
D012312,C0236
D012313,C0289
D012314,C0335
D012315,C0489
D012316,C0454
D012317,C0128
D012318,C0389
D012319,C0261
D012320,C0425
D012321,C0036
D012322,C0063
D012323,C0081
D012324,C0137
D012325,C0450
D012326,C0353
D012327,C0191
D012328,C0235
D012329,C0004
D012330,C0216
D012331,C0211
D012332,C0084
D012333,C0480
D012334,C0030
D012335,C0228
D012336,C0123
D012337,C0316
D012338,C0271
D012339,C0225
D012340,C0345
D012341,C0040
D012342,C0084
D012343,C0104
D012344,C0479
D012345,C0486
D012346,C0229
D012347,C0390
D012348,C0389
D012349,C0143
D012350,C0091
D012351,C0153
D012352,C0058
D012353,C0160
D012354,C0175
D012355,C0252
D012356,C0117
D012357,C0293
D012358,C0345
D012359,C0268
D012360,C0038
D012361,C0024
D012362,C0486
D012363,C0043
D012364,C0234
D012365,C0082
D012366,C0470
D012367,C0232
D012368,C0489
D012369,C0456
D012370,C0284
D012371,C0152
D012372,C0218
D012373,C0148
D012374,C0096
D012375,C0049
D012376,C0004
D012377,C0055
D012378,C0348
D012379,C0192
D012380,C0258
D012381,C0312
D012382,C0002
D012383,C0293
D012384,C0351
D012385,C0112
D012386,C0259
D012387,C0138
D012388,C0241
D012389,C0165
D012390,C0350
D012391,C0424
D012392,C0130
D012393,C0027
D012394,C0420
D012395,C0261
D012396,C0192
D012397,C0156
D012398,C0200
D012399,C0485
D012400,C0136
D012401,C0183
D012402,C0150
D012403,C0383
D012404,C0142
D012405,C0028
D012406,C0415
D012407,C0145
D012408,C0424
D012409,C0190
D012410,C0429
D012411,C0343
D012412,C0281
D012413,C0343
D012414,C0390
D012415,C0201
D012416,C0172
D012417,C0302
D012418,C0249
D012419,C0049
D012420,C0047
D012421,C0469
D012422,C0500
D012423,C0266
D012424,C0379
D012425,C0372
D012426,C0309
D012427,C0317
D012428,C0130
D012429,C0295
D012430,C0357
D012431,C0371
D012432,C0206
D012433,C0447
D012434,C0125
D012435,C0184
D012436,C0333
D012437,C0389
D012438,C0129
D012439,C0381
D012440,C0345
D012441,C0056
D012442,C0136
D012443,C0491
D012444,C0400
D012445,C0149
D012446,C0480
D012447,C0431
D012448,C0006
D012449,C0218
D012450,C0060
D012451,C0211
D012452,C0183
D012453,C0005
D012454,C0472
D012455,C0003
D012456,C0370
D012457,C0242
D012458,C0347
D012459,C0149
D012460,C0118
D012461,C0310
D012462,C0203
D012463,C0239
D012464,C0483
D012465,C0446
D012466,C0128
D012467,C0328
D012468,C0285
D012469,C0073
D012470,C0076
D012471,C0032
D012472,C0075
D012473,C0186
D012474,C0246
D012475,C0317
D012476,C0341
D012477,C0374
D012478,C0094
D012479,C0449
D012480,C0155
D012481,C0212
D012482,C0248
D012483,C0140
D012484,C0414
D012485,C0106
D012486,C0397
D012487,C0365
D012488,C0008
D012489,C0435
D012490,C0448
D012491,C0017
D012492,C0171
D012493,C0378
D012494,C0215
D012495,C0216
D012496,C0283
D012497,C0164
D012498,C0294
D012499,C0023
D012500,C0305
D012501,C0324
D012502,C0452
D012503,C0159
D012504,C0223
D012505,C0445
D012506,C0161
D012507,C0147
D012508,C0383
D012509,C0061
D012510,C0082
D012511,C0036
D012512,C0417
D012513,C0171
D012514,C0331
D012515,C0366
D012516,C0132
D012517,C0158
D012518,C0289
D012519,C0431
D012520,C0217
D012521,C0177
D012522,C0411
D012523,C0488
D012524,C0060
D012525,C0395
D012526,C0293
D012527,C0442
D012528,C0023
D012529,C0150
D012530,C0152
D012531,C0333
D012532,C0389
D012533,C0076
D012534,C0214
D012535,C0087
D012536,C0369
D012537,C0311
D012538,C0467
D012539,C0160
D012540,C0074
D012541,C0094
D012542,C0076
D012543,C0027
D012544,C0397
D012545,C0282
D012546,C0468
D012547,C0084
D012548,C0073
D012549,C0132
D012550,C0266
D012551,C0124
D012552,C0417
D012553,C0014
D012554,C0053
D012555,C0266
D012556,C0078
D012557,C0018
D012558,C0350
D012559,C0233
D012560,C0296
D012561,C0349
D012562,C0065
D012563,C0249
D012564,C0270
D012565,C0456
D012566,C0159
D012567,C0284
D012568,C0191
D012569,C0329
D012570,C0325
D012571,C0432
D012572,C0010
D012573,C0093
D012574,C0163
D012575,C0018
D012576,C0457
D012577,C0103
D012578,C0031
D012579,C0194
D012580,C0032
D012581,C0488
D012582,C0309
D012583,C0180
D012584,C0114
D012585,C0357
D012586,C0421
D012587,C0111
D012588,C0082
D012589,C0280
D012590,C0419
D012591,C0049
D012592,C0060
D012593,C0370
D012594,C0373
D012595,C0073
D012596,C0263
D012597,C0332
D012598,C0173
D012599,C0435
D012600,C0217
D012601,C0277
D012602,C0290
D012603,C0264
D012604,C0214
D012605,C0468
D012606,C0341
D012607,C0253
D012608,C0323
D012609,C0216
D012610,C0453
D012611,C0265
D012612,C0221
D012613,C0326
D012614,C0487
D012615,C0449
D012616,C0353
D012617,C0399
D012618,C0347
D012619,C0084
D012620,C0189
D012621,C0084
D012622,C0293
D012623,C0357
D012624,C0185
D012625,C0055
D012626,C0441
D012627,C0415
D012628,C0330
D012629,C0314
D012630,C0443
D012631,C0338
D012632,C0407
D012633,C0450
D012634,C0168
D012635,C0452
D012636,C0255
D012637,C0360
D012638,C0115
D012639,C0499
D012640,C0014
D012641,C0109
D012642,C0263
D012643,C0167
D012644,C0411
D012645,C0278
D012646,C0095
D012647,C0031
D012648,C0451
D012649,C0289
D012650,C0232
D012651,C0381
D012652,C0344
D012653,C0353
D012654,C0195
D012655,C0238
D012656,C0070
D012657,C0106
D012658,C0448
D012659,C0095
D012660,C0121
D012661,C0143
D012662,C0068
D012663,C0263
D012664,C0415
D012665,C0298
D012666,C0461
D012667,C0053
D012668,C0044
D012669,C0051
D012670,C0074
D012671,C0473
D012672,C0397
D012673,C0380
D012674,C0498
D012675,C0148
D012676,C0347
D012677,C0101
D012678,C0152
D012679,C0220
D012680,C0407
D012681,C0371
D012682,C0352
D012683,C0103
D012684,C0410
D012685,C0397
D012686,C0082
D012687,C0089
D012688,C0113
D012689,C0172
D012690,C0277
D012691,C0333
D012692,C0195
D012693,C0231
D012694,C0134
D012695,C0288
D012696,C0404
D012697,C0057
D012698,C0193
D012699,C0263
D012700,C0022
D012701,C0025
D012702,C0048
D012703,C0243
D012704,C0258
D012705,C0283
D012706,C0071
D012707,C0120
D012708,C0110
D012709,C0019
D012710,C0472
D012711,C0239
D012712,C0243
D012713,C0143
D012714,C0163
D012715,C0123
D012716,C0151
D012717,C0185
D012718,C0061
D012719,C0368
D012720,C0312
D012721,C0373
D012722,C0057
D012723,C0435
D012724,C0493
D012725,C0027
D012726,C0174
D012727,C0420
D012728,C0214
D012729,C0419
D012730,C0498
D012731,C0230
D012732,C0100
D012733,C0055
D012734,C0073
D012735,C0379
D012736,C0225
D012737,C0095
D012738,C0335
D012739,C0260
D012740,C0488
D012741,C0032
D012742,C0320
D012743,C0129
D012744,C0421
D012745,C0229
D012746,C0298
D012747,C0435
D012748,C0069
D012749,C0126
D012750,C0444
D012751,C0359
D012752,C0047
D012753,C0280
D012754,C0381
D012755,C0125
D012756,C0067
D012757,C0054
D012758,C0135
D012759,C0247
D012760,C0421
D012761,C0137
D012762,C0346
D012763,C0228
D012764,C0341
D012765,C0268
D012766,C0094
D012767,C0019
D012768,C0455
D012769,C0361
D012770,C0331
D012771,C0446
D012772,C0113
D012773,C0421
D012774,C0123
D012775,C0080
D012776,C0042
D012777,C0180
D012778,C0075
D012779,C0209
D012780,C0062
D012781,C0447
D012782,C0211
D012783,C0325
D012784,C0141
D012785,C0202
D012786,C0310
D012787,C0088
D012788,C0327
D012789,C0118
D012790,C0167
D012791,C0206
D012792,C0160
D012793,C0243
D012794,C0389
D012795,C0394
D012796,C0360
D012797,C0169
D012798,C0109
D012799,C0364
D012800,C0173
D012801,C0405
D012802,C0053
D012803,C0230
D012804,C0252
D012805,C0179
D012806,C0246
D012807,C0343
D012808,C0400
D012809,C0285
D012810,C0321
D012811,C0388
D012812,C0353
D012813,C0243
D012814,C0463
D012815,C0163
D012816,C0470
D012817,C0282
D012818,C0232
D012819,C0082
D012820,C0168
D012821,C0182
D012822,C0139
D012823,C0103
D012824,C0353
D012825,C0077
D012826,C0008
D012827,C0225
D012828,C0205
D012829,C0130
D012830,C0032
D012831,C0161
D012832,C0351
D012833,C0348
D012834,C0345
D012835,C0149
D012836,C0207
D012837,C0153
D012838,C0480
D012839,C0323
D012840,C0129
D012841,C0487
D012842,C0182
D012843,C0046
D012844,C0287
D012845,C0041
D012846,C0035
D012847,C0136
D012848,C0132
D012849,C0451
D012850,C0277
D012851,C0024
D012852,C0345
D012853,C0033
D012854,C0414
D012855,C0001
D012856,C0089
D012857,C0383
D012858,C0108
D012859,C0408
D012860,C0366
D012861,C0202
D012862,C0187
D012863,C0377
D012864,C0205
D012865,C0422
D012866,C0289
D012867,C0386
D012868,C0048
D012869,C0254
D012870,C0130
D012871,C0097
D012872,C0283
D012873,C0243
D012874,C0357
D012875,C0081
D012876,C0210
D012877,C0320
D012878,C0180
D012879,C0365
D012880,C0080
D012881,C0314
D012882,C0450
D012883,C0076
D012884,C0295
D012885,C0283
D012886,C0303
D012887,C0271
D012888,C0322
D012889,C0359
D012890,C0061
D012891,C0226
D012892,C0118
D012893,C0466
D012894,C0203
D012895,C0447
D012896,C0444
D012897,C0279
D012898,C0476
D012899,C0077
D012900,C0388
D012901,C0331
D012902,C0373
D012903,C0321
D012904,C0112
D012905,C0369
D012906,C0207
D012907,C0117
D012908,C0334
D012909,C0058
D012910,C0492
D012911,C0335
D012912,C0264
D012913,C0019
D012914,C0036
D012915,C0385
D012916,C0030
D012917,C0261
D012918,C0197
D012919,C0263
D012920,C0493
D012921,C0242
D012922,C0481
D012923,C0293
D012924,C0380
D012925,C0362
D012926,C0067
D012927,C0158
D012928,C0123
D012929,C0285
D012930,C0106
D012931,C0045
D012932,C0177
D012933,C0483
D012934,C0086
D012935,C0157
D012936,C0051
D012937,C0465
D012938,C0179
D012939,C0186
D012940,C0439
D012941,C0228
D012942,C0299
D012943,C0484
D012944,C0397
D012945,C0105
D012946,C0371
D012947,C0102
D012948,C0017
D012949,C0212
D012950,C0220
D012951,C0413
D012952,C0103
D012953,C0243
D012954,C0433
D012955,C0048
D012956,C0099
D012957,C0450
D012958,C0470
D012959,C0271
D012960,C0049
D012961,C0215
D012962,C0327
D012963,C0498
D012964,C0403
D012965,C0481
D012966,C0141
D012967,C0442
D012968,C0351
D012969,C0271
D012970,C0063
D012971,C0131
D012972,C0303
D012973,C0221
D012974,C0339
D012975,C0226
D012976,C0144
D012977,C0472
D012978,C0343
D012979,C0317
D012980,C0339
D012981,C0117
D012982,C0327
D012983,C0262
D012984,C0226
D012985,C0348
D012986,C0211
D012987,C0198
D012988,C0177
D012989,C0206
D012990,C0350
D012991,C0351
D012992,C0013
D012993,C0057
D012994,C0001
D012995,C0365
D012996,C0451
D012997,C0224
D012998,C0280
D012999,C0233
D013000,C0234
D013001,C0137
D013002,C0189
D013003,C0178
D013004,C0246
D013005,C0353
D013006,C0054
D013007,C0480
D013008,C0119
D013009,C0401
D013010,C0094
D013011,C0097
D013012,C0432
D013013,C0481
D013014,C0254
D013015,C0277
D013016,C0224
D013017,C0455
D013018,C0422
D013019,C0088
D013020,C0058
D013021,C0247
D013022,C0485
D013023,C0401
D013024,C0479
D013025,C0217
D013026,C0242
D013027,C0263
D013028,C0014
D013029,C0296
D013030,C0280
D013031,C0463
D013032,C0112
D013033,C0068
D013034,C0499
D013035,C0301
D013036,C0042
D013037,C0057
D013038,C0082
D013039,C0399
D013040,C0141
D013041,C0023
D013042,C0237
D013043,C0345
D013044,C0405
D013045,C0417
D013046,C0095
D013047,C0433
D013048,C0115
D013049,C0399
D013050,C0239
D013051,C0492
D013052,C0356
D013053,C0037
D013054,C0391
D013055,C0127
D013056,C0452
D013057,C0376
D013058,C0421
D013059,C0324
D013060,C0419
D013061,C0093
D013062,C0074
D013063,C0112
D013064,C0461
D013065,C0384
D013066,C0459
D013067,C0467
D013068,C0078
D013069,C0194
D013070,C0013
D013071,C0304
D013072,C0039
D013073,C0251
D013074,C0186
D013075,C0367
D013076,C0180
D013077,C0199
D013078,C0036
D013079,C0391
D013080,C0456
D013081,C0172
D013082,C0402
D013083,C0250
D013084,C0224
D013085,C0234
D013086,C0147
D013087,C0123
D013088,C0225
D013089,C0345
D013090,C0294
D013091,C0486
D013092,C0264
D013093,C0489
D013094,C0386
D013095,C0003
D013096,C0376
D013097,C0102
D013098,C0054
D013099,C0181
D013100,C0129
D013101,C0400
D013102,C0244
D013103,C0189
D013104,C0474
D013105,C0106
D013106,C0319
D013107,C0033
D013108,C0080
D013109,C0042
D013110,C0036
D013111,C0064
D013112,C0295
D013113,C0473
D013114,C0396
D013115,C0372
D013116,C0264
D013117,C0147
D013118,C0139
D013119,C0382
D013120,C0212
D013121,C0146
D013122,C0326
D013123,C0039
D013124,C0205
D013125,C0372
D013126,C0328
D013127,C0101
D013128,C0215
D013129,C0002
D013130,C0470
D013131,C0344
D013132,C0215
D013133,C0035
D013134,C0241
D013135,C0092
D013136,C0168
D013137,C0130
D013138,C0461
D013139,C0382
D013140,C0104
D013141,C0207
D013142,C0413
D013143,C0467
D013144,C0147
D013145,C0131
D013146,C0194
D013147,C0163
D013148,C0094
D013149,C0052
D013150,C0459
D013151,C0252
D013152,C0463
D013153,C0361
D013154,C0450
D013155,C0396
D013156,C0269
D013157,C0227
D013158,C0149
D013159,C0271
D013160,C0217
D013161,C0372
D013162,C0011
D013163,C0253
D013164,C0174
D013165,C0471
D013166,C0254
D013167,C0200
D013168,C0214
D013169,C0029
D013170,C0376
D013171,C0123
D013172,C0150
D013173,C0020
D013174,C0368
D013175,C0150
D013176,C0184
D013177,C0153
D013178,C0105
D013179,C0147
D013180,C0025
D013181,C0192
D013182,C0120
D013183,C0473
D013184,C0208
D013185,C0052
D013186,C0032
D013187,C0099
D013188,C0118
D013189,C0496
D013190,C0419
D013191,C0047
D013192,C0095
D013193,C0292
D013194,C0395
D013195,C0454
D013196,C0375
D013197,C0046
D013198,C0199
D013199,C0345
D013200,C0109
D013201,C0087
D013202,C0166
D013203,C0068
D013204,C0112
D013205,C0406
D013206,C0022
D013207,C0118
D013208,C0140
D013209,C0488
D013210,C0129
D013211,C0378
D013212,C0170
D013213,C0263
D013214,C0203
D013215,C0244
D013216,C0169
D013217,C0340
D013218,C0259
D013219,C0427
D013220,C0484
D013221,C0304
D013222,C0027
D013223,C0130
D013224,C0220
D013225,C0483
D013226,C0246
D013227,C0500
D013228,C0187
D013229,C0281
D013230,C0012
D013231,C0117
D013232,C0129
D013233,C0458
D013234,C0324
D013235,C0279
D013236,C0392
D013237,C0111
D013238,C0098
D013239,C0303
D013240,C0339
D013241,C0156
D013242,C0406
D013243,C0488
D013244,C0217
D013245,C0472
D013246,C0018
D013247,C0027
D013248,C0225
D013249,C0336
D013250,C0411
D013251,C0233
D013252,C0472
D013253,C0483
D013254,C0235
D013255,C0304
D013256,C0275
D013257,C0100
D013258,C0369
D013259,C0499
D013260,C0085
D013261,C0004
D013262,C0222
D013263,C0198
D013264,C0188
D013265,C0355
D013266,C0268
D013267,C0015
D013268,C0467
D013269,C0334
D013270,C0040
D013271,C0145
D013272,C0362
D013273,C0159
D013274,C0128
D013275,C0298
D013276,C0385
D013277,C0234
D013278,C0387
D013279,C0302
D013280,C0212
D013281,C0139
D013282,C0025
D013283,C0404
D013284,C0011
D013285,C0100
D013286,C0054
D013287,C0437
D013288,C0325
D013289,C0338
D013290,C0223
D013291,C0179
D013292,C0421
D013293,C0351
D013294,C0303
D013295,C0232
D013296,C0049
D013297,C0007
D013298,C0353
D013299,C0107
D013300,C0486
D013301,C0135
D013302,C0046
D013303,C0244
D013304,C0026
D013305,C0022
D013306,C0317
D013307,C0348
D013308,C0341
D013309,C0340
D013310,C0455
D013311,C0336
D013312,C0500
D013313,C0163
D013314,C0439
D013315,C0406
D013316,C0293
D013317,C0131
D013318,C0142
D013319,C0428
D013320,C0068
D013321,C0023
D013322,C0235
D013323,C0288
D013324,C0151
D013325,C0198
D013326,C0372
D013327,C0069
D013328,C0262
D013329,C0117
D013330,C0465
D013331,C0372
D013332,C0458
D013333,C0300
D013334,C0295
D013335,C0288
D013336,C0071
D013337,C0344
D013338,C0063
D013339,C0211
D013340,C0495
D013341,C0300
D013342,C0433
D013343,C0088
D013344,C0038
D013345,C0458
D013346,C0192
D013347,C0111
D013348,C0132
D013349,C0337
D013350,C0078
D013351,C0318
D013352,C0336
D013353,C0245
D013354,C0152
D013355,C0025
D013356,C0372
D013357,C0037
D013358,C0304
D013359,C0162
D013360,C0460
D013361,C0049
D013362,C0284
D013363,C0342
D013364,C0200
D013365,C0497
D013366,C0440
D013367,C0309
D013368,C0127
D013369,C0319
D013370,C0424
D013371,C0393
D013372,C0424
D013373,C0125
D013374,C0259
D013375,C0222
D013376,C0044
D013377,C0021
D013378,C0227
D013379,C0200
D013380,C0261
D013381,C0299
D013382,C0377
D013383,C0458
D013384,C0256
D013385,C0040
D013386,C0019
D013387,C0345
D013388,C0312
D013389,C0388
D013390,C0254
D013391,C0095
D013392,C0414
D013393,C0362
D013394,C0390
D013395,C0316
D013396,C0005
D013397,C0077
D013398,C0395
D013399,C0404
D013400,C0188
D013401,C0038
D013402,C0097
D013403,C0063
D013404,C0285
D013405,C0491
D013406,C0441
D013407,C0065
D013408,C0187
D013409,C0232
D013410,C0149
D013411,C0115
D013412,C0443
D013413,C0040
D013414,C0365
D013415,C0409
D013416,C0073
D013417,C0115
D013418,C0462
