merchant_id,risk_id
M11188,R003
M11189,R002
M11190,R001
M11191,R001
M11192,R003
M11193,R003
M11194,R003
M11195,R001
M11196,R001
M11197,R002
M11198,R001
M11199,R003
M11200,R002
M11201,R002
M11202,R003
M11203,R002
M11204,R001
M11205,R002
M11206,R001
M11207,R003
M11208,R001
M11209,R001
M11210,R003
M11211,R002
M11212,R001
M11213,R001
M11214,R003
M11215,R001
M11216,R003
M11217,R003
M11218,R001
M11219,R002
M11220,R002
M11221,R002
M11222,R003
M11223,R001
M11224,R003
M11225,R002
M11226,R001
M11227,R003
M11228,R003
M11229,R001
M11230,R002
M11231,R003
M11232,R001
M11233,R001
M11234,R002
M11235,R002
M11236,R003
M11237,R003
M11238,R003
M11239,R001
M11240,R001
M11241,R002
M11242,R003
M11243,R002
M11244,R001
M11245,R003
M11246,R001
M11247,R002
M11248,R001
M11249,R003
M11250,R002
M11251,R002
M11252,R001
M11253,R002
M11254,R002
M11255,R002
M11256,R003
M11257,R002
M11258,R002
M11259,R003
M11260,R001
M11261,R003
M11262,R002
M11263,R001
M11264,R001
M11265,R003
M11266,R003
M11267,R003
M11268,R001
M11269,R003
M11270,R001
M11271,R001
M11272,R001
M11273,R002
M11274,R002
M11275,R002
M11276,R002
M11277,R002
M11278,R002
M11279,R001
M11280,R001
M11281,R002
M11282,R001
M11283,R002
M11284,R001
M11285,R003
M11286,R002
M11287,R002
M11288,R003
M11289,R001
M11290,R002
M11291,R001
M11292,R001
M11293,R003
M11294,R001
M11295,R003
M11296,R003
M11297,R002
M11298,R001
M11299,R001
M11300,R003
M11301,R003
M11302,R003
M11303,R003
M11304,R002
M11305,R002
M11306,R003
M11307,R002
M11308,R003
M11309,R001
M11310,R001
M11311,R003
M11312,R002
M11313,R003
M11314,R003
M11315,R001
M11316,R002
M11317,R002
M11318,R001
M11319,R002
M11320,R003
M11321,R003
M11322,R001
M11323,R003
M11324,R002
M11325,R001
M11326,R003
M11327,R003
M11328,R003
M11329,R003
M11330,R001
M11331,R002
M11332,R002
M11333,R001
M11334,R001
M11335,R002
M11336,R003
M11337,R001
M11338,R002
M11339,R003
M11340,R001
M11341,R001
M11342,R003
M11343,R003
M11344,R003
M11345,R002
M11346,R001
M11347,R002
M11348,R003
M11349,R001
M11350,R003
M11351,R001
M11352,R003
M11353,R003
M11354,R003
M11355,R001
M11356,R001
M11357,R001
M11358,R003
M11359,R002
M11360,R003
M11361,R001
M11362,R002
M11363,R002
M11364,R001
M11365,R002
M11366,R001
M11367,R002
M11368,R001
M11369,R002
M11370,R002
M11371,R002
M11372,R002
M11373,R001
M11374,R001
M11375,R002
M11376,R002
M11377,R001
M11378,R003
M11379,R002
M11380,R001
M11381,R001
M11382,R002
M11383,R003
M11384,R002
M11385,R002
M11386,R001
M11387,R001
M11388,R001
M11389,R002
M11390,R001
M11391,R002
M11392,R001
M11393,R003
M11394,R001
M11395,R002
M11396,R001
M11397,R003
M11398,R002
M11399,R003
M11400,R001
M11401,R001
M11402,R001
M11403,R003
M11404,R001
M11405,R002
M11406,R003
M11407,R001
M11408,R002
M11409,R003
M11410,R003
M11411,R002
M11412,R003
M11413,R002
M11414,R001
M11415,R002
M11416,R002
M11417,R001
M11418,R003
M11419,R003
M11420,R003
M11421,R003
M11422,R002
M11423,R003
M11424,R001
M11425,R002
M11426,R001
M11427,R003
M11428,R002
M11429,R001
M11430,R003
M11431,R003
M11432,R003
M11433,R001
M11434,R002
M11435,R001
M11436,R001
M11437,R001
M11438,R001
M11439,R003
M11440,R002
M11441,R001
M11442,R001
M11443,R003
M11444,R003
M11445,R002
M11446,R002
M11447,R003
M11448,R002
M11449,R003
M11450,R003
M11451,R003
M11452,R002
M11453,R001
M11454,R003
M11455,R001
M11456,R001
M11457,R002
M11458,R002
M11459,R001
M11460,R002
M11461,R003
M11462,R002
M11463,R002
M11464,R003
M11465,R002
M11466,R002
M11467,R001
M11468,R002
M11469,R003
M11470,R003
M11471,R002
M11472,R002
M11473,R002
M11474,R002
M11475,R003
M11476,R003
M11477,R003
M11478,R003
M11479,R003
M11480,R003
M11481,R002
M11482,R002
M11483,R001
M11484,R003
M11485,R001
M11486,R002
M11487,R001
M11488,R001
M11489,R003
M11490,R002
M11491,R002
M11492,R003
M11493,R002
M11494,R001
M11495,R002
M11496,R002
M11497,R001
M11498,R003
M11499,R002
M11500,R003
M11501,R001
M11502,R003
M11503,R001
M11504,R003
M11505,R003
M11506,R003
M11507,R002
M11508,R002
M11509,R002
M11510,R003
M11511,R002
M11512,R002
M11513,R002
M11514,R001
M11515,R001
M11516,R003
M11517,R003
M11518,R002
M11519,R001
M11520,R003
M11521,R001
M11522,R001
M11523,R001
M11524,R001
M11525,R002
M11526,R002
M11527,R003
M11528,R001
M11529,R002
M11530,R002
M11531,R002
M11532,R001
M11533,R001
M11534,R002
M11535,R003
M11536,R003
M11537,R003
M11538,R002
M11539,R003
M11540,R001
M11541,R001
M11542,R001
M11543,R001
M11544,R002
M11545,R001
M11546,R002
M11547,R002
M11548,R003
M11549,R001
M11550,R002
M11551,R003
M11552,R002
M11553,R003
M11554,R001
M11555,R001
M11556,R003
M11557,R001
M11558,R001
M11559,R002
M11560,R001
M11561,R001
M11562,R001
M11563,R003
M11564,R001
M11565,R001
M11566,R001
M11567,R002
M11568,R001
M11569,R003
M11570,R002
M11571,R002
M11572,R002
M11573,R003
M11574,R002
M11575,R003
M11576,R001
M11577,R001
M11578,R001
M11579,R002
M11580,R002
M11581,R001
M11582,R002
M11583,R001
M11584,R002
M11585,R003
M11586,R002
M11587,R002
M11588,R003
M11589,R001
M11590,R002
M11591,R003
M11592,R003
M11593,R002
M11594,R001
M11595,R002
M11596,R001
M11597,R003
M11598,R003
M11599,R003
M11600,R003
M11601,R003
M11602,R002
M11603,R003
M11604,R001
M11605,R003
M11606,R001
M11607,R003
M11608,R001
M11609,R001
M11610,R002
M11611,R003
M11612,R001
M11613,R002
M11614,R002
M11615,R001
M11616,R001
M11617,R003
M11618,R003
M11619,R002
M11620,R001
M11621,R003
M11622,R001
M11623,R001
M11624,R001
M11625,R003
M11626,R003
M11627,R002
M11628,R001
M11629,R001
M11630,R002
M11631,R001
M11632,R001
M11633,R002
M11634,R003
M11635,R001
M11636,R002
M11637,R002
M11638,R001
M11639,R002
M11640,R003
M11641,R003
M11642,R001
M11643,R001
M11644,R001
M11645,R002
M11646,R001
M11647,R003
M11648,R002
M11649,R002
M11650,R003
M11651,R003
M11652,R002
M11653,R001
M11654,R001
M11655,R002
M11656,R003
M11657,R003
M11658,R003
M11659,R003
M11660,R002
M11661,R001
M11662,R001
M11663,R002
M11664,R001
M11665,R002
M11666,R003
M11667,R001
M11668,R002
M11669,R003
M11670,R003
M11671,R002
M11672,R003
M11673,R001
M11674,R001
M11675,R002
M11676,R001
M11677,R001
M11678,R001
M11679,R001
M11680,R003
M11681,R002
M11682,R002
M11683,R001
M11684,R002
M11685,R002
M11686,R002
M11687,R001
M11688,R003
M11689,R002
M11690,R001
M11691,R003
M11692,R002
M11693,R003
M11694,R003
M11695,R001
M11696,R001
M11697,R002
M11698,R003
M11699,R001
M11700,R001
M11701,R003
M11702,R001
M11703,R003
M11704,R002
M11705,R002
M11706,R001
M11707,R001
M11708,R002
M11709,R001
M11710,R002
M11711,R003
M11712,R003
M11713,R003
M11714,R002
M11715,R002
M11716,R003
M11717,R003
M11718,R002
M11719,R002
M11720,R001
M11721,R003
M11722,R001
M11723,R001
M11724,R002
M11725,R001
M11726,R003
M11727,R002
M11728,R001
M11729,R002
M11730,R002
M11731,R003
M11732,R002
M11733,R002
M11734,R001
M11735,R001
M11736,R003
M11737,R001
M11738,R003
M11739,R001
M11740,R001
M11741,R001
M11742,R001
M11743,R001
M11744,R003
M11745,R002
M11746,R002
M11747,R002
M11748,R002
M11749,R003
M11750,R003
M11751,R002
M11752,R001
M11753,R001
M11754,R003
M11755,R001
M11756,R001
M11757,R003
M11758,R001
M11759,R001
M11760,R002
M11761,R001
M11762,R003
M11763,R003
M11764,R003
M11765,R001
M11766,R001
M11767,R002
M11768,R003
M11769,R002
M11770,R002
M11771,R003
M11772,R003
M11773,R003
M11774,R002
M11775,R003
M11776,R001
M11777,R003
M11778,R002
M11779,R003
M11780,R003
M11781,R002
M11782,R002
M11783,R001
M11784,R001
M11785,R001
M11786,R003
M11787,R002
M11788,R003
M11789,R001
M11790,R003
M11791,R001
M11792,R003
M11793,R003
M11794,R001
M11795,R003
M11796,R001
M11797,R003
M11798,R002
M11799,R003
M11800,R001
M11801,R003
M11802,R003
M11803,R001
M11804,R003
M11805,R001
M11806,R003
M11807,R001
M11808,R003
M11809,R003
M11810,R002
M11811,R002
M11812,R003
M11813,R003
M11814,R003
M11815,R001
M11816,R001
M11817,R001
M11818,R002
M11819,R002
M11820,R003
M11821,R001
M11822,R001
M11823,R001
M11824,R003
M11825,R001
M11826,R002
M11827,R002
M11828,R002
M11829,R002
M11830,R003
M11831,R002
M11832,R001
M11833,R003
M11834,R001
M11835,R002
M11836,R001
M11837,R002
M11838,R003
M11839,R002
M11840,R002
M11841,R002
M11842,R001
M11843,R001
M11844,R002
M11845,R001
M11846,R002
M11847,R002
M11848,R003
M11849,R002
M11850,R003
M11851,R002
M11852,R003
M11853,R003
M11854,R002
M11855,R003
M11856,R001
M11857,R002
M11858,R002
M11859,R002
M11860,R003
M11861,R002
M11862,R002
M11863,R003
M11864,R001
M11865,R001
M11866,R001
M11867,R003
M11868,R002
M11869,R003
M11870,R002
M11871,R001
M11872,R002
M11873,R002
M11874,R001
M11875,R001
M11876,R002
M11877,R001
M11878,R002
M11879,R003
M11880,R003
M11881,R001
M11882,R003
M11883,R002
M11884,R001
M11885,R001
M11886,R003
M11887,R002
M11888,R001
M11889,R001
M11890,R002
M11891,R002
M11892,R001
M11893,R003
M11894,R002
M11895,R002
M11896,R003
M11897,R002
M11898,R003
M11899,R002
M11900,R002
M11901,R001
M11902,R001
M11903,R003
M11904,R003
M11905,R003
M11906,R002
M11907,R003
M11908,R001
M11909,R003
M11910,R001
M11911,R003
M11912,R003
M11913,R003
M11914,R002
M11915,R002
M11916,R001
M11917,R001
M11918,R003
M11919,R001
M11920,R003
M11921,R001
M11922,R003
M11923,R003
M11924,R001
M11925,R003
M11926,R003
M11927,R002
M11928,R001
M11929,R002
M11930,R002
M11931,R003
M11932,R003
M11933,R001
M11934,R001
M11935,R001
M11936,R003
M11937,R001
M11938,R003
M11939,R003
M11940,R003
M11941,R001
M11942,R002
M11943,R001
M11944,R001
M11945,R003
M11946,R002
M11947,R001
M11948,R001
M11949,R001
M11950,R001
M11951,R002
M11952,R001
M11953,R002
M11954,R001
M11955,R003
M11956,R001
M11957,R002
M11958,R002
M11959,R002
M11960,R002
M11961,R001
M11962,R002
M11963,R003
M11964,R001
M11965,R003
M11966,R001
M11967,R002
M11968,R001
M11969,R002
M11970,R001
M11971,R002
M11972,R001
M11973,R002
M11974,R003
M11975,R001
M11976,R001
M11977,R001
M11978,R003
M11979,R001
M11980,R003
M11981,R003
M11982,R002
M11983,R002
M11984,R001
M11985,R002
M11986,R002
M11987,R001
M11988,R001
M11989,R003
M11990,R002
M11991,R003
M11992,R003
M11993,R001
M11994,R001
M11995,R002
M11996,R001
M11997,R002
M11998,R003
M11999,R003
M12000,R001
M12001,R002
M12002,R003
M12003,R001
M12004,R002
M12005,R002
M12006,R003
M12007,R003
M12008,R003
M12009,R002
M12010,R003
M12011,R002
M12012,R002
M12013,R002
M12014,R003
M12015,R003
M12016,R001
M12017,R001
M12018,R002
M12019,R001
M12020,R003
M12021,R001
M12022,R002
M12023,R001
M12024,R002
M12025,R001
M12026,R003
M12027,R002
M12028,R003
M12029,R002
M12030,R002
M12031,R001
M12032,R002
M12033,R001
M12034,R001
M12035,R003
M12036,R001
M12037,R002
M12038,R003
M12039,R002
M12040,R001
M12041,R002
M12042,R003
M12043,R002
M12044,R002
M12045,R002
M12046,R001
M12047,R001
M12048,R002
M12049,R001
M12050,R001
M12051,R003
M12052,R002
M12053,R002
M12054,R002
M12055,R001
M12056,R002
M12057,R002
M12058,R002
M12059,R002
M12060,R002
M12061,R001
M12062,R003
M12063,R001
M12064,R001
M12065,R002
M12066,R002
M12067,R002
M12068,R002
M12069,R001
M12070,R001
M12071,R002
M12072,R003
M12073,R002
M12074,R003
M12075,R002
M12076,R002
M12077,R003
M12078,R003
M12079,R001
M12080,R002
M12081,R003
M12082,R002
M12083,R002
M12084,R002
M12085,R001
M12086,R003
M12087,R001
M12088,R002
M12089,R001
M12090,R003
M12091,R003
M12092,R002
M12093,R002
M12094,R002
M12095,R001
M12096,R001
M12097,R003
M12098,R003
M12099,R003
M12100,R001
M12101,R003
M12102,R002
M12103,R003
M12104,R001
M12105,R003
M12106,R001
M12107,R003
M12108,R001
M12109,R001
M12110,R003
M12111,R003
M12112,R002
M12113,R002
M12114,R003
M12115,R003
M12116,R002
M12117,R003
M12118,R002
M12119,R003
M12120,R001
M12121,R003
M12122,R003
M12123,R002
M12124,R003
M12125,R001
M12126,R003
M12127,R003
M12128,R002
M12129,R003
M12130,R003
M12131,R002
M12132,R002
M12133,R002
M12134,R002
M12135,R003
M12136,R003
M12137,R002
M12138,R003
M12139,R002
M12140,R002
M12141,R002
M12142,R001
M12143,R003
M12144,R001
M12145,R003
M12146,R002
M12147,R002
M12148,R001
M12149,R003
M12150,R001
M12151,R001
M12152,R002
M12153,R003
M12154,R002
M12155,R003
M12156,R001
M12157,R001
M12158,R001
M12159,R003
M12160,R002
M12161,R002
M12162,R003
M12163,R003
M12164,R001
M12165,R001
M12166,R003
M12167,R001
M12168,R003
M12169,R003
M12170,R002
M12171,R003
M12172,R001
M12173,R003
M12174,R003
M12175,R001
M12176,R001
M12177,R002
M12178,R002
M12179,R002
M12180,R002
M12181,R003
M12182,R003
M12183,R003
M12184,R003
M12185,R003
M12186,R003
M12187,R002
M12188,R002
M12189,R001
M12190,R003
M12191,R001
M12192,R002
M12193,R003
M12194,R003
M12195,R001
M12196,R002
M12197,R001
M12198,R002
M12199,R003
M12200,R003
M12201,R001
M12202,R003
M12203,R002
M12204,R002
M12205,R002
M12206,R001
M12207,R003
M12208,R001
M12209,R001
M12210,R001
M12211,R002
M12212,R002
M12213,R001
M12214,R001
M12215,R003
M12216,R001
M12217,R002
M12218,R002
M12219,R001
M12220,R003
M12221,R002
M12222,R002
M12223,R002
M12224,R001
M12225,R003
M12226,R003
M12227,R003
M12228,R001
M12229,R001
M12230,R003
M12231,R001
M12232,R002
M12233,R002
M12234,R003
M12235,R001
M12236,R002
M12237,R003
M12238,R003
M12239,R001
M12240,R003
M12241,R003
M12242,R002
M12243,R003
M12244,R001
M12245,R001
M12246,R002
M12247,R003
M12248,R001
M12249,R003
M12250,R001
M12251,R002
M12252,R003
M12253,R002
M12254,R001
M12255,R003
M12256,R001
M12257,R002
M12258,R002
M12259,R001
M12260,R002
M12261,R001
M12262,R003
M12263,R001
M12264,R002
M12265,R003
M12266,R003
M12267,R002
M12268,R001
M12269,R002
M12270,R001
M12271,R001
M12272,R001
M12273,R002
M12274,R001
M12275,R002
M12276,R001
M12277,R001
M12278,R002
M12279,R001
M12280,R002
M12281,R001
M12282,R002
M12283,R002
M12284,R003
M12285,R003
M12286,R002
M12287,R002
M12288,R001
M12289,R003
M12290,R002
M12291,R002
M12292,R003
M12293,R003
M12294,R002
M12295,R002
M12296,R001
M12297,R003
M12298,R003
M12299,R001
M12300,R001
M12301,R001
M12302,R001
M12303,R001
M12304,R003
M12305,R003
M12306,R001
M12307,R001
M12308,R002
M12309,R003
M12310,R002
M12311,R001
M12312,R003
M12313,R003
M12314,R003
M12315,R001
M12316,R003
M12317,R002
M12318,R002
M12319,R001
M12320,R001
M12321,R003
M12322,R003
M12323,R002
M12324,R003
M12325,R001
M12326,R003
M12327,R001
M12328,R002
M12329,R001
M12330,R002
M12331,R003
M12332,R001
M12333,R001
M12334,R003
M12335,R002
M12336,R001
M12337,R003
M12338,R003
M12339,R003
M12340,R003
M12341,R001
M12342,R001
M12343,R002
M12344,R002
M12345,R003
M12346,R003
M12347,R003
M12348,R002
M12349,R003
M12350,R001
M12351,R001
M12352,R001
M12353,R003
M12354,R003
M12355,R001
M12356,R003
M12357,R002
M12358,R003
M12359,R003
M12360,R001
M12361,R003
M12362,R001
M12363,R001
M12364,R001
M12365,R002
M12366,R002
M12367,R001
M12368,R002
M12369,R001
M12370,R001
M12371,R002
M12372,R003
M12373,R002
M12374,R001
M12375,R001
M12376,R001
M12377,R003
M12378,R003
M12379,R001
M12380,R001
M12381,R003
M12382,R003
M12383,R001
M12384,R002
M12385,R003
M12386,R002
M12387,R001
M12388,R001
M12389,R001
M12390,R001
M12391,R002
M12392,R002
M12393,R002
M12394,R003
M12395,R003
M12396,R002
M12397,R003
M12398,R003
M12399,R001
M12400,R001
M12401,R002
M12402,R002
M12403,R003
M12404,R003
M12405,R002
M12406,R002
M12407,R002
M12408,R002
M12409,R003
M12410,R002
M12411,R003
M12412,R002
M12413,R002
M12414,R001
M12415,R002
M12416,R001
M12417,R002
M12418,R003
M12419,R003
M12420,R001
M12421,R001
M12422,R003
M12423,R003
M12424,R002
M12425,R003
M12426,R002
M12427,R003
M12428,R002
M12429,R001
M12430,R001
M12431,R001
M12432,R003
M12433,R001
M12434,R002
M12435,R002
M12436,R001
M12437,R001
M12438,R001
M12439,R002
M12440,R002
M12441,R001
M12442,R003
M12443,R001
M12444,R002
M12445,R003
M12446,R002
M12447,R001
M12448,R002
M12449,R002
M12450,R003
M12451,R001
M12452,R001
M12453,R003
M12454,R003
M12455,R001
M12456,R003
M12457,R001
M12458,R002
M12459,R003
M12460,R002
M12461,R003
M12462,R001
M12463,R002
M12464,R001
M12465,R003
M12466,R002
M12467,R003
M12468,R003
M12469,R003
M12470,R003
M12471,R001
M12472,R003
M12473,R001
M12474,R001
M12475,R002
M12476,R003
M12477,R003
M12478,R001
M12479,R003
M12480,R001
M12481,R002
M12482,R003
M12483,R001
M12484,R001
M12485,R001
M12486,R001
M12487,R003
M12488,R003
M12489,R003
M12490,R002
M12491,R001
M12492,R001
M12493,R001
M12494,R002
M12495,R002
M12496,R001
M12497,R001
M12498,R002
M12499,R003
M12500,R001
M12501,R003
M12502,R002
M12503,R002
M12504,R003
M12505,R001
M12506,R002
M12507,R003
M12508,R002
M12509,R001
M12510,R002
M12511,R002
M12512,R002
M12513,R003
M12514,R001
M12515,R002
M12516,R003
M12517,R001
M12518,R002
M12519,R002
M12520,R001
M12521,R002
M12522,R003
M12523,R003
M12524,R003
M12525,R001
M12526,R003
M12527,R002
M12528,R002
M12529,R003
M12530,R002
M12531,R002
M12532,R002
M12533,R003
M12534,R003
M12535,R002
M12536,R003
M12537,R003
M12538,R001
M12539,R001
M12540,R003
M12541,R003
M12542,R003
M12543,R002
M12544,R001
M12545,R003
M12546,R001
M12547,R002
M12548,R002
M12549,R001
M12550,R003
M12551,R002
M12552,R003
M12553,R002
M12554,R001
M12555,R003
M12556,R001
M12557,R001
M12558,R002
M12559,R001
M12560,R001
M12561,R001
M12562,R003
M12563,R001
M12564,R003
M12565,R002
M12566,R002
M12567,R003
M12568,R002
M12569,R003
M12570,R002
M12571,R003
M12572,R001
M12573,R002
M12574,R003
M12575,R001
M12576,R003
M12577,R001
M12578,R001
M12579,R003
M12580,R001
M12581,R003
M12582,R001
M12583,R002
M12584,R003
M12585,R001
M12586,R002
M12587,R003
M12588,R002
M12589,R001
M12590,R003
M12591,R003
M12592,R002
M12593,R003
M12594,R002
M12595,R003
M12596,R001
M12597,R001
M12598,R001
M12599,R003
M12600,R003
M12601,R001
M12602,R003
M12603,R002
M12604,R003
M12605,R003
M12606,R001
M12607,R002
M12608,R002
M12609,R003
M12610,R003
M12611,R001
M12612,R001
M12613,R001
M12614,R003
M12615,R001
M12616,R003
M12617,R002
M12618,R003
M12619,R001
M12620,R003
M12621,R003
M12622,R002
M12623,R002
M12624,R003
M12625,R001
M12626,R003
M12627,R002
M12628,R003
M12629,R001
M12630,R002
M12631,R001
M12632,R003
M12633,R003
M12634,R003
M12635,R003
M12636,R002
M12637,R001
M12638,R001
M12639,R002
M12640,R003
M12641,R002
M12642,R002
M12643,R003
M12644,R003
M12645,R002
M12646,R003
M12647,R002
M12648,R001
M12649,R003
M12650,R001
M12651,R001
M12652,R001
M12653,R001
M12654,R002
M12655,R001
M12656,R002
M12657,R002
M12658,R002
M12659,R001
M12660,R001
M12661,R001
M12662,R001
M12663,R002
M12664,R003
M12665,R003
M12666,R003
M12667,R003
M12668,R003
M12669,R003
M12670,R001
M12671,R002
M12672,R002
M12673,R002
M12674,R001
M12675,R002
M12676,R003
M12677,R002
M12678,R001
M12679,R002
M12680,R002
M12681,R001
M12682,R001
M12683,R003
M12684,R001
M12685,R001
M12686,R003
M12687,R001
M12688,R001
M12689,R002
M12690,R001
M12691,R002
M12692,R001
M12693,R002
M12694,R003
M12695,R001
M12696,R003
M12697,R002
M12698,R002
M12699,R003
M12700,R002
M12701,R003
M12702,R003
M12703,R001
M12704,R002
M12705,R002
M12706,R003
M12707,R002
M12708,R001
M12709,R003
M12710,R002
M12711,R003
M12712,R003
M12713,R003
M12714,R003
M12715,R003
M12716,R002
M12717,R001
M12718,R001
M12719,R002
M12720,R002
M12721,R003
M12722,R001
M12723,R002
M12724,R001
M12725,R003
M12726,R002
M12727,R002
M12728,R001
M12729,R001
M12730,R001
M12731,R003
M12732,R003
M12733,R001
M12734,R001
M12735,R002
M12736,R002
M12737,R003
M12738,R003
M12739,R002
M12740,R002
M12741,R002
M12742,R001
M12743,R003
M12744,R003
M12745,R003
M12746,R001
M12747,R001
M12748,R001
M12749,R003
M12750,R003
M12751,R003
M12752,R003
M12753,R003
M12754,R003
M12755,R003
M12756,R002
M12757,R001
M12758,R003
M12759,R003
M12760,R001
M12761,R001
M12762,R002
M12763,R003
M12764,R002
M12765,R003
M12766,R002
M12767,R003
M12768,R002
M12769,R002
M12770,R003
M12771,R002
M12772,R001
M12773,R001
M12774,R002
M12775,R001
M12776,R002
M12777,R002
M12778,R002
M12779,R003
M12780,R003
M12781,R003
M12782,R003
M12783,R001
M12784,R001
M12785,R001
M12786,R002
M12787,R002
M12788,R002
M12789,R003
M12790,R002
M12791,R002
M12792,R001
M12793,R002
M12794,R002
M12795,R001
M12796,R001
M12797,R003
M12798,R002
M12799,R001
M12800,R003
M12801,R001
M12802,R002
M12803,R003
M12804,R003
M12805,R002
M12806,R003
M12807,R001
M12808,R001
M12809,R003
M12810,R002
M12811,R002
M12812,R001
M12813,R003
M12814,R001
M12815,R003
M12816,R002
M12817,R002
M12818,R002
M12819,R003
M12820,R001
M12821,R003
M12822,R003
M12823,R001
M12824,R002
M12825,R003
M12826,R002
M12827,R003
M12828,R001
M12829,R001
M12830,R001
M12831,R001
M12832,R002
M12833,R001
M12834,R002
M12835,R002
M12836,R003
M12837,R002
M12838,R001
M12839,R001
M12840,R002
M12841,R001
M12842,R003
M12843,R001
M12844,R003
M12845,R003
M12846,R002
M12847,R001
M12848,R002
M12849,R002
M12850,R002
M12851,R002
M12852,R001
M12853,R003
M12854,R003
M12855,R003
M12856,R003
M12857,R003
M12858,R001
M12859,R003
M12860,R001
M12861,R003
M12862,R003
M12863,R001
M12864,R002
M12865,R003
M12866,R002
M12867,R001
M12868,R003
M12869,R001
M12870,R002
M12871,R003
M12872,R001
M12873,R001
M12874,R002
M12875,R001
M12876,R003
M12877,R002
M12878,R003
M12879,R003
M12880,R001
M12881,R002
M12882,R003
M12883,R002
M12884,R002
M12885,R003
M12886,R002
M12887,R002
M12888,R002
M12889,R002
M12890,R003
M12891,R002
M12892,R002
M12893,R002
M12894,R003
M12895,R002
M12896,R003
M12897,R003
M12898,R001
M12899,R003
M12900,R002
M12901,R001
M12902,R001
M12903,R002
M12904,R003
M12905,R001
M12906,R002
M12907,R002
M12908,R002
M12909,R003
M12910,R002
M12911,R003
M12912,R002
M12913,R001
M12914,R003
M12915,R001
M12916,R002
M12917,R003
M12918,R003
M12919,R002
M12920,R003
M12921,R002
M12922,R002
M12923,R001
M12924,R002
M12925,R003
M12926,R002
M12927,R003
M12928,R001
M12929,R003
M12930,R003
M12931,R001
M12932,R003
M12933,R001
M12934,R003
M12935,R003
M12936,R002
M12937,R003
M12938,R001
M12939,R003
M12940,R003
M12941,R003
M12942,R002
M12943,R001
M12944,R003
M12945,R002
M12946,R003
M12947,R003
M12948,R002
M12949,R001
M12950,R001
M12951,R001
M12952,R002
M12953,R003
M12954,R002
M12955,R003
M12956,R002
M12957,R003
M12958,R002
M12959,R001
M12960,R003
M12961,R003
M12962,R002
M12963,R003
M12964,R002
M12965,R002
M12966,R003
M12967,R003
M12968,R001
M12969,R003
M12970,R001
M12971,R002
M12972,R001
M12973,R001
M12974,R002
M12975,R001
M12976,R002
M12977,R002
M12978,R003
M12979,R003
M12980,R002
M12981,R003
M12982,R002
M12983,R003
M12984,R001
M12985,R003
M12986,R001
M12987,R001
M12988,R002
M12989,R002
M12990,R003
M12991,R003
M12992,R003
M12993,R003
M12994,R003
M12995,R002
M12996,R001
M12997,R001
M12998,R003
M12999,R002
M13000,R001
M13001,R001
M13002,R002
M13003,R001
M13004,R003
M13005,R001
M13006,R002
M13007,R002
M13008,R003
M13009,R003
M13010,R003
M13011,R002
M13012,R002
M13013,R003
M13014,R003
M13015,R001
M13016,R002
M13017,R003
M13018,R002
M13019,R002
M13020,R002
M13021,R003
M13022,R003
M13023,R002
M13024,R001
M13025,R003
M13026,R002
M13027,R003
M13028,R002
M13029,R002
M13030,R002
M13031,R003
M13032,R003
M13033,R003
M13034,R001
M13035,R001
M13036,R002
M13037,R003
M13038,R001
M13039,R002
M13040,R001
M13041,R001
M13042,R003
M13043,R001
M13044,R001
M13045,R001
M13046,R002
M13047,R002
M13048,R003
M13049,R001
M13050,R001
M13051,R002
M13052,R002
M13053,R001
M13054,R001
M13055,R001
M13056,R001
M13057,R002
M13058,R003
M13059,R002
M13060,R001
M13061,R002
M13062,R003
M13063,R002
M13064,R003
M13065,R002
M13066,R002
M13067,R001
M13068,R003
M13069,R003
M13070,R003
M13071,R001
M13072,R001
M13073,R001
M13074,R002
M13075,R003
M13076,R003
M13077,R003
M13078,R001
M13079,R002
M13080,R003
M13081,R001
M13082,R001
M13083,R001
M13084,R003
M13085,R001
M13086,R002
M13087,R001
M13088,R003
M13089,R001
M13090,R002
M13091,R003
M13092,R001
M13093,R001
M13094,R001
M13095,R001
M13096,R001
M13097,R001
M13098,R001
M13099,R002
M13100,R003
M13101,R001
M13102,R002
M13103,R001
M13104,R003
M13105,R001
M13106,R003
M13107,R001
M13108,R003
M13109,R001
M13110,R001
M13111,R001
M13112,R003
M13113,R002
M13114,R002
M13115,R003
M13116,R002
M13117,R002
M13118,R002
M13119,R002
M13120,R001
M13121,R003
M13122,R001
M13123,R003
M13124,R001
M13125,R002
M13126,R002
M13127,R001
M13128,R002
M13129,R002
M13130,R003
M13131,R001
M13132,R001
M13133,R002
M13134,R003
M13135,R001
M13136,R001
M13137,R003
M13138,R001
M13139,R002
M13140,R003
M13141,R003
M13142,R001
M13143,R003
M13144,R002
M13145,R001
M13146,R003
M13147,R001
M13148,R002
M13149,R002
M13150,R001
M13151,R001
M13152,R003
M13153,R001
M13154,R003
M13155,R002
M13156,R001
M13157,R003
M13158,R003
M13159,R002
M13160,R002
M13161,R001
M13162,R003
M13163,R002
M13164,R003
M13165,R002
M13166,R001
M13167,R002
M13168,R001
M13169,R002
M13170,R001
M13171,R002
M13172,R003
M13173,R002
M13174,R003
M13175,R002
M13176,R003
M13177,R001
M13178,R002
M13179,R003
M13180,R003
M13181,R002
M13182,R001
M13183,R003
M13184,R001
M13185,R002
