application_id,approval_id
A006636,AP011041
A006637,AP007797
A006638,AP007970
A006639,AP029425
A006640,AP029353
A006641,AP040898
A006642,AP009699
A006643,AP045529
A006644,AP046236
A006645,AP021144
A006646,AP040523
A006647,AP016850
A006648,AP020552
A006649,AP026570
A006650,AP037766
A006651,AP019305
A006652,AP005217
A006653,AP043446
A006654,AP013726
A006655,AP013207
A006656,AP003932
A006657,AP017645
A006658,AP012420
A006659,AP043416
A006660,AP020630
A006661,AP034964
A006662,AP049921
A006663,AP045667
A006664,AP009638
A006665,AP035826
A006666,AP032343
A006667,AP001996
A006668,AP011474
A006669,AP017234
A006670,AP014138
A006671,AP044360
A006672,AP029299
A006673,AP004169
A006674,AP009717
A006675,AP032959
A006676,AP025719
A006677,AP018870
A006678,AP004812
A006679,AP023731
A006680,AP027957
A006681,AP049617
A006682,AP022489
A006683,AP033832
A006684,AP018311
A006685,AP035386
A006686,AP030133
A006687,AP013146
A006688,AP024626
A006689,AP039702
A006690,AP022262
A006691,AP000455
A006692,AP001319
A006693,AP035444
A006694,AP009496
A006695,AP023623
A006696,AP001241
A006697,AP044702
A006698,AP023355
A006699,AP001151
A006700,AP011601
A006701,AP042976
A006702,AP009410
A006703,AP028080
A006704,AP025414
A006705,AP013175
A006706,AP006245
A006707,AP005217
A006708,AP030347
A006709,AP032787
A006710,AP036533
A006711,AP002788
A006712,AP040242
A006713,AP017826
A006714,AP009918
A006715,AP011461
A006716,AP045770
A006717,AP011134
A006718,AP023683
A006719,AP046431
A006720,AP031580
A006721,AP010574
A006722,AP021359
A006723,AP001762
A006724,AP011834
A006725,AP024256
A006726,AP005357
A006727,AP002181
A006728,AP031289
A006729,AP001358
A006730,AP048597
A006731,AP044555
A006732,AP035371
A006733,AP018677
A006734,AP008355
A006735,AP010173
A006736,AP045445
A006737,AP011471
A006738,AP037055
A006739,AP012858
A006740,AP033565
A006741,AP034469
A006742,AP010503
A006743,AP011419
A006744,AP009226
A006745,AP029234
A006746,AP031383
A006747,AP043897
A006748,AP041413
A006749,AP027829
A006750,AP006533
A006751,AP047855
A006752,AP027217
A006753,AP032464
A006754,AP033892
A006755,AP046506
A006756,AP047832
A006757,AP012836
A006758,AP010185
A006759,AP036730
A006760,AP040741
A006761,AP009874
A006762,AP003905
A006763,AP031478
A006764,AP032759
A006765,AP003741
A006766,AP028112
A006767,AP014578
A006768,AP043537
A006769,AP016041
A006770,AP029756
A006771,AP048890
A006772,AP048129
A006773,AP045507
A006774,AP027225
A006775,AP044033
A006776,AP049604
A006777,AP044319
A006778,AP039685
A006779,AP025223
A006780,AP041471
A006781,AP015474
A006782,AP018003
A006783,AP008444
A006784,AP007110
A006785,AP000513
A006786,AP019364
A006787,AP048744
A006788,AP020722
A006789,AP045928
A006790,AP025035
A006791,AP019891
A006792,AP022134
A006793,AP019946
A006794,AP006678
A006795,AP028738
A006796,AP029001
A006797,AP048292
A006798,AP011202
A006799,AP036331
A006800,AP015302
A006801,AP030395
A006802,AP020475
A006803,AP046454
A006804,AP009837
A006805,AP046121
A006806,AP047141
A006807,AP047828
A006808,AP046342
A006809,AP017964
A006810,AP045335
A006811,AP013846
A006812,AP020873
A006813,AP039586
A006814,AP046662
A006815,AP005066
A006816,AP044073
A006817,AP037841
A006818,AP007558
A006819,AP024574
A006820,AP040020
A006821,AP042891
A006822,AP047101
A006823,AP004808
A006824,AP039155
A006825,AP014631
A006826,AP000675
A006827,AP046205
A006828,AP041876
A006829,AP040963
A006830,AP032471
A006831,AP009249
A006832,AP008407
A006833,AP014261
A006834,AP008405
A006835,AP033413
A006836,AP030215
A006837,AP036597
A006838,AP011294
A006839,AP022691
A006840,AP045758
A006841,AP027555
A006842,AP013026
A006843,AP017165
A006844,AP001133
A006845,AP031160
A006846,AP011633
A006847,AP033803
A006848,AP036599
A006849,AP042166
A006850,AP048707
A006851,AP008309
A006852,AP007333
A006853,AP029519
A006854,AP024585
A006855,AP034429
A006856,AP023120
A006857,AP015882
A006858,AP024334
A006859,AP031301
A006860,AP012487
A006861,AP026555
A006862,AP042221
A006863,AP003662
A006864,AP000385
A006865,AP043825
A006866,AP016853
A006867,AP001241
A006868,AP033946
A006869,AP019904
A006870,AP014884
A006871,AP047544
A006872,AP039043
A006873,AP046499
A006874,AP012287
A006875,AP027440
A006876,AP045579
A006877,AP040843
A006878,AP014096
A006879,AP021768
A006880,AP027347
A006881,AP043234
A006882,AP045996
A006883,AP003916
A006884,AP008062
A006885,AP008058
A006886,AP026907
A006887,AP034659
A006888,AP002856
A006889,AP001282
A006890,AP045898
A006891,AP018941
A006892,AP021614
A006893,AP025346
A006894,AP006139
A006895,AP005881
A006896,AP046129
A006897,AP023025
A006898,AP046191
A006899,AP029274
A006900,AP011741
A006901,AP047914
A006902,AP040109
A006903,AP008127
A006904,AP021348
A006905,AP037958
A006906,AP002338
A006907,AP007148
A006908,AP024600
A006909,AP016709
A006910,AP016279
A006911,AP046511
A006912,AP040040
A006913,AP005571
A006914,AP049025
A006915,AP020223
A006916,AP033568
A006917,AP015081
A006918,AP020165
A006919,AP035450
A006920,AP006912
A006921,AP009826
A006922,AP010676
A006923,AP046213
A006924,AP049700
A006925,AP028208
A006926,AP040285
A006927,AP025027
A006928,AP045514
A006929,AP016953
A006930,AP042879
A006931,AP001296
A006932,AP047958
A006933,AP035291
A006934,AP027521
A006935,AP037108
A006936,AP021651
A006937,AP046586
A006938,AP003777
A006939,AP025262
A006940,AP045221
A006941,AP039802
A006942,AP023650
A006943,AP030837
A006944,AP010785
A006945,AP049858
A006946,AP043284
A006947,AP026801
A006948,AP026452
A006949,AP039570
A006950,AP038591
A006951,AP024086
A006952,AP049320
A006953,AP029590
A006954,AP012172
A006955,AP049924
A006956,AP029737
A006957,AP040357
A006958,AP026930
A006959,AP012068
A006960,AP002883
A006961,AP039203
A006962,AP025518
A006963,AP026616
A006964,AP002598
A006965,AP012230
A006966,AP037401
A006967,AP037682
A006968,AP002726
A006969,AP044886
A006970,AP000443
A006971,AP045069
A006972,AP015692
A006973,AP046746
A006974,AP044328
A006975,AP009243
A006976,AP005020
A006977,AP048192
A006978,AP048425
A006979,AP013092
A006980,AP041717
A006981,AP011523
A006982,AP028636
A006983,AP022160
A006984,AP014353
A006985,AP017394
A006986,AP047959
A006987,AP014234
A006988,AP017837
A006989,AP020786
A006990,AP031181
A006991,AP008359
A006992,AP026697
A006993,AP016869
A006994,AP021204
A006995,AP031195
A006996,AP043529
A006997,AP029466
A006998,AP042453
A006999,AP016054
A007000,AP004354
A007001,AP006296
A007002,AP025661
A007003,AP035872
A007004,AP034864
A007005,AP015805
A007006,AP028015
A007007,AP038293
A007008,AP035030
A007009,AP031850
A007010,AP041469
A007011,AP013089
A007012,AP038238
A007013,AP040965
A007014,AP029300
A007015,AP018848
A007016,AP025884
A007017,AP013065
A007018,AP034150
A007019,AP001664
A007020,AP004687
A007021,AP035201
A007022,AP040028
A007023,AP021974
A007024,AP003729
A007025,AP045945
A007026,AP039287
A007027,AP017267
A007028,AP013491
A007029,AP002270
A007030,AP029852
A007031,AP000567
A007032,AP041533
A007033,AP037103
A007034,AP043307
A007035,AP007353
A007036,AP045640
A007037,AP035330
A007038,AP017913
A007039,AP023856
A007040,AP004507
A007041,AP004696
A007042,AP022076
A007043,AP009153
A007044,AP048684
A007045,AP036743
A007046,AP005976
A007047,AP006652
A007048,AP046999
A007049,AP044461
A007050,AP001446
A007051,AP015452
A007052,AP034259
A007053,AP000454
A007054,AP046842
A007055,AP039160
A007056,AP020521
A007057,AP021568
A007058,AP040310
A007059,AP000926
A007060,AP020044
A007061,AP045620
A007062,AP004482
A007063,AP032776
A007064,AP028146
A007065,AP034330
A007066,AP022367
A007067,AP031695
A007068,AP043657
A007069,AP025973
A007070,AP047047
A007071,AP010559
A007072,AP046262
A007073,AP005779
A007074,AP042501
A007075,AP049449
A007076,AP017552
A007077,AP017002
A007078,AP038779
A007079,AP049352
A007080,AP017176
A007081,AP006155
A007082,AP003319
A007083,AP026586
A007084,AP037079
A007085,AP005602
A007086,AP029651
A007087,AP007741
A007088,AP035372
A007089,AP035818
A007090,AP033854
A007091,AP038552
A007092,AP006868
A007093,AP040839
A007094,AP039838
A007095,AP034929
A007096,AP018431
A007097,AP011302
A007098,AP048000
A007099,AP041022
A007100,AP003649
A007101,AP020529
A007102,AP007676
A007103,AP042481
A007104,AP026366
A007105,AP037581
A007106,AP041137
A007107,AP003982
A007108,AP042747
A007109,AP012829
A007110,AP025826
A007111,AP000844
A007112,AP030956
A007113,AP012295
A007114,AP028725
A007115,AP040798
A007116,AP038005
A007117,AP003626
A007118,AP031124
A007119,AP044705
A007120,AP027114
A007121,AP013000
A007122,AP018251
A007123,AP021111
A007124,AP028375
A007125,AP003877
A007126,AP039492
A007127,AP037076
A007128,AP045626
A007129,AP005493
A007130,AP044128
A007131,AP017976
A007132,AP021707
A007133,AP043074
A007134,AP033214
A007135,AP001696
A007136,AP019019
A007137,AP029557
A007138,AP035470
A007139,AP039214
A007140,AP021902
A007141,AP009691
A007142,AP024747
A007143,AP046055
A007144,AP004114
A007145,AP030708
A007146,AP006775
A007147,AP023926
A007148,AP005015
A007149,AP012185
A007150,AP032727
A007151,AP029365
A007152,AP001251
A007153,AP033561
A007154,AP036681
A007155,AP030825
A007156,AP041610
A007157,AP047317
A007158,AP048162
A007159,AP023799
A007160,AP040603
A007161,AP015724
A007162,AP004741
A007163,AP006202
A007164,AP002843
A007165,AP033088
A007166,AP008475
A007167,AP019583
A007168,AP008241
A007169,AP028278
A007170,AP045854
A007171,AP049954
A007172,AP035768
A007173,AP034247
A007174,AP044902
A007175,AP007047
A007176,AP007622
A007177,AP020861
A007178,AP041310
A007179,AP011731
A007180,AP001688
A007181,AP029823
A007182,AP042392
A007183,AP035454
A007184,AP033347
A007185,AP020062
A007186,AP046015
A007187,AP028647
A007188,AP039010
A007189,AP013000
A007190,AP022151
A007191,AP048786
A007192,AP013574
A007193,AP028595
A007194,AP047045
A007195,AP019225
A007196,AP022654
A007197,AP032012
A007198,AP021010
A007199,AP012837
A007200,AP029260
A007201,AP015443
A007202,AP008594
A007203,AP022473
A007204,AP011055
A007205,AP001192
A007206,AP036486
A007207,AP017308
A007208,AP049041
A007209,AP018611
A007210,AP042976
A007211,AP005621
A007212,AP022152
A007213,AP046350
A007214,AP007516
A007215,AP014797
A007216,AP041476
A007217,AP017258
A007218,AP043851
A007219,AP001324
A007220,AP026693
A007221,AP003446
A007222,AP010339
A007223,AP036579
A007224,AP033228
A007225,AP016869
A007226,AP041380
A007227,AP003287
A007228,AP031750
A007229,AP007725
A007230,AP036709
A007231,AP043814
A007232,AP015193
A007233,AP049407
A007234,AP035284
A007235,AP048609
A007236,AP014574
A007237,AP011011
A007238,AP025497
A007239,AP001103
A007240,AP024275
A007241,AP043239
A007242,AP036417
A007243,AP011181
A007244,AP036001
A007245,AP042997
A007246,AP011268
A007247,AP007545
A007248,AP002289
A007249,AP007941
A007250,AP005455
A007251,AP027654
A007252,AP045374
A007253,AP029068
A007254,AP011746
A007255,AP023875
A007256,AP039081
A007257,AP038062
A007258,AP048608
A007259,AP032915
A007260,AP003866
A007261,AP047900
A007262,AP043916
A007263,AP021939
A007264,AP043999
A007265,AP034145
A007266,AP038420
A007267,AP026853
A007268,AP030289
A007269,AP032896
A007270,AP002106
A007271,AP022771
A007272,AP011025
A007273,AP022041
A007274,AP003316
A007275,AP042311
A007276,AP012466
A007277,AP034997
A007278,AP017358
A007279,AP015537
A007280,AP022876
A007281,AP007188
A007282,AP041817
A007283,AP049848
A007284,AP044897
A007285,AP041315
A007286,AP041598
A007287,AP045527
A007288,AP022250
A007289,AP031302
A007290,AP048984
A007291,AP040559
A007292,AP009876
A007293,AP048912
A007294,AP026436
A007295,AP028550
A007296,AP006717
A007297,AP031581
A007298,AP008783
A007299,AP044259
A007300,AP005575
A007301,AP019518
A007302,AP027874
A007303,AP030003
A007304,AP019441
A007305,AP015732
A007306,AP035966
A007307,AP013491
A007308,AP013747
A007309,AP029887
A007310,AP031504
A007311,AP036889
A007312,AP022568
A007313,AP029350
A007314,AP029060
A007315,AP023412
A007316,AP021851
A007317,AP008199
A007318,AP030128
A007319,AP032355
A007320,AP003510
A007321,AP022368
A007322,AP042997
A007323,AP028242
A007324,AP020893
A007325,AP022769
A007326,AP028483
A007327,AP042568
A007328,AP018624
A007329,AP040616
A007330,AP045598
A007331,AP038215
A007332,AP026913
A007333,AP044978
A007334,AP003045
A007335,AP039958
A007336,AP019187
A007337,AP032077
A007338,AP045148
A007339,AP011653
A007340,AP025193
A007341,AP038788
A007342,AP015019
A007343,AP033544
A007344,AP002853
A007345,AP037450
A007346,AP042339
A007347,AP000327
A007348,AP045163
A007349,AP028169
A007350,AP030569
A007351,AP031008
A007352,AP030110
A007353,AP036735
A007354,AP028554
A007355,AP015467
A007356,AP030938
A007357,AP019906
A007358,AP009626
A007359,AP030273
A007360,AP017196
A007361,AP008395
A007362,AP025832
A007363,AP025441
A007364,AP023807
A007365,AP046586
A007366,AP016819
A007367,AP036354
A007368,AP029185
A007369,AP006006
A007370,AP031887
A007371,AP042545
A007372,AP001852
A007373,AP003335
A007374,AP040176
A007375,AP029974
A007376,AP014300
A007377,AP024453
A007378,AP013146
A007379,AP021027
A007380,AP002553
A007381,AP029789
A007382,AP039638
A007383,AP045026
A007384,AP026431
A007385,AP044503
A007386,AP022639
A007387,AP025609
A007388,AP008056
A007389,AP021510
A007390,AP015848
A007391,AP005987
A007392,AP006011
A007393,AP001064
A007394,AP015174
A007395,AP011980
A007396,AP034799
A007397,AP005999
A007398,AP003787
A007399,AP001832
A007400,AP016039
A007401,AP008862
A007402,AP014961
A007403,AP038546
A007404,AP014501
A007405,AP010282
A007406,AP032358
A007407,AP028736
A007408,AP039409
A007409,AP042834
A007410,AP045395
A007411,AP007595
A007412,AP028230
A007413,AP002364
A007414,AP016663
A007415,AP043433
A007416,AP010915
A007417,AP044264
A007418,AP019424
A007419,AP016352
A007420,AP003330
A007421,AP005867
A007422,AP020353
A007423,AP002642
A007424,AP035656
A007425,AP010774
A007426,AP033673
A007427,AP014412
A007428,AP043136
A007429,AP019534
A007430,AP007825
A007431,AP014282
A007432,AP017842
A007433,AP023777
A007434,AP010741
A007435,AP012190
A007436,AP009256
A007437,AP026552
A007438,AP045518
A007439,AP040226
A007440,AP005969
A007441,AP043183
A007442,AP033932
A007443,AP007543
A007444,AP048208
A007445,AP025470
A007446,AP033221
A007447,AP041544
A007448,AP038176
A007449,AP006745
A007450,AP042096
A007451,AP043310
A007452,AP039365
A007453,AP019543
A007454,AP049134
A007455,AP029216
A007456,AP010106
A007457,AP017189
A007458,AP016492
A007459,AP037041
A007460,AP011880
A007461,AP001813
A007462,AP021038
A007463,AP005417
A007464,AP013773
A007465,AP044262
A007466,AP040214
A007467,AP017410
A007468,AP034400
A007469,AP005571
A007470,AP022442
A007471,AP044648
A007472,AP009404
A007473,AP001062
A007474,AP009575
A007475,AP002323
A007476,AP008236
A007477,AP025310
A007478,AP036943
A007479,AP044888
A007480,AP041373
A007481,AP049445
A007482,AP029714
A007483,AP008296
A007484,AP033819
A007485,AP013320
A007486,AP017780
A007487,AP040608
A007488,AP009715
A007489,AP017885
A007490,AP005409
A007491,AP010974
A007492,AP035463
A007493,AP040869
A007494,AP038148
A007495,AP039897
A007496,AP036302
A007497,AP021496
A007498,AP013967
A007499,AP004209
A007500,AP045025
A007501,AP011093
A007502,AP030402
A007503,AP041930
A007504,AP008614
A007505,AP014881
A007506,AP043510
A007507,AP002699
A007508,AP016851
A007509,AP003540
A007510,AP042131
A007511,AP014425
A007512,AP010830
A007513,AP032696
A007514,AP049561
A007515,AP011186
A007516,AP043275
A007517,AP001865
A007518,AP020457
A007519,AP044950
A007520,AP030646
A007521,AP026781
A007522,AP021847
A007523,AP040906
A007524,AP020630
A007525,AP042300
A007526,AP029116
A007527,AP029293
A007528,AP046752
A007529,AP022626
A007530,AP037493
A007531,AP039305
A007532,AP035629
A007533,AP023784
A007534,AP045733
A007535,AP007555
A007536,AP038077
A007537,AP029319
A007538,AP030602
A007539,AP024684
A007540,AP004471
A007541,AP047021
A007542,AP001185
A007543,AP003723
A007544,AP013530
A007545,AP010154
A007546,AP038438
A007547,AP019423
A007548,AP034481
A007549,AP015825
A007550,AP005003
A007551,AP026500
A007552,AP047790
A007553,AP008117
A007554,AP031825
A007555,AP048959
A007556,AP019841
A007557,AP030036
A007558,AP024692
A007559,AP048122
A007560,AP040643
A007561,AP020473
A007562,AP030121
A007563,AP037662
A007564,AP006575
A007565,AP036365
A007566,AP022228
A007567,AP000321
A007568,AP021340
A007569,AP000840
A007570,AP035917
A007571,AP041543
A007572,AP019394
A007573,AP030571
A007574,AP009537
A007575,AP017477
A007576,AP038755
A007577,AP002443
A007578,AP002038
A007579,AP044011
A007580,AP031386
A007581,AP037376
A007582,AP023333
A007583,AP012123
A007584,AP020661
A007585,AP006330
A007586,AP049100
A007587,AP049291
A007588,AP028405
A007589,AP015131
A007590,AP026521
A007591,AP044422
A007592,AP034148
A007593,AP031381
A007594,AP048553
A007595,AP037172
A007596,AP043095
A007597,AP021865
A007598,AP041914
A007599,AP049565
A007600,AP017998
A007601,AP048753
A007602,AP031481
A007603,AP026336
A007604,AP047165
A007605,AP021616
A007606,AP022239
A007607,AP002254
A007608,AP001523
A007609,AP015429
A007610,AP049874
A007611,AP018169
A007612,AP015995
A007613,AP038128
A007614,AP027602
A007615,AP029079
A007616,AP013709
A007617,AP023419
A007618,AP015232
A007619,AP037241
A007620,AP033266
A007621,AP033836
A007622,AP031659
A007623,AP044081
A007624,AP049550
A007625,AP033929
A007626,AP020152
A007627,AP022433
A007628,AP047892
A007629,AP032999
A007630,AP042744
A007631,AP007377
A007632,AP001868
A007633,AP040633
A007634,AP035926
A007635,AP005708
A007636,AP047240
A007637,AP044538
A007638,AP002442
A007639,AP014561
A007640,AP031877
A007641,AP025688
A007642,AP021772
A007643,AP036654
A007644,AP028806
A007645,AP001219
A007646,AP009194
A007647,AP019548
A007648,AP042935
A007649,AP015944
A007650,AP041919
A007651,AP031706
A007652,AP016128
A007653,AP018701
A007654,AP025800
A007655,AP019933
A007656,AP035646
A007657,AP046429
A007658,AP016497
A007659,AP018648
A007660,AP026396
A007661,AP023840
A007662,AP017901
A007663,AP021169
A007664,AP035327
A007665,AP031687
A007666,AP047924
A007667,AP048689
A007668,AP029531
A007669,AP017415
A007670,AP041273
A007671,AP044793
A007672,AP013870
A007673,AP046786
A007674,AP023887
A007675,AP010914
A007676,AP012216
A007677,AP012308
A007678,AP046814
A007679,AP027151
A007680,AP026582
A007681,AP033048
A007682,AP032106
A007683,AP035063
A007684,AP026874
A007685,AP001221
A007686,AP007051
A007687,AP039960
A007688,AP001947
A007689,AP023437
A007690,AP001955
A007691,AP048609
A007692,AP000949
A007693,AP036520
A007694,AP044201
A007695,AP043663
A007696,AP003757
A007697,AP033011
A007698,AP048178
A007699,AP041444
A007700,AP014860
A007701,AP023511
A007702,AP000457
A007703,AP047653
A007704,AP005943
A007705,AP002387
A007706,AP036264
A007707,AP013048
A007708,AP044193
A007709,AP008035
A007710,AP049192
A007711,AP038709
A007712,AP022463
A007713,AP000290
A007714,AP011978
A007715,AP041131
A007716,AP034766
A007717,AP046012
A007718,AP020180
A007719,AP043783
A007720,AP040340
A007721,AP026183
A007722,AP001934
A007723,AP003790
A007724,AP045016
A007725,AP001658
A007726,AP011278
A007727,AP014540
A007728,AP047398
A007729,AP033379
A007730,AP004034
A007731,AP010246
A007732,AP030939
A007733,AP016143
A007734,AP047788
A007735,AP013626
A007736,AP039931
A007737,AP004399
A007738,AP049338
A007739,AP030194
A007740,AP006451
A007741,AP007815
A007742,AP003164
A007743,AP047399
A007744,AP037241
A007745,AP034956
A007746,AP018713
A007747,AP013857
A007748,AP013955
A007749,AP029133
A007750,AP013739
A007751,AP015959
A007752,AP021013
A007753,AP017600
A007754,AP010818
A007755,AP038814
A007756,AP016004
A007757,AP037572
A007758,AP009532
A007759,AP005068
A007760,AP044583
A007761,AP014893
A007762,AP009238
A007763,AP040764
A007764,AP011606
A007765,AP023530
A007766,AP001364
A007767,AP006707
A007768,AP048320
A007769,AP008461
A007770,AP034120
A007771,AP038647
A007772,AP020819
A007773,AP025566
A007774,AP031652
A007775,AP048387
A007776,AP037074
A007777,AP032010
A007778,AP027923
A007779,AP048823
A007780,AP036261
A007781,AP032167
A007782,AP010904
A007783,AP026044
A007784,AP032614
A007785,AP035244
A007786,AP026785
A007787,AP039640
A007788,AP031841
A007789,AP019657
A007790,AP002890
A007791,AP029189
A007792,AP020580
A007793,AP040597
A007794,AP045662
A007795,AP019786
A007796,AP044629
A007797,AP000519
A007798,AP016661
A007799,AP045602
A007800,AP028778
A007801,AP007972
A007802,AP027098
A007803,AP000460
A007804,AP040440
A007805,AP040318
A007806,AP029264
A007807,AP048447
A007808,AP012675
A007809,AP002821
A007810,AP018892
A007811,AP003572
A007812,AP036028
A007813,AP022077
A007814,AP011936
A007815,AP015403
A007816,AP016620
A007817,AP030217
A007818,AP004979
A007819,AP031164
A007820,AP014032
A007821,AP020730
A007822,AP013696
A007823,AP000270
A007824,AP021558
A007825,AP000375
A007826,AP004235
A007827,AP003099
A007828,AP034328
A007829,AP019790
A007830,AP001886
A007831,AP019710
A007832,AP005916
A007833,AP008108
A007834,AP031491
A007835,AP016660
A007836,AP032020
A007837,AP008817
A007838,AP044325
A007839,AP023279
A007840,AP009827
A007841,AP047959
A007842,AP037941
A007843,AP016558
A007844,AP017602
A007845,AP016339
A007846,AP026487
A007847,AP049633
A007848,AP024069
A007849,AP021509
A007850,AP036849
A007851,AP016527
A007852,AP032644
A007853,AP021244
A007854,AP007310
A007855,AP027696
A007856,AP000289
A007857,AP045454
A007858,AP041075
A007859,AP021898
A007860,AP018864
A007861,AP006669
A007862,AP025982
A007863,AP032352
A007864,AP036718
A007865,AP023011
A007866,AP029456
A007867,AP038766
A007868,AP004664
A007869,AP015896
A007870,AP048278
A007871,AP025048
A007872,AP033092
A007873,AP033168
A007874,AP048365
A007875,AP038724
A007876,AP044279
A007877,AP016684
A007878,AP009747
A007879,AP048714
A007880,AP021955
A007881,AP044776
A007882,AP028820
A007883,AP010567
A007884,AP040919
A007885,AP046043
A007886,AP039635
A007887,AP032885
A007888,AP023322
A007889,AP036262
A007890,AP048268
A007891,AP044481
A007892,AP010963
A007893,AP034760
A007894,AP026113
A007895,AP005913
A007896,AP014456
A007897,AP044809
A007898,AP005921
A007899,AP032336
A007900,AP004496
A007901,AP044994
A007902,AP035679
A007903,AP002281
A007904,AP002485
A007905,AP028159
A007906,AP014129
A007907,AP029605
A007908,AP031002
A007909,AP049688
A007910,AP035536
A007911,AP029524
A007912,AP002345
A007913,AP030331
A007914,AP000292
A007915,AP006851
A007916,AP003782
A007917,AP010902
A007918,AP028792
A007919,AP005377
A007920,AP008327
A007921,AP000217
A007922,AP038411
A007923,AP012745
A007924,AP014538
A007925,AP039241
A007926,AP022889
A007927,AP000724
A007928,AP035716
A007929,AP019305
A007930,AP026700
A007931,AP011205
A007932,AP010241
A007933,AP046329
A007934,AP022378
A007935,AP021852
A007936,AP019092
A007937,AP007110
A007938,AP001935
A007939,AP026106
A007940,AP046309
A007941,AP035208
A007942,AP046489
A007943,AP044035
A007944,AP026680
A007945,AP040041
A007946,AP043833
A007947,AP022445
A007948,AP029253
A007949,AP002047
A007950,AP023149
A007951,AP039185
A007952,AP045228
A007953,AP010673
A007954,AP017421
A007955,AP027007
A007956,AP042481
A007957,AP022030
A007958,AP011440
A007959,AP018812
A007960,AP011114
A007961,AP035840
A007962,AP023469
A007963,AP015268
A007964,AP015003
A007965,AP042829
A007966,AP027032
A007967,AP018663
A007968,AP021683
A007969,AP039282
A007970,AP034210
A007971,AP014535
A007972,AP013243
A007973,AP034331
A007974,AP025590
A007975,AP000908
A007976,AP003458
A007977,AP005772
A007978,AP038841
A007979,AP006873
A007980,AP012569
A007981,AP015541
A007982,AP007675
A007983,AP040467
A007984,AP048243
A007985,AP031683
A007986,AP015279
A007987,AP020693
A007988,AP037929
A007989,AP018799
A007990,AP036604
A007991,AP042322
A007992,AP023148
A007993,AP031252
A007994,AP036243
A007995,AP026685
A007996,AP045106
A007997,AP014878
A007998,AP031113
A007999,AP018280
A008000,AP016487
A008001,AP041790
A008002,AP001275
A008003,AP039218
A008004,AP039533
A008005,AP009117
A008006,AP028865
A008007,AP036462
A008008,AP022152
A008009,AP024157
A008010,AP028612
A008011,AP012763
A008012,AP035081
A008013,AP008766
A008014,AP021186
A008015,AP026179
A008016,AP005656
A008017,AP010300
A008018,AP018034
A008019,AP034033
A008020,AP039825
A008021,AP034128
A008022,AP043358
A008023,AP013860
A008024,AP008718
A008025,AP026373
A008026,AP016409
A008027,AP017716
A008028,AP019556
A008029,AP049677
A008030,AP022945
A008031,AP031111
A008032,AP030344
A008033,AP048174
A008034,AP035571
A008035,AP017810
A008036,AP015206
A008037,AP023051
A008038,AP034438
A008039,AP008914
A008040,AP032159
A008041,AP017497
A008042,AP047960
A008043,AP020062
A008044,AP044520
A008045,AP048126
A008046,AP009375
A008047,AP014086
A008048,AP039558
A008049,AP044770
A008050,AP006381
A008051,AP009701
A008052,AP024470
A008053,AP000522
A008054,AP032696
A008055,AP040985
A008056,AP042187
A008057,AP045978
A008058,AP009291
A008059,AP030816
A008060,AP032551
A008061,AP006839
A008062,AP032489
A008063,AP023336
A008064,AP029091
A008065,AP013372
A008066,AP038999
A008067,AP004683
A008068,AP008000
A008069,AP015796
A008070,AP033303
A008071,AP019624
A008072,AP028217
A008073,AP037014
A008074,AP023740
A008075,AP033859
A008076,AP038584
A008077,AP030852
A008078,AP017485
A008079,AP049018
A008080,AP031892
A008081,AP029975
A008082,AP019752
A008083,AP035221
A008084,AP038862
A008085,AP039054
A008086,AP022865
A008087,AP029302
A008088,AP044668
A008089,AP041748
A008090,AP042449
A008091,AP043651
A008092,AP033876
A008093,AP039221
A008094,AP001019
A008095,AP035056
A008096,AP013457
A008097,AP029648
A008098,AP005147
A008099,AP043613
A008100,AP000131
A008101,AP030211
A008102,AP032478
A008103,AP003812
A008104,AP043109
A008105,AP035676
A008106,AP005928
A008107,AP023878
A008108,AP033320
A008109,AP039724
A008110,AP031521
A008111,AP019119
A008112,AP015317
A008113,AP029731
A008114,AP020595
A008115,AP036832
A008116,AP010968
A008117,AP010565
A008118,AP027794
A008119,AP046266
A008120,AP030266
A008121,AP009325
A008122,AP010273
A008123,AP040808
A008124,AP013287
A008125,AP039310
A008126,AP030029
A008127,AP047132
A008128,AP008506
A008129,AP025771
A008130,AP017167
A008131,AP019055
A008132,AP007007
A008133,AP012285
A008134,AP045337
A008135,AP046090
A008136,AP049080
A008137,AP017562
A008138,AP024014
A008139,AP023203
A008140,AP008005
A008141,AP033320
A008142,AP023170
A008143,AP035522
A008144,AP019060
A008145,AP027727
A008146,AP030877
A008147,AP000839
A008148,AP002111
A008149,AP044152
A008150,AP018849
A008151,AP002060
A008152,AP019204
A008153,AP029329
A008154,AP039585
A008155,AP025059
A008156,AP043798
A008157,AP012804
A008158,AP026126
A008159,AP003705
A008160,AP015669
A008161,AP021102
A008162,AP032897
A008163,AP039017
A008164,AP048663
A008165,AP041170
A008166,AP004805
A008167,AP043084
A008168,AP020263
A008169,AP015444
A008170,AP018473
A008171,AP009913
A008172,AP012678
A008173,AP018352
A008174,AP045518
A008175,AP001138
A008176,AP033954
A008177,AP037535
A008178,AP045372
A008179,AP017940
A008180,AP018371
A008181,AP007380
A008182,AP034176
A008183,AP041522
A008184,AP047990
A008185,AP042502
A008186,AP005348
A008187,AP048425
A008188,AP041027
A008189,AP011297
