merchant_id,name,industry,risk_profile
M12678,Vertex Retailers,Food & Beverage,Low
M12679,Global Store,Travel,Medium
M12680,Nova Solutions,Fashion,Medium
M12681,Prime Electronics,Fashion,Low
M12682,Elite Solutions,Food & Beverage,Low
M12683,Fresh Mart,Education,High
M12684,Fresh Mart,Technology,Low
M12685,Elite Mart,Healthcare,Low
M12686,Fresh Electronics,Finance,High
M12687,Global Store,Electronics,Low
M12688,Global Electronics,Healthcare,Low
M12689,Elite World,Retail,Medium
M12690,NextGen Mart,Technology,Low
M12691,ABC Mart,Fashion,Medium
M12692,Prime Services,Finance,Low
M12693,Vertex Retailers,Healthcare,Medium
M12694,Prime Store,Food & Beverage,High
M12695,Nova World,Healthcare,Low
M12696,NextGen Hub,Electronics,High
M12697,Elite Solutions,Automotive,Medium
M12698,Vertex Foods,Healthcare,Medium
M12699,XYZ Services,Healthcare,High
M12700,Nova Store,Retail,Medium
M12701,Elite Store,Automotive,High
M12702,Nova Services,Retail,High
M12703,Global World,Healthcare,Low
M12704,Elite Electronics,Fashion,Medium
M12705,Nova Store,Fashion,Medium
M12706,Nova Foods,Travel,High
M12707,NextGen Mart,Retail,Medium
M12708,NextGen Electronics,Healthcare,Low
M12709,Vertex Mart,Travel,High
M12710,XYZ Store,Fashion,Medium
M12711,Nova Solutions,Healthcare,High
M12712,Metro Store,Electronics,High
M12713,NextGen World,Healthcare,High
M12714,Vertex Foods,Technology,High
M12715,Elite Services,Travel,High
M12716,Fresh Electronics,Fashion,Medium
M12717,Prime Services,Fashion,Low
M12718,Nova Retailers,Automotive,Low
M12719,Fresh Services,Fashion,Medium
M12720,Vertex Mart,Education,Medium
M12721,Fresh Retailers,Technology,High
M12722,ABC Services,Retail,Low
M12723,Vertex Store,Finance,Medium
M12724,Fresh Electronics,Retail,Low
M12725,NextGen World,Automotive,High
M12726,Vertex Traders,Travel,Medium
M12727,Nova Hub,Food & Beverage,Medium
M12728,XYZ Hub,Food & Beverage,Low
M12729,Vertex Foods,Automotive,Low
M12730,Vertex Solutions,Technology,Low
M12731,ABC Solutions,Fashion,High
M12732,Fresh Hub,Finance,High
M12733,Fresh Hub,Food & Beverage,Low
M12734,Prime Hub,Automotive,Low
M12735,Vertex Retailers,Education,Medium
M12736,Nova Electronics,Electronics,Medium
M12737,ABC Traders,Finance,High
M12738,Fresh Solutions,Electronics,High
M12739,NextGen Traders,Travel,Medium
M12740,Global Mart,Technology,Medium
M12741,NextGen Store,Retail,Medium
M12742,Metro Store,Retail,Low
M12743,Prime Store,Automotive,High
M12744,Vertex Services,Healthcare,High
M12745,Vertex Electronics,Travel,High
M12746,XYZ Mart,Fashion,Low
M12747,NextGen Traders,Travel,Low
M12748,Metro World,Education,Low
M12749,Prime Foods,Education,High
M12750,Global Services,Technology,High
M12751,Prime Solutions,Travel,High
M12752,ABC Retailers,Healthcare,High
M12753,Prime Store,Fashion,High
M12754,Nova Store,Retail,High
M12755,Global Traders,Healthcare,High
M12756,Global Retailers,Technology,Medium
M12757,XYZ Traders,Food & Beverage,Low
M12758,Global Solutions,Healthcare,High
M12759,NextGen Electronics,Healthcare,High
M12760,Global Hub,Technology,Low
M12761,Prime Retailers,Education,Low
M12762,Vertex Solutions,Healthcare,Medium
M12763,Elite Mart,Healthcare,High
M12764,ABC Mart,Technology,Medium
M12765,Vertex Services,Retail,High
M12766,Global Retailers,Food & Beverage,Medium
M12767,XYZ World,Automotive,High
M12768,ABC Traders,Electronics,Medium
M12769,Prime Mart,Education,Medium
M12770,Nova Store,Healthcare,High
M12771,Fresh Hub,Education,Medium
M12772,XYZ Hub,Finance,Low
M12773,Nova World,Fashion,Low
M12774,Fresh Services,Electronics,Medium
M12775,Metro World,Technology,Low
M12776,Elite Foods,Electronics,Medium
M12777,NextGen Retailers,Automotive,Medium
M12778,Vertex Store,Electronics,Medium
M12779,Metro Foods,Retail,High
M12780,NextGen Services,Healthcare,High
M12781,Metro Electronics,Finance,High
M12782,Nova Electronics,Travel,High
M12783,Global Store,Electronics,Low
M12784,ABC Traders,Retail,Low
M12785,Fresh Electronics,Travel,Low
M12786,XYZ Mart,Automotive,Medium
M12787,XYZ Solutions,Food & Beverage,Medium
M12788,Fresh Electronics,Retail,Medium
M12789,Global Foods,Technology,High
M12790,Fresh Solutions,Electronics,Medium
M12791,Metro Services,Education,Medium
M12792,NextGen Store,Finance,Low
M12793,ABC Solutions,Fashion,Medium
M12794,Metro Retailers,Electronics,Medium
M12795,NextGen World,Automotive,Low
M12796,Vertex Solutions,Automotive,Low
M12797,Global Hub,Education,High
M12798,Elite Retailers,Fashion,Medium
M12799,Vertex Solutions,Technology,Low
M12800,NextGen Store,Technology,High
M12801,Elite Services,Retail,Low
M12802,Metro World,Education,Medium
M12803,Vertex Store,Travel,High
M12804,Elite Retailers,Food & Beverage,High
M12805,Vertex Hub,Retail,Medium
M12806,Fresh Traders,Healthcare,High
M12807,NextGen Hub,Electronics,Low
M12808,Global Mart,Technology,Low
M12809,NextGen Services,Retail,High
M12810,Vertex Solutions,Fashion,Medium
M12811,Vertex Services,Food & Beverage,Medium
M12812,Prime Mart,Automotive,Low
M12813,Prime Store,Technology,High
M12814,Prime Solutions,Food & Beverage,Low
M12815,NextGen Solutions,Retail,High
M12816,Metro Store,Travel,Medium
M12817,Elite Services,Education,Medium
M12818,Nova Traders,Travel,Medium
M12819,Prime World,Fashion,High
M12820,Elite Store,Education,Low
M12821,ABC Services,Food & Beverage,High
M12822,Nova Hub,Travel,High
M12823,Elite Traders,Food & Beverage,Low
M12824,Metro Services,Electronics,Medium
M12825,Metro World,Education,High
M12826,NextGen Traders,Electronics,Medium
M12827,ABC Electronics,Healthcare,High
M12828,Elite Electronics,Technology,Low
M12829,ABC Hub,Technology,Low
M12830,Metro World,Food & Beverage,Low
M12831,NextGen Electronics,Travel,Low
M12832,Elite World,Food & Beverage,Medium
M12833,ABC Store,Fashion,Low
M12834,ABC Foods,Finance,Medium
M12835,Prime Services,Finance,Medium
M12836,NextGen Traders,Technology,High
M12837,ABC Store,Retail,Medium
M12838,Fresh Store,Technology,Low
M12839,Global Retailers,Automotive,Low
M12840,Nova Solutions,Technology,Medium
M12841,Nova Mart,Fashion,Low
M12842,NextGen Foods,Travel,High
M12843,Nova Foods,Automotive,Low
M12844,Fresh Services,Retail,High
M12845,ABC Foods,Healthcare,High
M12846,Elite Electronics,Healthcare,Medium
M12847,XYZ Foods,Electronics,Low
M12848,Global Hub,Electronics,Medium
M12849,XYZ Solutions,Fashion,Medium
M12850,Fresh World,Healthcare,Medium
M12851,Metro Store,Electronics,Medium
M12852,Nova Mart,Electronics,Low
M12853,ABC Store,Healthcare,High
M12854,Vertex Foods,Food & Beverage,High
M12855,Nova Mart,Technology,High
M12856,Vertex Solutions,Automotive,High
M12857,NextGen Retailers,Technology,High
M12858,ABC Traders,Technology,Low
M12859,Fresh Foods,Education,High
M12860,Fresh Solutions,Food & Beverage,Low
M12861,ABC Solutions,Retail,High
M12862,Elite Foods,Education,High
M12863,Prime Mart,Automotive,Low
M12864,Vertex Retailers,Fashion,Medium
M12865,Elite Retailers,Retail,High
M12866,Metro Store,Electronics,Medium
M12867,Metro Solutions,Fashion,Low
M12868,XYZ Mart,Healthcare,High
M12869,Metro Solutions,Fashion,Low
M12870,Prime Services,Finance,Medium
M12871,Prime World,Automotive,High
M12872,Vertex World,Retail,Low
M12873,NextGen Retailers,Finance,Low
M12874,XYZ Electronics,Fashion,Medium
M12875,Elite Traders,Technology,Low
M12876,XYZ Solutions,Education,High
M12877,Fresh Traders,Automotive,Medium
M12878,Vertex Electronics,Education,High
M12879,Metro Hub,Retail,High
M12880,Metro Solutions,Education,Low
M12881,NextGen Foods,Food & Beverage,Medium
M12882,Metro Store,Technology,High
M12883,Nova Hub,Technology,Medium
M12884,Vertex Traders,Fashion,Medium
M12885,Nova Mart,Healthcare,High
M12886,Vertex Electronics,Automotive,Medium
M12887,Metro Solutions,Automotive,Medium
M12888,Vertex Foods,Food & Beverage,Medium
M12889,Prime Traders,Travel,Medium
M12890,Nova World,Healthcare,High
M12891,Vertex World,Electronics,Medium
M12892,Metro Traders,Automotive,Medium
M12893,Global Store,Healthcare,Medium
M12894,Metro Mart,Automotive,High
M12895,Metro Solutions,Healthcare,Medium
M12896,NextGen World,Education,High
M12897,Prime Services,Travel,High
M12898,Metro Store,Travel,Low
M12899,Fresh Retailers,Electronics,High
M12900,ABC Traders,Healthcare,Medium
M12901,XYZ Foods,Healthcare,Low
M12902,Metro Solutions,Finance,Low
M12903,Elite Store,Automotive,Medium
M12904,XYZ Store,Finance,High
M12905,XYZ Retailers,Automotive,Low
M12906,XYZ Traders,Electronics,Medium
M12907,Elite Foods,Retail,Medium
M12908,Metro Solutions,Retail,Medium
M12909,NextGen Services,Automotive,High
M12910,Vertex Retailers,Travel,Medium
M12911,XYZ Store,Automotive,High
M12912,Metro Services,Travel,Medium
M12913,XYZ Electronics,Education,Low
M12914,Fresh Mart,Electronics,High
M12915,ABC Foods,Travel,Low
M12916,Prime Mart,Automotive,Medium
M12917,Global Mart,Healthcare,High
M12918,Metro Hub,Electronics,High
M12919,NextGen Services,Travel,Medium
M12920,Prime World,Fashion,High
M12921,XYZ Mart,Healthcare,Medium
M12922,Prime Hub,Electronics,Medium
M12923,ABC Traders,Finance,Low
M12924,Global Mart,Technology,Medium
M12925,Fresh World,Food & Beverage,High
M12926,ABC Store,Finance,Medium
M12927,NextGen Solutions,Finance,High
M12928,ABC Store,Finance,Low
M12929,Global Mart,Travel,High
M12930,ABC Mart,Retail,High
M12931,Nova Services,Food & Beverage,Low
M12932,XYZ Retailers,Travel,High
M12933,Elite Retailers,Food & Beverage,Low
M12934,Vertex Retailers,Education,High
M12935,Prime Hub,Automotive,High
M12936,XYZ Solutions,Retail,Medium
M12937,Elite Hub,Retail,High
M12938,Elite Solutions,Education,Low
M12939,NextGen Store,Fashion,High
M12940,Prime Solutions,Technology,High
M12941,ABC World,Healthcare,High
M12942,Elite Services,Technology,Medium
M12943,Elite Mart,Technology,Low
M12944,Metro Services,Retail,High
M12945,XYZ Retailers,Technology,Medium
M12946,Prime Solutions,Electronics,High
M12947,Global Hub,Automotive,High
M12948,Nova Hub,Electronics,Medium
M12949,Nova Hub,Retail,Low
M12950,NextGen Retailers,Fashion,Low
M12951,Vertex Retailers,Retail,Low
M12952,Prime World,Retail,Medium
M12953,Elite Mart,Travel,High
M12954,Metro Electronics,Electronics,Medium
M12955,Global Solutions,Electronics,High
M12956,Metro Store,Travel,Medium
M12957,NextGen Services,Retail,High
M12958,Fresh Foods,Automotive,Medium
M12959,NextGen Traders,Finance,Low
M12960,Nova Solutions,Electronics,High
M12961,Elite Services,Finance,High
M12962,XYZ Services,Retail,Medium
M12963,Prime Traders,Retail,High
M12964,NextGen Electronics,Automotive,Medium
M12965,XYZ Foods,Food & Beverage,Medium
M12966,Prime World,Healthcare,High
M12967,ABC Electronics,Fashion,High
M12968,Nova Traders,Travel,Low
M12969,Global Hub,Food & Beverage,High
M12970,Vertex World,Technology,Low
M12971,ABC Electronics,Electronics,Medium
M12972,Fresh Mart,Retail,Low
M12973,ABC Services,Technology,Low
M12974,Elite Electronics,Travel,Medium
M12975,Fresh World,Fashion,Low
M12976,NextGen Hub,Food & Beverage,Medium
M12977,Vertex Traders,Food & Beverage,Medium
M12978,Vertex Mart,Electronics,High
M12979,Metro Electronics,Healthcare,High
M12980,Metro World,Education,Medium
M12981,Prime Mart,Retail,High
M12982,ABC Traders,Electronics,Medium
M12983,Metro World,Healthcare,High
M12984,Vertex Retailers,Retail,Low
M12985,Fresh Electronics,Fashion,High
M12986,Metro Mart,Finance,Low
M12987,Metro Hub,Technology,Low
M12988,NextGen Retailers,Retail,Medium
M12989,Elite Mart,Electronics,Medium
M12990,NextGen Hub,Fashion,High
M12991,Global Retailers,Education,High
M12992,Elite Store,Travel,High
M12993,Nova Solutions,Electronics,High
M12994,Fresh Traders,Healthcare,High
M12995,NextGen World,Retail,Medium
M12996,ABC Store,Finance,Low
M12997,Elite Solutions,Fashion,Low
M12998,Vertex Traders,Retail,High
M12999,Vertex Electronics,Food & Beverage,Medium
M13000,ABC Foods,Retail,Low
M13001,Fresh Retailers,Electronics,Low
M13002,Prime Hub,Retail,Medium
M13003,Metro World,Technology,Low
M13004,Prime Electronics,Automotive,High
M13005,Metro Mart,Travel,Low
M13006,XYZ Foods,Electronics,Medium
M13007,Fresh Mart,Automotive,Medium
M13008,Fresh Retailers,Finance,High
M13009,ABC Foods,Retail,High
M13010,XYZ Traders,Automotive,High
M13011,NextGen Store,Electronics,Medium
M13012,Elite Mart,Automotive,Medium
M13013,Elite Retailers,Food & Beverage,High
M13014,Global Solutions,Fashion,High
M13015,Elite Solutions,Fashion,Low
M13016,Global Mart,Retail,Medium
M13017,XYZ Services,Food & Beverage,High
M13018,Nova Services,Automotive,Medium
M13019,Vertex Hub,Finance,Medium
M13020,Prime Solutions,Education,Medium
M13021,Fresh Mart,Retail,High
M13022,Elite Traders,Food & Beverage,High
M13023,XYZ Hub,Automotive,Medium
M13024,XYZ Services,Finance,Low
M13025,Fresh Mart,Food & Beverage,High
M13026,ABC Foods,Healthcare,Medium
M13027,Metro World,Finance,High
M13028,Nova Electronics,Food & Beverage,Medium
M13029,Prime Foods,Food & Beverage,Medium
M13030,Prime World,Education,Medium
M13031,NextGen Services,Food & Beverage,High
M13032,Global Services,Fashion,High
M13033,NextGen Retailers,Fashion,High
M13034,Elite Hub,Retail,Low
M13035,Metro Solutions,Automotive,Low
M13036,Nova Hub,Retail,Medium
M13037,NextGen World,Fashion,High
M13038,Metro Mart,Automotive,Low
M13039,Fresh Retailers,Finance,Medium
M13040,Prime Services,Finance,Low
M13041,Prime Mart,Finance,Low
M13042,NextGen Foods,Fashion,High
M13043,NextGen Mart,Automotive,Low
M13044,Metro Hub,Food & Beverage,Low
M13045,Fresh World,Automotive,Low
M13046,Metro Mart,Retail,Medium
M13047,Nova Services,Technology,Medium
M13048,Metro Foods,Fashion,High
M13049,Prime Store,Retail,Low
M13050,Global Electronics,Healthcare,Low
M13051,Metro Mart,Finance,Medium
M13052,NextGen Solutions,Technology,Medium
M13053,Fresh Foods,Education,Low
M13054,Global Traders,Travel,Low
M13055,Prime Solutions,Finance,Low
M13056,NextGen Services,Technology,Low
M13057,Metro Electronics,Food & Beverage,Medium
M13058,Prime Traders,Healthcare,High
M13059,Nova Store,Education,Medium
M13060,XYZ Retailers,Automotive,Low
M13061,Prime Store,Fashion,Medium
M13062,Prime Electronics,Education,High
M13063,Nova Electronics,Technology,Medium
M13064,Nova Solutions,Retail,High
M13065,Nova Traders,Healthcare,Medium
M13066,Nova Hub,Finance,Medium
M13067,ABC Services,Retail,Low
M13068,Metro Retailers,Automotive,High
M13069,Prime Store,Technology,High
M13070,Elite Foods,Electronics,High
M13071,XYZ Store,Electronics,Low
M13072,Fresh Foods,Automotive,Low
M13073,Fresh World,Healthcare,Low
M13074,Metro Traders,Automotive,Medium
M13075,NextGen Services,Fashion,High
M13076,Vertex Mart,Finance,High
M13077,Prime Mart,Fashion,High
M13078,Nova Electronics,Automotive,Low
M13079,NextGen Foods,Electronics,Medium
M13080,NextGen Foods,Electronics,High
M13081,XYZ Hub,Travel,Low
M13082,Vertex Mart,Retail,Low
M13083,NextGen Electronics,Food & Beverage,Low
M13084,XYZ Services,Automotive,High
M13085,NextGen Solutions,Food & Beverage,Low
M13086,Metro Store,Finance,Medium
M13087,XYZ Traders,Travel,Low
M13088,Elite Hub,Food & Beverage,High
M13089,Elite Traders,Food & Beverage,Low
M13090,Prime Solutions,Retail,Medium
M13091,Vertex Store,Fashion,High
M13092,Fresh Services,Food & Beverage,Low
M13093,NextGen Hub,Food & Beverage,Low
M13094,Vertex Traders,Travel,Low
M13095,Metro Services,Food & Beverage,Low
M13096,NextGen Solutions,Finance,Low
M13097,XYZ World,Healthcare,Low
M13098,Nova Hub,Fashion,Low
M13099,Elite Traders,Healthcare,Medium
M13100,Elite Retailers,Travel,High
M13101,Global Electronics,Automotive,Low
M13102,ABC Retailers,Automotive,Medium
M13103,Nova Traders,Education,Low
M13104,Nova World,Retail,High
M13105,Vertex Electronics,Food & Beverage,Low
M13106,Prime Hub,Education,High
M13107,NextGen Mart,Retail,Low
M13108,Nova Services,Finance,High
M13109,Prime Solutions,Education,Low
M13110,Fresh World,Electronics,Low
M13111,Prime Mart,Electronics,Low
M13112,XYZ Mart,Electronics,High
M13113,NextGen Mart,Finance,Medium
M13114,Prime Mart,Retail,Medium
M13115,Global Retailers,Electronics,High
M13116,NextGen Solutions,Technology,Medium
M13117,Vertex World,Education,Medium
M13118,Fresh Foods,Education,Medium
M13119,Metro World,Technology,Medium
M13120,Nova Solutions,Healthcare,Low
M13121,Prime Store,Finance,High
M13122,Prime Solutions,Travel,Low
M13123,NextGen World,Travel,High
M13124,NextGen Services,Automotive,Low
M13125,NextGen Electronics,Retail,Medium
M13126,Vertex Foods,Food & Beverage,Medium
M13127,Vertex Store,Retail,Low
M13128,ABC Store,Travel,Medium
M13129,ABC Services,Education,Medium
M13130,Fresh Retailers,Travel,High
M13131,ABC Traders,Finance,Low
M13132,Elite Mart,Food & Beverage,Low
M13133,Prime Foods,Travel,Medium
M13134,NextGen Electronics,Finance,High
M13135,XYZ Services,Retail,Low
M13136,Vertex Electronics,Retail,Low
M13137,Elite World,Finance,High
M13138,Elite Traders,Healthcare,Low
M13139,Elite Traders,Fashion,Medium
M13140,Global Foods,Healthcare,High
M13141,Elite Hub,Electronics,High
M13142,Vertex Retailers,Fashion,Low
M13143,NextGen Foods,Automotive,High
M13144,Fresh Solutions,Retail,Medium
M13145,XYZ Solutions,Electronics,Low
M13146,Elite World,Fashion,High
M13147,Vertex Mart,Food & Beverage,Low
M13148,Metro Foods,Finance,Medium
M13149,NextGen Traders,Electronics,Medium
M13150,Prime Solutions,Travel,Low
M13151,Global Hub,Finance,Low
M13152,Global Services,Finance,High
M13153,Nova World,Travel,Low
M13154,Elite Services,Finance,High
M13155,Prime World,Healthcare,Medium
M13156,Prime Store,Finance,Low
M13157,Metro Store,Fashion,High
M13158,Global World,Healthcare,High
M13159,Metro Hub,Food & Beverage,Medium
M13160,ABC Services,Food & Beverage,Medium
M13161,Elite Electronics,Electronics,Low
M13162,Vertex Traders,Travel,High
M13163,Metro Services,Technology,Medium
M13164,Prime Solutions,Education,High
M13165,Global Hub,Automotive,Medium
M13166,NextGen World,Finance,Low
M13167,Nova Services,Retail,Medium
M13168,Elite Foods,Food & Beverage,Low
M13169,Vertex Traders,Retail,Medium
M13170,NextGen Services,Travel,Low
M13171,ABC World,Automotive,Medium
M13172,NextGen Electronics,Travel,High
M13173,NextGen Hub,Automotive,Medium
M13174,NextGen Traders,Electronics,High
M13175,ABC Retailers,Technology,Medium
M13176,Vertex Solutions,Fashion,High
M13177,Global Solutions,Technology,Low
M13178,Vertex Store,Retail,Medium
M13179,Elite Retailers,Food & Beverage,High
M13180,Elite Solutions,Education,High
M13181,Elite Store,Finance,Medium
M13182,Global World,Travel,Low
M13183,XYZ Traders,Healthcare,High
M13184,Metro Foods,Electronics,Low
M13185,Elite Foods,Travel,Medium
M13186,Metro Solutions,Automotive,High
M13187,Metro Traders,Travel,Medium
M13188,Metro Solutions,Education,High
M13189,Nova Foods,Healthcare,Medium
M13190,XYZ Services,Food & Beverage,Medium
M13191,Global Services,Education,High
M13192,Global Electronics,Fashion,Medium
M13193,XYZ Solutions,Education,High
M13194,XYZ Traders,Travel,Medium
M13195,ABC Solutions,Food & Beverage,Medium
M13196,Prime Retailers,Retail,High
M13197,Prime Retailers,Education,Low
M13198,Prime Mart,Finance,Low
M13199,Prime Electronics,Automotive,Medium
M13200,XYZ Electronics,Technology,Medium
M13201,ABC World,Food & Beverage,Medium
M13202,Prime Hub,Healthcare,Low
M13203,Global Mart,Electronics,Medium
M13204,Metro Retailers,Healthcare,Medium
M13205,XYZ Traders,Education,High
M13206,XYZ Services,Healthcare,Low
M13207,Global Solutions,Electronics,Low
M13208,Vertex Electronics,Healthcare,Low
M13209,Prime Hub,Automotive,High
M13210,Elite Hub,Technology,Medium
M13211,Fresh Services,Automotive,High
M13212,Metro Services,Retail,Low
M13213,Vertex Store,Travel,Medium
M13214,Fresh World,Finance,Low
M13215,Fresh Traders,Fashion,Low
M13216,Nova Foods,Travel,High
M13217,Prime Solutions,Finance,Medium
M13218,Elite Electronics,Food & Beverage,Medium
M13219,ABC World,Travel,High
M13220,Global Store,Technology,Low
M13221,Global Mart,Finance,Medium
M13222,Prime Mart,Automotive,Medium
M13223,Elite Services,Education,Medium
M13224,Nova Solutions,Retail,High
M13225,Global Electronics,Education,Medium
M13226,Fresh Hub,Electronics,Low
M13227,Prime Solutions,Healthcare,Low
M13228,ABC Retailers,Fashion,High
M13229,Metro Traders,Fashion,High
M13230,XYZ Services,Automotive,Low
M13231,NextGen Services,Technology,Low
M13232,Fresh Store,Education,Medium
M13233,Global Electronics,Education,Medium
M13234,Metro World,Education,Low
M13235,Global Retailers,Travel,High
M13236,Prime Retailers,Healthcare,High
M13237,Prime Mart,Education,High
M13238,ABC Traders,Healthcare,Low
M13239,ABC Hub,Finance,Medium
M13240,Prime Services,Travel,High
M13241,Fresh Foods,Travel,High
M13242,Vertex Hub,Automotive,High
M13243,Nova World,Healthcare,Low
M13244,ABC World,Travel,High
M13245,XYZ Store,Retail,Low
M13246,Prime World,Electronics,High
M13247,ABC World,Retail,Low
M13248,Elite Retailers,Education,Medium
M13249,XYZ Mart,Automotive,High
M13250,Global Solutions,Retail,Medium
M13251,Metro Retailers,Education,Medium
M13252,Vertex Foods,Food & Beverage,Low
M13253,Metro Retailers,Technology,Medium
M13254,Metro World,Finance,High
M13255,NextGen World,Education,Medium
M13256,Nova Store,Electronics,Medium
M13257,Global Traders,Healthcare,Low
M13258,Global Electronics,Food & Beverage,High
M13259,Prime World,Healthcare,High
M13260,Prime Store,Technology,Medium
M13261,Elite Services,Fashion,Medium
M13262,NextGen Mart,Automotive,Medium
M13263,NextGen Solutions,Retail,High
M13264,Vertex Solutions,Technology,High
M13265,Global World,Healthcare,Low
M13266,Global Traders,Retail,Medium
M13267,Fresh Solutions,Food & Beverage,Low
M13268,Elite Mart,Education,Medium
M13269,Prime Traders,Fashion,High
M13270,Prime Services,Food & Beverage,High
M13271,Nova Foods,Education,Medium
M13272,Elite Electronics,Education,High
M13273,Prime Hub,Electronics,Medium
M13274,Elite Hub,Finance,High
M13275,ABC Solutions,Technology,Medium
M13276,Nova Electronics,Finance,High
M13277,Global Foods,Finance,Medium
M13278,Fresh Retailers,Electronics,Medium
M13279,NextGen Hub,Travel,Low
M13280,Fresh Foods,Food & Beverage,Medium
M13281,XYZ Hub,Automotive,High
M13282,NextGen Solutions,Automotive,High
M13283,Prime Hub,Education,High
M13284,Nova Services,Automotive,Medium
M13285,XYZ Hub,Finance,Low
M13286,Global Electronics,Electronics,Low
M13287,NextGen Store,Healthcare,Low
M13288,Fresh Traders,Food & Beverage,Medium
M13289,XYZ World,Travel,Low
M13290,Fresh Solutions,Education,Medium
M13291,Prime Electronics,Fashion,Medium
M13292,Prime Services,Automotive,Low
M13293,Prime Services,Healthcare,Low
M13294,Prime Retailers,Education,Medium
M13295,Fresh Retailers,Electronics,Medium
M13296,Fresh Retailers,Travel,Low
M13297,ABC Hub,Finance,Medium
M13298,Prime Electronics,Education,High
M13299,XYZ Services,Automotive,Medium
M13300,Prime Foods,Education,High
M13301,Nova Traders,Automotive,High
M13302,Elite Hub,Electronics,Low
M13303,XYZ Traders,Automotive,Low
M13304,Elite Solutions,Fashion,Low
M13305,Vertex Solutions,Finance,Low
M13306,NextGen Hub,Fashion,Medium
M13307,Global Store,Finance,High
M13308,Elite Solutions,Travel,Low
M13309,Prime Retailers,Finance,High
M13310,NextGen Retailers,Healthcare,High
M13311,Metro World,Education,Medium
M13312,Prime Hub,Electronics,Medium
M13313,ABC Hub,Finance,Low
M13314,Prime Solutions,Technology,High
M13315,Nova Solutions,Retail,Medium
M13316,Nova Mart,Electronics,Medium
M13317,Elite Retailers,Education,Low
M13318,Prime Traders,Technology,Medium
M13319,Fresh Services,Technology,Low
M13320,XYZ Solutions,Retail,Low
M13321,Metro Electronics,Electronics,Medium
M13322,XYZ Foods,Healthcare,Low
M13323,Prime World,Retail,Low
M13324,Global Services,Food & Beverage,High
M13325,Elite Foods,Automotive,Medium
M13326,Prime Mart,Retail,Medium
M13327,Metro Foods,Automotive,Medium
M13328,NextGen World,Electronics,High
M13329,Vertex Services,Automotive,High
M13330,Prime Hub,Education,Low
M13331,Metro Hub,Finance,Medium
M13332,Vertex Mart,Healthcare,Low
M13333,ABC Foods,Food & Beverage,Medium
M13334,Fresh Store,Healthcare,Medium
M13335,NextGen Traders,Retail,Low
M13336,Metro World,Fashion,High
M13337,Prime Solutions,Travel,Low
M13338,ABC Hub,Travel,Low
M13339,Vertex World,Finance,High
M13340,XYZ Services,Electronics,High
M13341,Metro Mart,Healthcare,Low
M13342,Vertex World,Electronics,High
M13343,Global Store,Education,Low
M13344,Global Services,Electronics,Low
M13345,Elite Hub,Automotive,Low
M13346,NextGen Retailers,Technology,High
M13347,NextGen Electronics,Travel,Low
M13348,Prime Retailers,Retail,Low
M13349,Vertex Mart,Finance,High
M13350,Fresh Mart,Electronics,Medium
M13351,Global Solutions,Education,Low
M13352,NextGen World,Finance,High
M13353,Prime World,Automotive,High
M13354,NextGen Foods,Travel,High
M13355,NextGen Electronics,Finance,Low
M13356,Global Mart,Food & Beverage,High
M13357,Vertex Store,Electronics,High
M13358,Global Foods,Finance,Medium
M13359,Prime World,Education,High
M13360,Global Hub,Technology,Medium
M13361,ABC Traders,Fashion,High
M13362,Nova Hub,Education,Medium
M13363,Vertex Mart,Retail,High
M13364,Metro Retailers,Travel,Medium
M13365,ABC Mart,Electronics,High
M13366,Metro Hub,Electronics,Low
M13367,Global Solutions,Electronics,High
M13368,Nova Traders,Electronics,High
M13369,Metro Services,Travel,Medium
M13370,Vertex Solutions,Education,Medium
M13371,Metro Store,Healthcare,Low
M13372,Metro Hub,Retail,High
M13373,Prime Solutions,Finance,High
M13374,XYZ Solutions,Automotive,Low
M13375,Nova World,Food & Beverage,Medium
M13376,Elite Traders,Retail,Medium
M13377,ABC Mart,Food & Beverage,High
M13378,Global Electronics,Finance,Medium
M13379,Vertex Store,Healthcare,Medium
M13380,Vertex Store,Retail,Medium
M13381,Prime World,Healthcare,High
M13382,Global Hub,Finance,Low
M13383,Prime World,Food & Beverage,Medium
M13384,ABC Retailers,Food & Beverage,Medium
M13385,Elite Mart,Travel,Medium
M13386,Vertex Retailers,Travel,Medium
M13387,Global Retailers,Food & Beverage,High
M13388,Metro Electronics,Healthcare,High
M13389,Vertex Services,Electronics,Medium
M13390,Nova World,Travel,Medium
M13391,Prime Hub,Finance,Low
M13392,XYZ Electronics,Automotive,High
M13393,Global Hub,Travel,High
M13394,Fresh World,Electronics,High
M13395,Vertex Hub,Automotive,Medium
M13396,XYZ Store,Technology,High
M13397,Metro Foods,Automotive,High
M13398,Nova World,Food & Beverage,High
M13399,Fresh Hub,Travel,High
M13400,ABC Hub,Electronics,Medium
M13401,Nova Mart,Technology,Medium
M13402,Elite Traders,Automotive,High
M13403,Prime Hub,Education,Low
M13404,Prime Retailers,Education,Medium
M13405,Vertex Retailers,Healthcare,High
M13406,NextGen Traders,Technology,Low
M13407,Global Services,Education,Low
M13408,Vertex Mart,Healthcare,Medium
M13409,Elite Foods,Fashion,High
M13410,Metro Store,Food & Beverage,Medium
M13411,XYZ Services,Technology,High
M13412,Global Hub,Electronics,Low
M13413,Elite World,Automotive,Low
M13414,Global Store,Finance,High
