application_id,status
A013962,Pending
A013963,Under Review
A013964,Under Review
A013965,Submitted
A013966,Submitted
A013967,Under Review
A013968,Under Review
A013969,Pending
A013970,Pending
A013971,Under Review
A013972,Submitted
A013973,Submitted
A013974,Submitted
A013975,Submitted
A013976,Under Review
A013977,Pending
A013978,Pending
A013979,Pending
A013980,Pending
A013981,Under Review
A013982,Under Review
A013983,Submitted
A013984,Pending
A013985,Submitted
A013986,Submitted
A013987,Under Review
A013988,Under Review
A013989,Submitted
A013990,Under Review
A013991,Submitted
A013992,Submitted
A013993,Pending
A013994,Submitted
A013995,Submitted
A013996,Under Review
A013997,Under Review
A013998,Pending
A013999,Pending
A014000,Under Review
A014001,Under Review
A014002,Submitted
A014003,Under Review
A014004,Pending
A014005,Pending
A014006,Submitted
A014007,Submitted
A014008,Submitted
A014009,Under Review
A014010,Pending
A014011,Submitted
A014012,Under Review
A014013,Under Review
A014014,Pending
A014015,Under Review
A014016,Submitted
A014017,Pending
A014018,Submitted
A014019,Pending
A014020,Pending
A014021,Submitted
A014022,Under Review
A014023,Submitted
A014024,Under Review
A014025,Under Review
A014026,Submitted
A014027,Pending
A014028,Under Review
A014029,Submitted
A014030,Submitted
A014031,Pending
A014032,Submitted
A014033,Pending
A014034,Submitted
A014035,Submitted
A014036,Pending
A014037,Under Review
A014038,Submitted
A014039,Pending
A014040,Pending
A014041,Pending
A014042,Under Review
A014043,Submitted
A014044,Under Review
A014045,Submitted
A014046,Under Review
A014047,Under Review
A014048,Pending
A014049,Under Review
A014050,Submitted
A014051,Pending
A014052,Under Review
A014053,Pending
A014054,Pending
A014055,Under Review
A014056,Under Review
A014057,Under Review
A014058,Submitted
A014059,Submitted
A014060,Submitted
A014061,Pending
A014062,Under Review
A014063,Submitted
A014064,Under Review
A014065,Submitted
A014066,Submitted
A014067,Submitted
A014068,Pending
A014069,Under Review
A014070,Submitted
A014071,Submitted
A014072,Under Review
A014073,Pending
A014074,Under Review
A014075,Submitted
A014076,Under Review
A014077,Pending
A014078,Submitted
A014079,Submitted
A014080,Pending
A014081,Under Review
A014082,Submitted
A014083,Pending
A014084,Under Review
A014085,Under Review
A014086,Pending
A014087,Pending
A014088,Submitted
A014089,Under Review
A014090,Pending
A014091,Submitted
A014092,Under Review
A014093,Submitted
A014094,Submitted
A014095,Pending
A014096,Pending
A014097,Under Review
A014098,Submitted
A014099,Pending
A014100,Under Review
A014101,Submitted
A014102,Submitted
A014103,Submitted
A014104,Pending
A014105,Submitted
A014106,Under Review
A014107,Pending
A014108,Submitted
A014109,Under Review
A014110,Submitted
A014111,Under Review
A014112,Pending
A014113,Under Review
A014114,Under Review
A014115,Submitted
A014116,Pending
A014117,Submitted
A014118,Submitted
A014119,Pending
A014120,Submitted
A014121,Pending
A014122,Pending
A014123,Pending
A014124,Pending
A014125,Pending
A014126,Submitted
A014127,Under Review
A014128,Under Review
A014129,Pending
A014130,Pending
A014131,Submitted
A014132,Pending
A014133,Submitted
A014134,Submitted
A014135,Under Review
A014136,Submitted
A014137,Submitted
A014138,Submitted
A014139,Submitted
A014140,Submitted
A014141,Under Review
A014142,Pending
A014143,Submitted
A014144,Under Review
A014145,Under Review
A014146,Pending
A014147,Pending
A014148,Under Review
A014149,Pending
A014150,Submitted
A014151,Under Review
A014152,Submitted
A014153,Pending
A014154,Under Review
A014155,Pending
A014156,Pending
A014157,Pending
A014158,Pending
A014159,Pending
A014160,Under Review
A014161,Under Review
A014162,Under Review
A014163,Submitted
A014164,Pending
A014165,Under Review
A014166,Pending
A014167,Pending
A014168,Submitted
A014169,Under Review
A014170,Pending
A014171,Submitted
A014172,Pending
A014173,Submitted
A014174,Under Review
A014175,Pending
A014176,Pending
A014177,Pending
A014178,Under Review
A014179,Pending
A014180,Under Review
A014181,Pending
A014182,Pending
A014183,Pending
A014184,Under Review
A014185,Pending
A014186,Pending
A014187,Pending
A014188,Under Review
A014189,Submitted
A014190,Pending
A014191,Pending
A014192,Pending
A014193,Under Review
A014194,Submitted
A014195,Submitted
A014196,Submitted
A014197,Under Review
A014198,Under Review
A014199,Pending
A014200,Pending
A014201,Submitted
A014202,Pending
A014203,Pending
A014204,Pending
A014205,Under Review
A014206,Under Review
A014207,Under Review
A014208,Pending
A014209,Under Review
A014210,Submitted
A014211,Under Review
A014212,Submitted
A014213,Pending
A014214,Pending
A014215,Under Review
A014216,Under Review
A014217,Pending
A014218,Pending
A014219,Pending
A014220,Submitted
A014221,Submitted
A014222,Under Review
A014223,Under Review
A014224,Under Review
A014225,Pending
A014226,Pending
A014227,Pending
A014228,Pending
A014229,Submitted
A014230,Under Review
A014231,Submitted
A014232,Pending
A014233,Submitted
A014234,Under Review
A014235,Under Review
A014236,Under Review
A014237,Pending
A014238,Pending
A014239,Submitted
A014240,Submitted
A014241,Submitted
A014242,Pending
A014243,Under Review
A014244,Under Review
A014245,Submitted
A014246,Pending
A014247,Under Review
A014248,Submitted
A014249,Under Review
A014250,Submitted
A014251,Pending
A014252,Under Review
A014253,Pending
A014254,Pending
A014255,Submitted
A014256,Pending
A014257,Under Review
A014258,Under Review
A014259,Under Review
A014260,Pending
A014261,Pending
A014262,Submitted
A014263,Pending
A014264,Submitted
A014265,Under Review
A014266,Under Review
A014267,Submitted
A014268,Under Review
A014269,Submitted
A014270,Under Review
A014271,Submitted
A014272,Pending
A014273,Pending
A014274,Pending
A014275,Under Review
A014276,Pending
A014277,Submitted
A014278,Submitted
A014279,Pending
A014280,Under Review
A014281,Submitted
A014282,Pending
A014283,Pending
A014284,Under Review
A014285,Pending
A014286,Submitted
A014287,Submitted
A014288,Under Review
A014289,Submitted
A014290,Under Review
A014291,Under Review
A014292,Submitted
A014293,Pending
A014294,Under Review
A014295,Under Review
A014296,Under Review
A014297,Under Review
A014298,Pending
A014299,Pending
A014300,Submitted
A014301,Under Review
A014302,Under Review
A014303,Submitted
A014304,Pending
A014305,Under Review
A014306,Under Review
A014307,Under Review
A014308,Under Review
A014309,Pending
A014310,Under Review
A014311,Submitted
A014312,Pending
A014313,Under Review
A014314,Pending
A014315,Pending
A014316,Under Review
A014317,Pending
A014318,Under Review
A014319,Pending
A014320,Under Review
A014321,Submitted
A014322,Pending
A014323,Submitted
A014324,Under Review
A014325,Under Review
A014326,Under Review
A014327,Pending
A014328,Pending
A014329,Pending
A014330,Under Review
A014331,Submitted
A014332,Pending
A014333,Under Review
A014334,Under Review
A014335,Under Review
A014336,Pending
A014337,Pending
A014338,Pending
A014339,Pending
A014340,Pending
A014341,Submitted
A014342,Pending
A014343,Pending
A014344,Under Review
A014345,Submitted
A014346,Submitted
A014347,Under Review
A014348,Under Review
A014349,Submitted
A014350,Submitted
A014351,Pending
A014352,Under Review
A014353,Submitted
A014354,Submitted
A014355,Submitted
A014356,Pending
A014357,Pending
A014358,Submitted
A014359,Submitted
A014360,Submitted
A014361,Submitted
A014362,Submitted
A014363,Under Review
A014364,Pending
A014365,Pending
A014366,Submitted
A014367,Under Review
A014368,Under Review
A014369,Submitted
A014370,Submitted
A014371,Under Review
A014372,Submitted
A014373,Under Review
A014374,Under Review
A014375,Pending
A014376,Pending
A014377,Under Review
A014378,Submitted
A014379,Submitted
A014380,Under Review
A014381,Under Review
A014382,Pending
A014383,Under Review
A014384,Under Review
A014385,Submitted
A014386,Pending
A014387,Submitted
A014388,Submitted
A014389,Submitted
A014390,Under Review
A014391,Under Review
A014392,Submitted
A014393,Under Review
A014394,Submitted
A014395,Submitted
A014396,Pending
A014397,Pending
A014398,Submitted
A014399,Pending
A014400,Pending
A014401,Submitted
A014402,Submitted
A014403,Submitted
A014404,Pending
A014405,Submitted
A014406,Under Review
A014407,Under Review
A014408,Pending
A014409,Pending
A014410,Submitted
A014411,Pending
A014412,Under Review
A014413,Submitted
A014414,Submitted
A014415,Pending
A014416,Pending
A014417,Submitted
A014418,Under Review
A014419,Submitted
A014420,Under Review
A014421,Pending
A014422,Pending
A014423,Submitted
A014424,Submitted
A014425,Submitted
A014426,Under Review
A014427,Submitted
A014428,Under Review
A014429,Pending
A014430,Submitted
A014431,Under Review
A014432,Under Review
A014433,Under Review
A014434,Submitted
A014435,Submitted
A014436,Pending
A014437,Under Review
A014438,Submitted
A014439,Submitted
A014440,Pending
A014441,Submitted
A014442,Under Review
A014443,Pending
A014444,Pending
A014445,Pending
A014446,Submitted
A014447,Submitted
A014448,Submitted
A014449,Pending
A014450,Under Review
A014451,Pending
A014452,Submitted
A014453,Pending
A014454,Submitted
A014455,Submitted
A014456,Pending
A014457,Under Review
A014458,Submitted
A014459,Under Review
A014460,Pending
A014461,Under Review
A014462,Submitted
A014463,Pending
A014464,Pending
A014465,Under Review
A014466,Pending
A014467,Under Review
A014468,Under Review
A014469,Submitted
A014470,Submitted
A014471,Under Review
A014472,Pending
A014473,Submitted
A014474,Submitted
A014475,Under Review
A014476,Under Review
A014477,Under Review
A014478,Pending
A014479,Under Review
A014480,Under Review
A014481,Pending
A014482,Submitted
A014483,Pending
A014484,Submitted
A014485,Submitted
A014486,Under Review
A014487,Submitted
A014488,Under Review
A014489,Pending
A014490,Under Review
A014491,Under Review
A014492,Under Review
A014493,Submitted
A014494,Submitted
A014495,Pending
A014496,Under Review
A014497,Pending
A014498,Submitted
A014499,Under Review
A014500,Pending
A014501,Under Review
A014502,Under Review
A014503,Pending
A014504,Submitted
A014505,Under Review
A014506,Under Review
A014507,Submitted
A014508,Pending
A014509,Under Review
A014510,Submitted
A014511,Submitted
A014512,Under Review
A014513,Pending
A014514,Submitted
A014515,Pending
A014516,Pending
A014517,Under Review
A014518,Under Review
A014519,Under Review
A014520,Submitted
A014521,Submitted
A014522,Pending
A014523,Under Review
A014524,Pending
A014525,Submitted
A014526,Pending
A014527,Under Review
A014528,Submitted
A014529,Under Review
A014530,Pending
A014531,Under Review
A014532,Pending
A014533,Submitted
A014534,Under Review
A014535,Pending
A014536,Pending
A014537,Under Review
A014538,Submitted
A014539,Submitted
A014540,Under Review
A014541,Under Review
A014542,Submitted
A014543,Pending
A014544,Submitted
A014545,Under Review
A014546,Pending
A014547,Under Review
A014548,Pending
A014549,Under Review
A014550,Under Review
A014551,Under Review
A014552,Submitted
A014553,Pending
A014554,Under Review
A014555,Under Review
A014556,Submitted
A014557,Under Review
A014558,Submitted
A014559,Submitted
A014560,Pending
A014561,Under Review
A014562,Submitted
A014563,Submitted
A014564,Under Review
A014565,Pending
A014566,Pending
A014567,Submitted
A014568,Pending
A014569,Submitted
A014570,Under Review
A014571,Under Review
A014572,Submitted
A014573,Pending
A014574,Submitted
A014575,Pending
A014576,Submitted
A014577,Pending
A014578,Pending
A014579,Under Review
A014580,Under Review
A014581,Pending
A014582,Under Review
A014583,Submitted
A014584,Under Review
A014585,Under Review
A014586,Pending
A014587,Under Review
A014588,Pending
A014589,Submitted
A014590,Pending
A014591,Submitted
A014592,Under Review
A014593,Under Review
A014594,Submitted
A014595,Pending
A014596,Pending
A014597,Under Review
A014598,Submitted
A014599,Under Review
A014600,Pending
A014601,Pending
A014602,Under Review
A014603,Pending
A014604,Submitted
A014605,Pending
A014606,Under Review
A014607,Submitted
A014608,Submitted
A014609,Submitted
A014610,Submitted
A014611,Submitted
A014612,Under Review
A014613,Submitted
A014614,Pending
A014615,Pending
A014616,Under Review
A014617,Submitted
A014618,Pending
A014619,Submitted
A014620,Submitted
A014621,Pending
A014622,Pending
A014623,Submitted
A014624,Pending
A014625,Under Review
A014626,Pending
A014627,Under Review
A014628,Under Review
A014629,Submitted
A014630,Submitted
A014631,Pending
A014632,Submitted
A014633,Submitted
A014634,Under Review
A014635,Under Review
A014636,Under Review
A014637,Submitted
A014638,Under Review
A014639,Submitted
A014640,Under Review
A014641,Submitted
A014642,Under Review
A014643,Pending
A014644,Under Review
A014645,Under Review
A014646,Pending
A014647,Under Review
A014648,Under Review
A014649,Submitted
A014650,Under Review
A014651,Pending
A014652,Submitted
A014653,Pending
A014654,Under Review
A014655,Pending
A014656,Pending
A014657,Under Review
A014658,Under Review
A014659,Submitted
A014660,Under Review
A014661,Under Review
A014662,Submitted
A014663,Under Review
A014664,Pending
A014665,Under Review
A014666,Submitted
A014667,Pending
A014668,Under Review
A014669,Under Review
A014670,Under Review
A014671,Submitted
A014672,Pending
A014673,Submitted
A014674,Pending
A014675,Under Review
A014676,Pending
A014677,Pending
A014678,Under Review
A014679,Pending
A014680,Under Review
A014681,Pending
A014682,Under Review
A014683,Submitted
A014684,Pending
A014685,Under Review
A014686,Under Review
A014687,Under Review
A014688,Pending
A014689,Under Review
A014690,Pending
A014691,Under Review
A014692,Pending
A014693,Submitted
A014694,Under Review
A014695,Under Review
A014696,Under Review
A014697,Pending
A014698,Under Review
A014699,Under Review
A014700,Pending
A014701,Under Review
A014702,Under Review
A014703,Under Review
A014704,Pending
A014705,Pending
A014706,Submitted
A014707,Pending
A014708,Pending
A014709,Submitted
A014710,Submitted
A014711,Under Review
A014712,Pending
A014713,Submitted
A014714,Pending
A014715,Pending
A014716,Pending
A014717,Under Review
A014718,Pending
A014719,Pending
A014720,Pending
A014721,Under Review
A014722,Submitted
A014723,Pending
A014724,Pending
A014725,Under Review
A014726,Submitted
A014727,Under Review
A014728,Pending
A014729,Submitted
A014730,Under Review
A014731,Pending
A014732,Submitted
A014733,Under Review
A014734,Under Review
A014735,Pending
A014736,Pending
A014737,Under Review
A014738,Pending
A014739,Pending
A014740,Submitted
A014741,Under Review
A014742,Submitted
A014743,Pending
A014744,Pending
A014745,Under Review
A014746,Under Review
A014747,Pending
A014748,Under Review
A014749,Under Review
A014750,Submitted
A014751,Under Review
A014752,Submitted
A014753,Under Review
A014754,Submitted
A014755,Under Review
A014756,Submitted
A014757,Under Review
A014758,Pending
A014759,Submitted
A014760,Pending
A014761,Pending
A014762,Pending
A014763,Submitted
A014764,Submitted
A014765,Pending
A014766,Submitted
A014767,Pending
A014768,Submitted
A014769,Pending
A014770,Pending
A014771,Pending
A014772,Submitted
A014773,Under Review
A014774,Under Review
A014775,Submitted
A014776,Under Review
A014777,Under Review
A014778,Submitted
A014779,Under Review
A014780,Pending
A014781,Under Review
A014782,Pending
A014783,Pending
A014784,Under Review
A014785,Under Review
A014786,Under Review
A014787,Pending
A014788,Submitted
A014789,Under Review
A014790,Pending
A014791,Submitted
A014792,Under Review
A014793,Pending
A014794,Under Review
A014795,Submitted
A014796,Submitted
A014797,Submitted
A014798,Under Review
A014799,Under Review
A014800,Submitted
A014801,Submitted
A014802,Under Review
A014803,Under Review
A014804,Under Review
A014805,Under Review
A014806,Submitted
A014807,Pending
A014808,Submitted
A014809,Submitted
A014810,Submitted
A014811,Under Review
A014812,Under Review
A014813,Pending
A014814,Under Review
A014815,Submitted
A014816,Submitted
A014817,Under Review
A014818,Pending
A014819,Under Review
A014820,Submitted
A014821,Pending
A014822,Pending
A014823,Pending
A014824,Pending
A014825,Pending
A014826,Under Review
A014827,Pending
A014828,Pending
A014829,Under Review
A014830,Under Review
A014831,Pending
A014832,Submitted
A014833,Under Review
A014834,Pending
A014835,Under Review
A014836,Under Review
A014837,Pending
A014838,Pending
A014839,Pending
A014840,Pending
A014841,Pending
A014842,Submitted
A014843,Submitted
A014844,Under Review
A014845,Submitted
A014846,Under Review
A014847,Under Review
A014848,Pending
A014849,Submitted
A014850,Submitted
A014851,Pending
A014852,Submitted
A014853,Submitted
A014854,Submitted
A014855,Under Review
A014856,Pending
A014857,Submitted
A014858,Pending
A014859,Pending
A014860,Pending
A014861,Pending
A014862,Under Review
A014863,Pending
A014864,Under Review
A014865,Submitted
A014866,Under Review
A014867,Under Review
A014868,Submitted
A014869,Pending
A014870,Pending
A014871,Under Review
A014872,Submitted
A014873,Submitted
A014874,Under Review
A014875,Submitted
A014876,Pending
A014877,Submitted
A014878,Pending
A014879,Submitted
A014880,Under Review
A014881,Pending
A014882,Submitted
A014883,Submitted
A014884,Pending
A014885,Submitted
A014886,Pending
A014887,Submitted
A014888,Pending
A014889,Under Review
A014890,Pending
A014891,Submitted
A014892,Submitted
A014893,Submitted
A014894,Under Review
A014895,Pending
A014896,Submitted
A014897,Pending
A014898,Pending
A014899,Pending
A014900,Under Review
A014901,Under Review
A014902,Under Review
A014903,Submitted
A014904,Pending
A014905,Under Review
A014906,Submitted
A014907,Pending
A014908,Under Review
A014909,Submitted
A014910,Pending
A014911,Pending
A014912,Under Review
A014913,Submitted
A014914,Under Review
A014915,Pending
A014916,Submitted
A014917,Submitted
A014918,Pending
A014919,Submitted
A014920,Pending
A014921,Under Review
A014922,Under Review
A014923,Pending
A014924,Under Review
A014925,Under Review
A014926,Under Review
A014927,Pending
A014928,Pending
A014929,Submitted
A014930,Pending
A014931,Pending
A014932,Submitted
A014933,Pending
A014934,Submitted
A014935,Submitted
A014936,Submitted
A014937,Submitted
A014938,Pending
A014939,Under Review
A014940,Pending
A014941,Submitted
A014942,Submitted
A014943,Pending
A014944,Submitted
A014945,Submitted
A014946,Submitted
A014947,Submitted
A014948,Pending
A014949,Under Review
A014950,Pending
A014951,Submitted
A014952,Under Review
A014953,Submitted
A014954,Under Review
A014955,Submitted
A014956,Under Review
A014957,Under Review
A014958,Submitted
A014959,Submitted
A014960,Under Review
A014961,Submitted
A014962,Under Review
A014963,Pending
A014964,Under Review
A014965,Under Review
A014966,Submitted
A014967,Submitted
A014968,Under Review
A014969,Submitted
A014970,Under Review
A014971,Submitted
A014972,Submitted
A014973,Under Review
A014974,Pending
A014975,Pending
A014976,Pending
A014977,Pending
A014978,Under Review
A014979,Pending
A014980,Pending
A014981,Under Review
A014982,Submitted
A014983,Under Review
A014984,Submitted
A014985,Pending
A014986,Pending
A014987,Submitted
A014988,Submitted
A014989,Submitted
A014990,Pending
A014991,Pending
A014992,Pending
A014993,Under Review
A014994,Under Review
A014995,Under Review
A014996,Under Review
A014997,Under Review
A014998,Submitted
A014999,Pending
A015000,Pending
A015001,Under Review
A015002,Under Review
A015003,Pending
A015004,Pending
A015005,Submitted
A015006,Pending
A015007,Submitted
A015008,Submitted
A015009,Pending
A015010,Under Review
A015011,Submitted
A015012,Pending
A015013,Submitted
A015014,Pending
A015015,Under Review
A015016,Pending
A015017,Pending
A015018,Pending
A015019,Pending
A015020,Pending
A015021,Submitted
A015022,Submitted
A015023,Submitted
A015024,Submitted
A015025,Under Review
A015026,Pending
A015027,Submitted
A015028,Submitted
A015029,Pending
A015030,Under Review
A015031,Under Review
A015032,Pending
A015033,Pending
A015034,Pending
A015035,Pending
A015036,Submitted
A015037,Pending
A015038,Under Review
A015039,Pending
A015040,Submitted
A015041,Pending
A015042,Under Review
A015043,Submitted
A015044,Pending
A015045,Submitted
A015046,Submitted
A015047,Pending
A015048,Submitted
A015049,Submitted
A015050,Submitted
A015051,Pending
A015052,Submitted
A015053,Under Review
A015054,Submitted
A015055,Pending
A015056,Submitted
A015057,Pending
A015058,Submitted
A015059,Submitted
A015060,Under Review
A015061,Pending
A015062,Pending
A015063,Submitted
A015064,Pending
A015065,Submitted
A015066,Pending
A015067,Under Review
A015068,Pending
A015069,Submitted
A015070,Submitted
A015071,Pending
A015072,Submitted
A015073,Pending
A015074,Under Review
A015075,Submitted
A015076,Submitted
A015077,Submitted
A015078,Under Review
A015079,Under Review
A015080,Submitted
A015081,Submitted
A015082,Pending
A015083,Under Review
A015084,Submitted
A015085,Submitted
A015086,Pending
A015087,Submitted
A015088,Under Review
A015089,Pending
A015090,Under Review
A015091,Pending
A015092,Pending
A015093,Under Review
A015094,Submitted
A015095,Under Review
A015096,Submitted
A015097,Submitted
A015098,Pending
A015099,Submitted
A015100,Pending
A015101,Pending
A015102,Under Review
A015103,Under Review
A015104,Under Review
A015105,Submitted
A015106,Submitted
A015107,Pending
A015108,Under Review
A015109,Submitted
A015110,Under Review
A015111,Under Review
A015112,Under Review
A015113,Submitted
A015114,Submitted
A015115,Under Review
A015116,Under Review
A015117,Pending
A015118,Submitted
A015119,Submitted
A015120,Pending
A015121,Under Review
A015122,Pending
A015123,Submitted
A015124,Pending
A015125,Pending
A015126,Submitted
A015127,Submitted
A015128,Pending
A015129,Pending
A015130,Pending
A015131,Pending
A015132,Submitted
A015133,Under Review
A015134,Pending
A015135,Pending
A015136,Under Review
A015137,Submitted
A015138,Pending
A015139,Pending
A015140,Under Review
A015141,Under Review
A015142,Pending
A015143,Under Review
A015144,Pending
A015145,Submitted
A015146,Submitted
A015147,Pending
A015148,Submitted
A015149,Submitted
A015150,Submitted
A015151,Under Review
A015152,Submitted
A015153,Under Review
A015154,Pending
A015155,Pending
A015156,Submitted
A015157,Submitted
A015158,Under Review
A015159,Pending
A015160,Under Review
A015161,Under Review
A015162,Submitted
A015163,Pending
A015164,Under Review
A015165,Pending
A015166,Pending
A015167,Under Review
A015168,Pending
A015169,Submitted
A015170,Under Review
A015171,Under Review
A015172,Submitted
A015173,Submitted
A015174,Under Review
A015175,Under Review
A015176,Under Review
A015177,Pending
A015178,Submitted
A015179,Submitted
A015180,Pending
A015181,Under Review
A015182,Pending
A015183,Under Review
A015184,Under Review
A015185,Under Review
A015186,Pending
A015187,Pending
A015188,Submitted
A015189,Under Review
A015190,Under Review
A015191,Submitted
A015192,Submitted
A015193,Pending
A015194,Submitted
A015195,Submitted
A015196,Under Review
A015197,Under Review
A015198,Under Review
A015199,Pending
A015200,Submitted
A015201,Pending
A015202,Submitted
A015203,Submitted
A015204,Under Review
A015205,Submitted
A015206,Pending
A015207,Submitted
A015208,Under Review
A015209,Pending
A015210,Pending
A015211,Under Review
A015212,Pending
A015213,Pending
A015214,Pending
A015215,Under Review
A015216,Under Review
A015217,Pending
A015218,Under Review
A015219,Submitted
A015220,Pending
A015221,Submitted
A015222,Pending
A015223,Pending
A015224,Pending
A015225,Under Review
A015226,Under Review
A015227,Under Review
A015228,Pending
A015229,Pending
A015230,Submitted
A015231,Under Review
A015232,Pending
A015233,Pending
A015234,Under Review
A015235,Under Review
A015236,Under Review
A015237,Pending
A015238,Submitted
A015239,Under Review
A015240,Under Review
A015241,Pending
A015242,Submitted
A015243,Pending
A015244,Submitted
A015245,Under Review
A015246,Under Review
A015247,Submitted
A015248,Submitted
A015249,Pending
A015250,Submitted
A015251,Under Review
A015252,Pending
A015253,Submitted
A015254,Under Review
A015255,Pending
A015256,Pending
A015257,Pending
A015258,Pending
A015259,Pending
A015260,Under Review
A015261,Under Review
A015262,Pending
A015263,Pending
A015264,Submitted
A015265,Pending
A015266,Submitted
A015267,Pending
A015268,Under Review
A015269,Under Review
A015270,Under Review
A015271,Under Review
A015272,Submitted
A015273,Submitted
A015274,Submitted
A015275,Submitted
A015276,Pending
A015277,Submitted
A015278,Pending
A015279,Under Review
A015280,Pending
A015281,Under Review
A015282,Under Review
A015283,Under Review
A015284,Pending
A015285,Submitted
A015286,Under Review
A015287,Submitted
A015288,Pending
A015289,Under Review
A015290,Submitted
A015291,Submitted
A015292,Pending
A015293,Pending
A015294,Submitted
A015295,Under Review
A015296,Under Review
A015297,Submitted
A015298,Under Review
A015299,Under Review
A015300,Pending
A015301,Submitted
A015302,Under Review
A015303,Under Review
A015304,Pending
A015305,Pending
A015306,Pending
A015307,Under Review
A015308,Submitted
A015309,Under Review
A015310,Pending
A015311,Submitted
A015312,Pending
A015313,Under Review
A015314,Under Review
A015315,Under Review
A015316,Pending
A015317,Submitted
A015318,Under Review
A015319,Submitted
A015320,Submitted
A015321,Under Review
A015322,Pending
A015323,Under Review
A015324,Submitted
A015325,Pending
A015326,Pending
A015327,Pending
A015328,Under Review
A015329,Submitted
A015330,Under Review
A015331,Pending
A015332,Submitted
A015333,Submitted
A015334,Pending
A015335,Pending
A015336,Under Review
A015337,Submitted
A015338,Pending
A015339,Under Review
A015340,Under Review
A015341,Under Review
A015342,Under Review
A015343,Under Review
A015344,Submitted
A015345,Under Review
A015346,Under Review
A015347,Submitted
A015348,Submitted
A015349,Submitted
A015350,Submitted
A015351,Submitted
A015352,Pending
A015353,Pending
A015354,Under Review
A015355,Pending
A015356,Pending
A015357,Pending
A015358,Under Review
A015359,Pending
A015360,Submitted
A015361,Submitted
A015362,Under Review
A015363,Submitted
A015364,Submitted
A015365,Pending
A015366,Under Review
A015367,Under Review
A015368,Submitted
A015369,Submitted
A015370,Pending
A015371,Submitted
A015372,Under Review
A015373,Submitted
A015374,Submitted
A015375,Pending
A015376,Submitted
A015377,Submitted
A015378,Submitted
A015379,Pending
A015380,Pending
A015381,Under Review
A015382,Under Review
A015383,Submitted
A015384,Under Review
A015385,Pending
A015386,Submitted
A015387,Submitted
A015388,Pending
A015389,Submitted
A015390,Submitted
A015391,Submitted
A015392,Under Review
A015393,Under Review
A015394,Submitted
A015395,Submitted
A015396,Pending
A015397,Pending
A015398,Pending
A015399,Pending
A015400,Submitted
A015401,Submitted
A015402,Pending
A015403,Pending
A015404,Submitted
A015405,Submitted
A015406,Pending
A015407,Under Review
A015408,Submitted
A015409,Submitted
A015410,Under Review
A015411,Pending
A015412,Submitted
A015413,Pending
A015414,Under Review
A015415,Submitted
A015416,Pending
A015417,Pending
A015418,Under Review
A015419,Submitted
A015420,Submitted
A015421,Submitted
A015422,Under Review
A015423,Pending
A015424,Submitted
A015425,Submitted
A015426,Submitted
A015427,Submitted
A015428,Under Review
A015429,Submitted
A015430,Pending
A015431,Under Review
A015432,Pending
A015433,Pending
A015434,Pending
A015435,Submitted
A015436,Submitted
A015437,Submitted
A015438,Submitted
A015439,Submitted
A015440,Pending
A015441,Submitted
A015442,Submitted
A015443,Under Review
A015444,Submitted
A015445,Under Review
A015446,Under Review
A015447,Submitted
A015448,Under Review
A015449,Pending
A015450,Under Review
A015451,Pending
A015452,Under Review
A015453,Submitted
A015454,Pending
A015455,Under Review
A015456,Submitted
A015457,Pending
A015458,Under Review
A015459,Submitted
A015460,Under Review
A015461,Pending
A015462,Pending
A015463,Under Review
A015464,Pending
A015465,Under Review
A015466,Under Review
A015467,Under Review
A015468,Pending
A015469,Pending
A015470,Under Review
A015471,Pending
A015472,Under Review
A015473,Submitted
A015474,Submitted
A015475,Pending
A015476,Pending
A015477,Submitted
A015478,Submitted
A015479,Under Review
A015480,Under Review
A015481,Under Review
A015482,Pending
A015483,Under Review
A015484,Pending
A015485,Pending
A015486,Under Review
A015487,Pending
A015488,Submitted
A015489,Submitted
A015490,Under Review
A015491,Submitted
A015492,Pending
A015493,Pending
A015494,Pending
A015495,Pending
A015496,Pending
A015497,Submitted
A015498,Submitted
A015499,Submitted
A015500,Under Review
A015501,Pending
A015502,Under Review
A015503,Pending
A015504,Under Review
A015505,Submitted
A015506,Pending
A015507,Submitted
A015508,Submitted
A015509,Under Review
A015510,Submitted
A015511,Under Review
A015512,Under Review
A015513,Under Review
A015514,Pending
A015515,Under Review
A015516,Under Review
A015517,Under Review
A015518,Under Review
A015519,Pending
A015520,Under Review
A015521,Under Review
A015522,Submitted
A015523,Submitted
A015524,Under Review
A015525,Submitted
A015526,Under Review
A015527,Submitted
A015528,Submitted
A015529,Pending
A015530,Submitted
A015531,Pending
A015532,Under Review
A015533,Submitted
A015534,Submitted
A015535,Submitted
A015536,Under Review
A015537,Under Review
A015538,Pending
A015539,Submitted
A015540,Under Review
A015541,Under Review
A015542,Submitted
A015543,Pending
A015544,Under Review
A015545,Submitted
A015546,Under Review
A015547,Under Review
A015548,Pending
A015549,Submitted
A015550,Pending
A015551,Under Review
A015552,Pending
A015553,Pending
A015554,Pending
A015555,Pending
A015556,Submitted
A015557,Pending
A015558,Under Review
A015559,Submitted
A015560,Pending
A015561,Under Review
A015562,Under Review
A015563,Under Review
A015564,Under Review
A015565,Submitted
A015566,Submitted
A015567,Under Review
A015568,Under Review
A015569,Submitted
A015570,Under Review
A015571,Submitted
A015572,Pending
A015573,Pending
A015574,Pending
A015575,Submitted
A015576,Under Review
